Serial Number:20268771 -- 
 
"Date Time, GMT -0500","Temp, (*C) - 1","Temp, (*C) - 2","Button Down","Host Connect","EOF" 
2017-12-26 21:23:43,0.51,0.04, , , 
2017-12-26 21:43:43,0.51,0.04, , , 
2017-12-26 22:03:43,0.47,0.04, , , 
2017-12-26 22:23:43,0.51,0.04, , , 
2017-12-26 22:43:43,0.47,0.04, , , 
2017-12-26 23:03:43,0.47,0.08, , , 
2017-12-26 23:23:43,0.47,0.08, , , 
2017-12-26 23:43:43,0.51,0.04, , , 
2017-12-27 00:03:43,0.47,0.04, , , 
2017-12-27 00:23:43,0.47,0.04, , , 
2017-12-27 00:43:43,0.51,0.04, , , 
2017-12-27 01:03:43,0.47,0.08, , , 
2017-12-27 01:23:43,0.51,-0.00, , , 
2017-12-27 01:43:43,0.47,0.04, , , 
2017-12-27 02:03:43,0.47,0.08, , , 
2017-12-27 02:23:43,0.47,0.04, , , 
2017-12-27 02:43:43,0.47,0.08, , , 
2017-12-27 03:03:43,0.51,0.04, , , 
2017-12-27 03:23:43,0.47,0.08, , , 
2017-12-27 03:43:43,0.47,0.04, , , 
2017-12-27 04:03:43,0.51,0.04, , , 
2017-12-27 04:23:43,0.43,0.04, , , 
2017-12-27 04:43:43,0.51,0.08, , , 
2017-12-27 05:03:43,0.51,0.04, , , 
2017-12-27 05:23:43,0.51,0.08, , , 
2017-12-27 05:43:43,0.47,0.04, , , 
2017-12-27 06:03:43,0.51,0.08, , , 
2017-12-27 06:23:43,0.47,0.04, , , 
2017-12-27 06:43:43,0.47,0.04, , , 
2017-12-27 07:03:43,0.47,0.04, , , 
2017-12-27 07:23:43,0.47,0.04, , , 
2017-12-27 07:43:43,0.47,0.04, , , 
2017-12-27 08:03:43,0.47,0.04, , , 
2017-12-27 08:23:43,0.47,0.04, , , 
2017-12-27 08:43:43,0.47,0.04, , , 
2017-12-27 09:03:43,0.51,0.04, , , 
2017-12-27 09:23:43,0.47,0.04, , , 
2017-12-27 09:43:43,0.51,0.08, , , 
2017-12-27 10:03:43,0.47,0.04, , , 
2017-12-27 10:23:43,0.43,0.08, , , 
2017-12-27 10:43:43,0.47,0.04, , , 
2017-12-27 11:03:43,0.51,0.04, , , 
2017-12-27 11:23:43,0.47,0.04, , , 
2017-12-27 11:43:43,0.51,0.08, , , 
2017-12-27 12:03:43,0.47,-0.00, , , 
2017-12-27 12:23:43,0.51,0.04, , , 
2017-12-27 12:43:43,0.51,0.08, , , 
2017-12-27 13:03:43,0.51,0.04, , , 
2017-12-27 13:23:43,0.47,0.04, , , 
2017-12-27 13:43:43,0.51,0.04, , , 
2017-12-27 14:03:43,0.47,-0.00, , , 
2017-12-27 14:23:43,0.51,0.04, , , 
2017-12-27 14:43:43,0.51,0.04, , , 
2017-12-27 15:03:43,0.51,0.04, , , 
2017-12-27 15:23:43,0.51,0.04, , , 
2017-12-27 15:43:43,0.47,0.08, , , 
2017-12-27 16:03:43,0.47,0.04, , , 
2017-12-27 16:23:43,0.51,0.04, , , 
2017-12-27 16:43:43,0.43,0.08, , , 
2017-12-27 17:03:43,0.47,0.08, , , 
2017-12-27 17:23:43,0.51,0.04, , , 
2017-12-27 17:43:43,0.51,0.04, , , 
2017-12-27 18:03:43,0.51,0.08, , , 
2017-12-27 18:23:43,0.51,0.08, , , 
2017-12-27 18:43:43,0.51,0.04, , , 
2017-12-27 19:03:43,0.55,0.04, , , 
2017-12-27 19:23:43,0.51,0.04, , , 
2017-12-27 19:43:43,0.47,0.08, , , 
2017-12-27 20:03:43,0.51,0.04, , , 
2017-12-27 20:23:43,0.47,0.08, , , 
2017-12-27 20:43:43,0.51,0.04, , , 
2017-12-27 21:03:43,0.51,0.04, , , 
2017-12-27 21:23:43,0.51,-0.00, , , 
2017-12-27 21:43:43,0.47,0.04, , , 
2017-12-27 22:03:43,0.51,0.04, , , 
2017-12-27 22:23:43,0.51,0.04, , , 
2017-12-27 22:43:43,0.51,0.04, , , 
2017-12-27 23:03:43,0.51,0.04, , , 
2017-12-27 23:23:43,0.47,0.04, , , 
2017-12-27 23:43:43,0.51,0.04, , , 
2017-12-28 00:03:43,0.47,0.08, , , 
2017-12-28 00:23:43,0.51,0.04, , , 
2017-12-28 00:43:43,0.47,0.04, , , 
2017-12-28 01:03:43,0.47,0.04, , , 
2017-12-28 01:23:43,0.47,0.04, , , 
2017-12-28 01:43:43,0.51,0.04, , , 
2017-12-28 02:03:43,0.51,0.04, , , 
2017-12-28 02:23:43,0.51,-0.00, , , 
2017-12-28 02:43:43,0.47,0.04, , , 
2017-12-28 03:03:43,0.51,0.04, , , 
2017-12-28 03:23:43,0.47,-0.00, , , 
2017-12-28 03:43:43,0.51,0.04, , , 
2017-12-28 04:03:43,0.47,0.04, , , 
2017-12-28 04:23:43,0.47,0.04, , , 
2017-12-28 04:43:43,0.51,0.04, , , 
2017-12-28 05:03:43,0.47,-0.05, , , 
2017-12-28 05:23:43,0.51,-0.00, , , 
2017-12-28 05:43:43,0.51,-0.00, , , 
2017-12-28 06:03:43,0.47,-0.00, , , 
2017-12-28 06:23:43,0.51,-0.00, , , 
2017-12-28 06:43:43,0.51,-0.00, , , 
2017-12-28 07:03:43,0.47,-0.00, , , 
2017-12-28 07:23:43,0.51,-0.05, , , 
2017-12-28 07:43:43,0.47,-0.05, , , 
2017-12-28 08:03:43,0.51,-0.05, , , 
2017-12-28 08:23:43,0.51,-0.05, , , 
2017-12-28 08:43:43,0.51,-0.05, , , 
2017-12-28 09:03:43,0.47,-0.05, , , 
2017-12-28 09:23:43,0.51,-0.05, , , 
2017-12-28 09:43:43,0.47,-0.05, , , 
2017-12-28 10:03:43,0.51,-0.13, , , 
2017-12-28 10:23:43,0.51,-0.05, , , 
2017-12-28 10:43:43,0.47,-0.09, , , 
2017-12-28 11:03:43,0.51,-0.09, , , 
2017-12-28 11:23:43,0.47,-0.09, , , 
2017-12-28 11:43:43,0.47,-0.09, , , 
2017-12-28 12:03:43,0.51,-0.09, , , 
2017-12-28 12:23:43,0.51,-0.13, , , 
2017-12-28 12:43:43,0.47,-0.09, , , 
2017-12-28 13:03:43,0.47,-0.09, , , 
2017-12-28 13:23:43,0.51,-0.13, , , 
2017-12-28 13:43:43,0.47,-0.09, , , 
2017-12-28 14:03:43,0.47,-0.13, , , 
2017-12-28 14:23:43,0.47,-0.13, , , 
2017-12-28 14:43:43,0.43,-0.13, , , 
2017-12-28 15:03:43,0.47,-0.13, , , 
2017-12-28 15:23:43,0.47,-0.13, , , 
2017-12-28 15:43:43,0.47,-0.13, , , 
2017-12-28 16:03:43,0.47,-0.13, , , 
2017-12-28 16:23:43,0.47,-0.22, , , 
2017-12-28 16:43:43,0.47,-0.17, , , 
2017-12-28 17:03:43,0.47,-0.13, , , 
2017-12-28 17:23:43,0.47,-0.13, , , 
2017-12-28 17:43:43,0.47,-0.17, , , 
2017-12-28 18:03:43,0.47,-0.22, , , 
2017-12-28 18:23:43,0.47,-0.13, , , 
2017-12-28 18:43:43,0.43,-0.13, , , 
2017-12-28 19:03:43,0.47,-0.17, , , 
2017-12-28 19:23:43,0.43,-0.13, , , 
2017-12-28 19:43:43,0.43,-0.17, , , 
2017-12-28 20:03:43,0.47,-0.22, , , 
2017-12-28 20:23:43,0.43,-0.22, , , 
2017-12-28 20:43:43,0.47,-0.17, , , 
2017-12-28 21:03:43,0.43,-0.17, , , 
2017-12-28 21:23:43,0.47,-0.17, , , 
2017-12-28 21:43:43,0.47,-0.17, , , 
2017-12-28 22:03:43,0.47,-0.17, , , 
2017-12-28 22:23:43,0.43,-0.17, , , 
2017-12-28 22:43:43,0.43,-0.22, , , 
2017-12-28 23:03:43,0.43,-0.22, , , 
2017-12-28 23:23:43,0.43,-0.22, , , 
2017-12-28 23:43:43,0.38,-0.22, , , 
2017-12-29 00:03:43,0.43,-0.26, , , 
2017-12-29 00:23:43,0.38,-0.26, , , 
2017-12-29 00:43:43,0.47,-0.26, , , 
2017-12-29 01:03:43,0.38,-0.22, , , 
2017-12-29 01:23:43,0.43,-0.26, , , 
2017-12-29 01:43:43,0.43,-0.26, , , 
2017-12-29 02:03:43,0.43,-0.26, , , 
2017-12-29 02:23:43,0.43,-0.30, , , 
2017-12-29 02:43:43,0.34,-0.22, , , 
2017-12-29 03:03:43,0.38,-0.30, , , 
2017-12-29 03:23:43,0.38,-0.30, , , 
2017-12-29 03:43:43,0.43,-0.30, , , 
2017-12-29 04:03:43,0.43,-0.30, , , 
2017-12-29 04:23:43,0.43,-0.30, , , 
2017-12-29 04:43:43,0.38,-0.35, , , 
2017-12-29 05:03:43,0.34,-0.30, , , 
2017-12-29 05:23:43,0.43,-0.35, , , 
2017-12-29 05:43:43,0.38,-0.35, , , 
2017-12-29 06:03:43,0.34,-0.35, , , 
2017-12-29 06:23:43,0.43,-0.35, , , 
2017-12-29 06:43:43,0.38,-0.35, , , 
2017-12-29 07:03:43,0.38,-0.35, , , 
2017-12-29 07:23:43,0.38,-0.35, , , 
2017-12-29 07:43:43,0.38,-0.35, , , 
2017-12-29 08:03:43,0.38,-0.39, , , 
2017-12-29 08:23:43,0.38,-0.35, , , 
2017-12-29 08:43:43,0.34,-0.39, , , 
2017-12-29 09:03:43,0.38,-0.39, , , 
2017-12-29 09:23:43,0.38,-0.39, , , 
2017-12-29 09:43:43,0.38,-0.43, , , 
2017-12-29 10:03:43,0.43,-0.43, , , 
2017-12-29 10:23:43,0.38,-0.39, , , 
2017-12-29 10:43:43,0.34,-0.39, , , 
2017-12-29 11:03:43,0.34,-0.43, , , 
2017-12-29 11:23:43,0.34,-0.43, , , 
2017-12-29 11:43:43,0.38,-0.39, , , 
2017-12-29 12:03:43,0.38,-0.43, , , 
2017-12-29 12:23:43,0.38,-0.39, , , 
2017-12-29 12:43:43,0.34,-0.39, , , 
2017-12-29 13:03:43,0.38,-0.43, , , 
2017-12-29 13:23:43,0.38,-0.39, , , 
2017-12-29 13:43:43,0.38,-0.39, , , 
2017-12-29 14:03:43,0.38,-0.43, , , 
2017-12-29 14:23:43,0.34,-0.39, , , 
2017-12-29 14:43:43,0.34,-0.39, , , 
2017-12-29 15:03:43,0.34,-0.43, , , 
2017-12-29 15:23:43,0.38,-0.43, , , 
2017-12-29 15:43:43,0.38,-0.39, , , 
2017-12-29 16:03:43,0.34,-0.39, , , 
2017-12-29 16:23:43,0.34,-0.43, , , 
2017-12-29 16:43:43,0.34,-0.39, , , 
2017-12-29 17:03:43,0.30,-0.39, , , 
2017-12-29 17:23:43,0.30,-0.39, , , 
2017-12-29 17:43:43,0.30,-0.39, , , 
2017-12-29 18:03:43,0.38,-0.39, , , 
2017-12-29 18:23:43,0.34,-0.39, , , 
2017-12-29 18:43:43,0.30,-0.39, , , 
2017-12-29 19:03:43,0.30,-0.39, , , 
2017-12-29 19:23:43,0.34,-0.39, , , 
2017-12-29 19:43:43,0.30,-0.39, , , 
2017-12-29 20:03:43,0.30,-0.39, , , 
2017-12-29 20:23:43,0.34,-0.39, , , 
2017-12-29 20:43:43,0.30,-0.35, , , 
2017-12-29 21:03:43,0.30,-0.39, , , 
2017-12-29 21:23:43,0.34,-0.39, , , 
2017-12-29 21:43:43,0.34,-0.39, , , 
2017-12-29 22:03:43,0.30,-0.43, , , 
2017-12-29 22:23:43,0.38,-0.39, , , 
2017-12-29 22:43:43,0.34,-0.43, , , 
2017-12-29 23:03:43,0.30,-0.43, , , 
2017-12-29 23:23:43,0.30,-0.47, , , 
2017-12-29 23:43:43,0.30,-0.43, , , 
2017-12-30 00:03:43,0.30,-0.43, , , 
2017-12-30 00:23:43,0.34,-0.43, , , 
2017-12-30 00:43:43,0.30,-0.43, , , 
2017-12-30 01:03:43,0.34,-0.47, , , 
2017-12-30 01:23:43,0.34,-0.43, , , 
2017-12-30 01:43:43,0.30,-0.39, , , 
2017-12-30 02:03:43,0.25,-0.43, , , 
2017-12-30 02:23:43,0.30,-0.43, , , 
2017-12-30 02:43:43,0.30,-0.47, , , 
2017-12-30 03:03:43,0.30,-0.47, , , 
2017-12-30 03:23:43,0.30,-0.47, , , 
2017-12-30 03:43:43,0.30,-0.47, , , 
2017-12-30 04:03:43,0.30,-0.43, , , 
2017-12-30 04:23:43,0.30,-0.47, , , 
2017-12-30 04:43:43,0.30,-0.52, , , 
2017-12-30 05:03:43,0.30,-0.47, , , 
2017-12-30 05:23:43,0.30,-0.52, , , 
2017-12-30 05:43:43,0.30,-0.47, , , 
2017-12-30 06:03:43,0.21,-0.56, , , 
2017-12-30 06:23:43,0.30,-0.47, , , 
2017-12-30 06:43:43,0.25,-0.52, , , 
2017-12-30 07:03:43,0.30,-0.52, , , 
2017-12-30 07:23:43,0.30,-0.52, , , 
2017-12-30 07:43:43,0.25,-0.56, , , 
2017-12-30 08:03:43,0.34,-0.56, , , 
2017-12-30 08:23:43,0.30,-0.52, , , 
2017-12-30 08:43:43,0.30,-0.52, , , 
2017-12-30 09:03:43,0.30,-0.52, , , 
2017-12-30 09:23:43,0.30,-0.52, , , 
2017-12-30 09:43:43,0.25,-0.56, , , 
2017-12-30 10:03:43,0.25,-0.56, , , 
2017-12-30 10:23:43,0.25,-0.56, , , 
2017-12-30 10:43:43,0.25,-0.56, , , 
2017-12-30 11:03:43,0.30,-0.60, , , 
2017-12-30 11:23:43,0.30,-0.56, , , 
2017-12-30 11:43:43,0.30,-0.56, , , 
2017-12-30 12:03:43,0.25,-0.52, , , 
2017-12-30 12:23:43,0.30,-0.52, , , 
2017-12-30 12:43:43,0.21,-0.56, , , 
2017-12-30 13:03:43,0.25,-0.56, , , 
2017-12-30 13:23:43,0.25,-0.56, , , 
2017-12-30 13:43:43,0.21,-0.56, , , 
2017-12-30 14:03:43,0.25,-0.52, , , 
2017-12-30 14:23:43,0.25,-0.52, , , 
2017-12-30 14:43:43,0.21,-0.56, , , 
2017-12-30 15:03:43,0.21,-0.52, , , 
2017-12-30 15:23:43,0.25,-0.52, , , 
2017-12-30 15:43:43,0.25,-0.47, , , 
2017-12-30 16:03:43,0.21,-0.52, , , 
2017-12-30 16:23:43,0.21,-0.56, , , 
2017-12-30 16:43:43,0.21,-0.52, , , 
2017-12-30 17:03:43,0.25,-0.56, , , 
2017-12-30 17:23:43,0.25,-0.56, , , 
2017-12-30 17:43:43,0.21,-0.52, , , 
2017-12-30 18:03:43,0.25,-0.56, , , 
2017-12-30 18:23:43,0.25,-0.52, , , 
2017-12-30 18:43:43,0.21,-0.56, , , 
2017-12-30 19:03:43,0.25,-0.52, , , 
2017-12-30 19:23:43,0.21,-0.56, , , 
2017-12-30 19:43:43,0.21,-0.56, , , 
2017-12-30 20:03:43,0.21,-0.52, , , 
2017-12-30 20:23:43,0.21,-0.56, , , 
2017-12-30 20:43:43,0.25,-0.52, , , 
2017-12-30 21:03:43,0.21,-0.52, , , 
2017-12-30 21:23:43,0.21,-0.56, , , 
2017-12-30 21:43:43,0.21,-0.56, , , 
2017-12-30 22:03:43,0.17,-0.56, , , 
2017-12-30 22:23:43,0.21,-0.56, , , 
2017-12-30 22:43:43,0.21,-0.56, , , 
2017-12-30 23:03:43,0.21,-0.60, , , 
2017-12-30 23:23:43,0.25,-0.56, , , 
2017-12-30 23:43:43,0.25,-0.56, , , 
2017-12-31 00:03:43,0.21,-0.56, , , 
2017-12-31 00:23:43,0.21,-0.52, , , 
2017-12-31 00:43:43,0.21,-0.60, , , 
2017-12-31 01:03:43,0.21,-0.60, , , 
2017-12-31 01:23:43,0.21,-0.60, , , 
2017-12-31 01:43:43,0.21,-0.56, , , 
2017-12-31 02:03:43,0.21,-0.60, , , 
2017-12-31 02:23:43,0.17,-0.60, , , 
2017-12-31 02:43:43,0.21,-0.60, , , 
2017-12-31 03:03:43,0.13,-0.65, , , 
2017-12-31 03:23:43,0.17,-0.60, , , 
2017-12-31 03:43:43,0.21,-0.65, , , 
2017-12-31 04:03:43,0.17,-0.65, , , 
2017-12-31 04:23:43,0.17,-0.65, , , 
2017-12-31 04:43:43,0.21,-0.65, , , 
2017-12-31 05:03:43,0.17,-0.65, , , 
2017-12-31 05:23:43,0.21,-0.65, , , 
2017-12-31 05:43:43,0.21,-0.69, , , 
2017-12-31 06:03:43,0.17,-0.69, , , 
2017-12-31 06:23:43,0.21,-0.60, , , 
2017-12-31 06:43:43,0.17,-0.65, , , 
2017-12-31 07:03:43,0.21,-0.65, , , 
2017-12-31 07:23:43,0.17,-0.69, , , 
2017-12-31 07:43:43,0.17,-0.69, , , 
2017-12-31 08:03:43,0.21,-0.69, , , 
2017-12-31 08:23:43,0.21,-0.73, , , 
2017-12-31 08:43:43,0.13,-0.69, , , 
2017-12-31 09:03:43,0.21,-0.69, , , 
2017-12-31 09:23:43,0.13,-0.73, , , 
2017-12-31 09:43:43,0.21,-0.73, , , 
2017-12-31 10:03:43,0.17,-0.73, , , 
2017-12-31 10:23:43,0.17,-0.73, , , 
2017-12-31 10:43:43,0.17,-0.69, , , 
2017-12-31 11:03:43,0.17,-0.69, , , 
2017-12-31 11:23:43,0.17,-0.73, , , 
2017-12-31 11:43:43,0.17,-0.73, , , 
2017-12-31 12:03:43,0.13,-0.73, , , 
2017-12-31 12:23:43,0.17,-0.73, , , 
2017-12-31 12:43:43,0.17,-0.69, , , 
2017-12-31 13:03:43,0.17,-0.69, , , 
2017-12-31 13:23:43,0.17,-0.69, , , 
2017-12-31 13:43:43,0.17,-0.69, , , 
2017-12-31 14:03:43,0.21,-0.73, , , 
2017-12-31 14:23:43,0.17,-0.69, , , 
2017-12-31 14:43:43,0.17,-0.69, , , 
2017-12-31 15:03:43,0.17,-0.69, , , 
2017-12-31 15:23:43,0.17,-0.65, , , 
2017-12-31 15:43:43,0.13,-0.69, , , 
2017-12-31 16:03:43,0.13,-0.69, , , 
2017-12-31 16:23:43,0.13,-0.69, , , 
2017-12-31 16:43:43,0.21,-0.73, , , 
2017-12-31 17:03:43,0.13,-0.69, , , 
2017-12-31 17:23:43,0.17,-0.69, , , 
2017-12-31 17:43:43,0.13,-0.69, , , 
2017-12-31 18:03:43,0.13,-0.73, , , 
2017-12-31 18:23:43,0.17,-0.69, , , 
2017-12-31 18:43:43,0.17,-0.73, , , 
2017-12-31 19:03:43,0.13,-0.73, , , 
2017-12-31 19:23:43,0.17,-0.73, , , 
2017-12-31 19:43:43,0.17,-0.77, , , 
2017-12-31 20:03:43,0.13,-0.73, , , 
2017-12-31 20:23:43,0.08,-0.73, , , 
2017-12-31 20:43:43,0.13,-0.73, , , 
2017-12-31 21:03:43,0.08,-0.73, , , 
2017-12-31 21:23:43,0.13,-0.77, , , 
2017-12-31 21:43:43,0.13,-0.73, , , 
2017-12-31 22:03:43,0.13,-0.77, , , 
2017-12-31 22:23:43,0.08,-0.77, , , 
2017-12-31 22:43:43,0.17,-0.77, , , 
2017-12-31 23:03:43,0.13,-0.82, , , 
2017-12-31 23:23:43,0.13,-0.82, , , 
2017-12-31 23:43:43,0.13,-0.77, , , 
2018-01-01 00:03:43,0.13,-0.77, , , 
2018-01-01 00:23:43,0.13,-0.77, , , 
2018-01-01 00:43:43,0.13,-0.82, , , 
2018-01-01 01:03:43,0.08,-0.77, , , 
2018-01-01 01:23:43,0.08,-0.82, , , 
2018-01-01 01:43:43,0.08,-0.82, , , 
2018-01-01 02:03:43,0.13,-0.82, , , 
2018-01-01 02:23:43,0.08,-0.86, , , 
2018-01-01 02:43:43,0.13,-0.82, , , 
2018-01-01 03:03:43,0.08,-0.82, , , 
2018-01-01 03:23:43,0.13,-0.86, , , 
2018-01-01 03:43:43,0.13,-0.90, , , 
2018-01-01 04:03:43,0.13,-0.90, , , 
2018-01-01 04:23:43,0.08,-0.86, , , 
2018-01-01 04:43:43,0.13,-0.86, , , 
2018-01-01 05:03:43,0.13,-0.86, , , 
2018-01-01 05:23:43,0.08,-0.86, , , 
2018-01-01 05:43:43,0.13,-0.90, , , 
2018-01-01 06:03:43,0.08,-0.86, , , 
2018-01-01 06:23:43,0.13,-0.86, , , 
2018-01-01 06:43:43,0.08,-0.90, , , 
2018-01-01 07:03:43,0.08,-0.95, , , 
2018-01-01 07:23:43,0.08,-0.95, , , 
2018-01-01 07:43:43,0.13,-0.90, , , 
2018-01-01 08:03:43,0.08,-0.95, , , 
2018-01-01 08:23:43,0.08,-0.95, , , 
2018-01-01 08:43:43,0.08,-0.95, , , 
2018-01-01 09:03:43,0.08,-0.95, , , 
2018-01-01 09:23:43,0.13,-0.95, , , 
2018-01-01 09:43:43,0.08,-0.90, , , 
2018-01-01 10:03:43,0.08,-0.95, , , 
2018-01-01 10:23:43,0.08,-0.95, , , 
2018-01-01 10:43:43,0.08,-0.95, , , 
2018-01-01 11:03:43,0.08,-0.95, , , 
2018-01-01 11:23:43,0.08,-0.95, , , 
2018-01-01 11:43:43,0.08,-0.95, , , 
2018-01-01 12:03:43,0.08,-0.95, , , 
2018-01-01 12:23:43,0.08,-1.03, , , 
2018-01-01 12:43:43,0.13,-0.95, , , 
2018-01-01 13:03:43,0.04,-0.95, , , 
2018-01-01 13:23:43,0.08,-0.95, , , 
2018-01-01 13:43:43,0.08,-0.95, , , 
2018-01-01 14:03:43,0.04,-0.95, , , 
2018-01-01 14:23:43,0.08,-0.95, , , 
2018-01-01 14:43:43,0.08,-0.95, , , 
2018-01-01 15:03:43,0.08,-0.95, , , 
2018-01-01 15:23:43,0.04,-0.95, , , 
2018-01-01 15:43:43,0.08,-0.95, , , 
2018-01-01 16:03:43,0.04,-0.95, , , 
2018-01-01 16:23:43,0.04,-0.95, , , 
2018-01-01 16:43:43,0.04,-0.95, , , 
2018-01-01 17:03:43,0.08,-0.95, , , 
2018-01-01 17:23:43,0.04,-0.95, , , 
2018-01-01 17:43:43,0.04,-0.99, , , 
2018-01-01 18:03:43,0.04,-0.95, , , 
2018-01-01 18:23:43,0.04,-0.99, , , 
2018-01-01 18:43:43,0.04,-0.99, , , 
2018-01-01 19:03:43,0.04,-0.95, , , 
2018-01-01 19:23:43,0.08,-1.03, , , 
2018-01-01 19:43:43,0.04,-1.03, , , 
2018-01-01 20:03:43,0.04,-1.03, , , 
2018-01-01 20:23:43,0.04,-1.03, , , 
2018-01-01 20:43:43,0.04,-1.03, , , 
2018-01-01 21:03:43,0.04,-1.03, , , 
2018-01-01 21:23:43,0.04,-1.03, , , 
2018-01-01 21:43:43,0.04,-1.12, , , 
2018-01-01 22:03:43,0.04,-1.08, , , 
2018-01-01 22:23:43,0.04,-1.12, , , 
2018-01-01 22:43:43,0.08,-1.08, , , 
2018-01-01 23:03:43,0.04,-1.08, , , 
2018-01-01 23:23:43,0.04,-1.12, , , 
2018-01-01 23:43:43,-0.00,-1.12, , , 
2018-01-02 00:03:43,0.04,-1.12, , , 
2018-01-02 00:23:43,-0.00,-1.16, , , 
2018-01-02 00:43:43,-0.00,-1.12, , , 
2018-01-02 01:03:43,0.04,-1.16, , , 
2018-01-02 01:23:43,-0.00,-1.16, , , 
2018-01-02 01:43:43,0.04,-1.20, , , 
2018-01-02 02:03:43,-0.00,-1.12, , , 
2018-01-02 02:23:43,-0.00,-1.20, , , 
2018-01-02 02:43:43,-0.00,-1.25, , , 
2018-01-02 03:03:43,-0.00,-1.25, , , 
2018-01-02 03:23:43,0.04,-1.20, , , 
2018-01-02 03:43:43,-0.00,-1.20, , , 
2018-01-02 04:03:43,-0.00,-1.20, , , 
2018-01-02 04:23:43,-0.00,-1.20, , , 
2018-01-02 04:43:43,-0.00,-1.25, , , 
2018-01-02 05:03:43,0.04,-1.25, , , 
2018-01-02 05:23:43,-0.00,-1.25, , , 
2018-01-02 05:43:43,-0.00,-1.29, , , 
2018-01-02 06:03:43,-0.00,-1.29, , , 
2018-01-02 06:23:43,-0.00,-1.33, , , 
2018-01-02 06:43:43,-0.05,-1.29, , , 
2018-01-02 07:03:43,0.04,-1.33, , , 
2018-01-02 07:23:43,-0.00,-1.33, , , 
2018-01-02 07:43:43,-0.00,-1.33, , , 
2018-01-02 08:03:43,-0.00,-1.33, , , 
2018-01-02 08:23:43,-0.00,-1.38, , , 
2018-01-02 08:43:43,-0.00,-1.38, , , 
2018-01-02 09:03:43,0.04,-1.38, , , 
2018-01-02 09:23:43,-0.05,-1.33, , , 
2018-01-02 09:43:43,-0.05,-1.33, , , 
2018-01-02 10:03:43,-0.05,-1.42, , , 
2018-01-02 10:23:43,-0.09,-1.38, , , 
2018-01-02 10:43:43,-0.00,-1.38, , , 
2018-01-02 11:03:43,-0.00,-1.42, , , 
2018-01-02 11:23:43,-0.05,-1.42, , , 
2018-01-02 11:43:43,-0.09,-1.42, , , 
2018-01-02 12:03:43,-0.09,-1.42, , , 
2018-01-02 12:23:43,-0.05,-1.42, , , 
2018-01-02 12:43:43,-0.05,-1.42, , , 
2018-01-02 13:03:43,-0.05,-1.42, , , 
2018-01-02 13:23:43,-0.00,-1.38, , , 
2018-01-02 13:43:43,-0.05,-1.38, , , 
2018-01-02 14:03:43,-0.05,-1.38, , , 
2018-01-02 14:23:43,-0.05,-1.38, , , 
2018-01-02 14:43:43,-0.05,-1.33, , , 
2018-01-02 15:03:43,-0.09,-1.33, , , 
2018-01-02 15:23:43,-0.09,-1.33, , , 
2018-01-02 15:43:43,-0.05,-1.33, , , 
2018-01-02 16:03:43,-0.09,-1.33, , , 
2018-01-02 16:23:43,-0.05,-1.38, , , 
2018-01-02 16:43:43,-0.09,-1.33, , , 
2018-01-02 17:03:43,-0.09,-1.29, , , 
2018-01-02 17:23:43,-0.05,-1.25, , , 
2018-01-02 17:43:43,-0.09,-1.29, , , 
2018-01-02 18:03:43,-0.05,-1.25, , , 
2018-01-02 18:23:43,-0.05,-1.25, , , 
2018-01-02 18:43:43,-0.05,-1.25, , , 
2018-01-02 19:03:43,-0.09,-1.25, , , 
2018-01-02 19:23:43,-0.09,-1.25, , , 
2018-01-02 19:43:43,-0.05,-1.20, , , 
2018-01-02 20:03:43,-0.05,-1.25, , , 
2018-01-02 20:23:43,-0.05,-1.25, , , 
2018-01-02 20:43:43,-0.09,-1.16, , , 
2018-01-02 21:03:43,-0.09,-1.16, , , 
2018-01-02 21:23:43,-0.09,-1.20, , , 
2018-01-02 21:43:43,-0.09,-1.16, , , 
2018-01-02 22:03:43,-0.09,-1.16, , , 
2018-01-02 22:23:43,-0.09,-1.16, , , 
2018-01-02 22:43:43,-0.09,-1.16, , , 
2018-01-02 23:03:43,-0.09,-1.20, , , 
2018-01-02 23:23:43,-0.09,-1.12, , , 
2018-01-02 23:43:43,-0.09,-1.12, , , 
2018-01-03 00:03:43,-0.05,-1.12, , , 
2018-01-03 00:23:43,-0.13,-1.08, , , 
2018-01-03 00:43:43,-0.09,-1.12, , , 
2018-01-03 01:03:43,-0.09,-1.08, , , 
2018-01-03 01:23:43,-0.13,-1.08, , , 
2018-01-03 01:43:43,-0.09,-1.08, , , 
2018-01-03 02:03:43,-0.09,-1.03, , , 
2018-01-03 02:23:43,-0.09,-1.03, , , 
2018-01-03 02:43:43,-0.13,-1.08, , , 
2018-01-03 03:03:43,-0.09,-1.03, , , 
2018-01-03 03:23:43,-0.09,-1.03, , , 
2018-01-03 03:43:43,-0.09,-1.03, , , 
2018-01-03 04:03:43,-0.09,-0.99, , , 
2018-01-03 04:23:43,-0.09,-0.99, , , 
2018-01-03 04:43:43,-0.09,-0.95, , , 
2018-01-03 05:03:43,-0.09,-0.95, , , 
2018-01-03 05:23:43,-0.13,-0.99, , , 
2018-01-03 05:43:43,-0.09,-0.95, , , 
2018-01-03 06:03:43,-0.09,-0.99, , , 
2018-01-03 06:23:43,-0.05,-0.90, , , 
2018-01-03 06:43:43,-0.13,-0.90, , , 
2018-01-03 07:03:43,-0.13,-0.90, , , 
2018-01-03 07:23:43,-0.13,-0.90, , , 
