Plot Title: 20366935,,between foam mylar,foam mylar air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
1317,2018-06-11 13:50:07,22.05,32.09
1318,2018-06-11 13:51:07,22.09,31.83
1319,2018-06-11 13:52:07,22.05,31.19
1320,2018-06-11 13:53:07,22.05,31.92
1321,2018-06-11 13:54:07,22.05,32.30
1322,2018-06-11 13:55:07,21.96,34.15
1323,2018-06-11 13:56:07,22.01,34.92
1324,2018-06-11 13:57:07,22.01,35.86
1325,2018-06-11 13:58:07,22.01,36.76
1326,2018-06-11 13:59:07,22.05,36.59
1327,2018-06-11 14:00:07,22.05,36.42
1328,2018-06-11 14:01:07,22.05,34.83
1329,2018-06-11 14:02:07,22.05,35.99
1330,2018-06-11 14:03:07,22.05,36.59
1331,2018-06-11 14:04:07,22.09,37.23
1332,2018-06-11 14:05:07,22.09,36.33
1333,2018-06-11 14:06:07,22.09,35.22
1334,2018-06-11 14:07:07,22.13,34.23
1335,2018-06-11 14:08:07,22.13,33.16
1336,2018-06-11 14:09:07,22.13,34.06
1337,2018-06-11 14:10:07,22.09,35.35
1338,2018-06-11 14:11:07,22.13,34.70
1339,2018-06-11 14:12:07,22.09,35.60
1340,2018-06-11 14:13:07,22.09,34.27
1341,2018-06-11 14:14:07,22.13,35.18
1342,2018-06-11 14:15:07,22.13,36.25
1343,2018-06-11 14:16:07,22.13,34.88
1344,2018-06-11 14:17:07,22.13,34.27
1345,2018-06-11 14:18:07,22.13,34.06
1346,2018-06-11 14:19:07,22.18,35.05
1347,2018-06-11 14:20:07,22.18,35.69
1348,2018-06-11 14:21:07,22.18,35.13
1349,2018-06-11 14:22:07,22.18,34.45
1350,2018-06-11 14:23:07,22.22,34.70
1351,2018-06-11 14:24:07,22.22,35.48
1352,2018-06-11 14:25:07,22.31,34.36
1353,2018-06-11 14:26:07,22.26,34.92
1354,2018-06-11 14:27:07,22.31,35.86
1355,2018-06-11 14:28:07,22.31,35.52
1356,2018-06-11 14:29:07,22.35,36.16
1357,2018-06-11 14:30:07,22.39,36.03
1358,2018-06-11 14:31:07,22.35,36.81
1359,2018-06-11 14:32:07,22.31,34.23
1360,2018-06-11 14:33:07,22.35,33.55
1361,2018-06-11 14:34:07,22.31,34.53
1362,2018-06-11 14:35:07,22.35,36.08
1363,2018-06-11 14:36:07,22.26,37.23
1364,2018-06-11 14:37:07,22.35,36.33
1365,2018-06-11 14:38:07,22.39,36.33
1366,2018-06-11 14:39:07,22.35,32.04
1367,2018-06-11 14:40:07,22.39,30.97
1368,2018-06-11 14:41:07,22.35,31.66
1369,2018-06-11 14:42:07,22.39,32.30
1370,2018-06-11 14:43:07,22.35,33.59
1371,2018-06-11 14:44:07,22.43,33.55
1372,2018-06-11 14:45:07,22.48,31.70
1373,2018-06-11 14:46:07,22.48,33.72
1374,2018-06-11 14:47:07,22.43,34.75
1375,2018-06-11 14:48:07,22.43,35.30
1376,2018-06-11 14:49:07,22.48,35.00
1377,2018-06-11 14:50:07,22.39,35.43
1378,2018-06-11 14:51:07,22.39,33.46
1379,2018-06-11 14:52:07,22.39,32.86
1380,2018-06-11 14:53:07,22.39,33.72
1381,2018-06-11 14:54:07,22.39,34.75
1382,2018-06-11 14:55:07,22.35,34.45
1383,2018-06-11 14:56:07,22.31,34.06
1384,2018-06-11 14:57:07,22.26,32.60
1385,2018-06-11 14:58:07,22.22,32.99
1386,2018-06-11 14:59:07,22.26,34.27
1387,2018-06-11 15:00:07,22.18,35.09
1388,2018-06-11 15:01:07,22.18,36.03
1389,2018-06-11 15:02:07,22.18,35.13
1390,2018-06-11 15:03:07,22.22,35.65
1391,2018-06-11 15:04:07,22.22,36.12
1392,2018-06-11 15:05:07,22.18,35.13
1393,2018-06-11 15:06:07,22.13,35.60
1394,2018-06-11 15:07:07,22.13,34.96
1395,2018-06-11 15:08:07,22.13,34.53
1396,2018-06-11 15:09:07,22.18,33.72
1397,2018-06-11 15:10:07,22.13,32.86
1398,2018-06-11 15:11:07,22.13,33.42
1399,2018-06-11 15:12:07,22.13,36.08
1400,2018-06-11 15:13:07,22.13,35.43
1401,2018-06-11 15:14:07,22.13,35.30
1402,2018-06-11 15:15:07,22.18,34.75
1403,2018-06-11 15:16:07,22.09,33.67
1404,2018-06-11 15:17:07,22.13,34.40
1405,2018-06-11 15:18:07,22.13,35.69
1406,2018-06-11 15:19:07,22.13,36.55
1407,2018-06-11 15:20:07,22.05,37.32
1408,2018-06-11 15:21:07,22.05,36.76
1409,2018-06-11 15:22:07,22.01,33.93
1410,2018-06-11 15:23:07,22.01,34.96
1411,2018-06-11 15:24:07,22.05,35.00
1412,2018-06-11 15:25:07,22.05,35.22
1413,2018-06-11 15:26:07,22.05,35.00
1414,2018-06-11 15:27:07,22.01,35.13
1415,2018-06-11 15:28:07,22.01,34.96
1416,2018-06-11 15:29:07,22.01,34.36
1417,2018-06-11 15:30:07,22.01,34.92
1418,2018-06-11 15:31:07,21.96,32.56
1419,2018-06-11 15:32:07,21.96,32.22
1420,2018-06-11 15:33:07,21.92,34.19
1421,2018-06-11 15:34:07,21.92,34.10
1422,2018-06-11 15:35:07,21.92,33.42
1423,2018-06-11 15:36:07,21.88,33.72
1424,2018-06-11 15:37:07,21.92,35.43
1425,2018-06-11 15:38:07,21.88,36.21
1426,2018-06-11 15:39:07,21.92,34.92
1427,2018-06-11 15:40:07,21.88,35.26
1428,2018-06-11 15:41:07,21.88,36.03
1429,2018-06-11 15:42:07,21.79,35.99
1430,2018-06-11 15:43:07,21.79,36.68
1431,2018-06-11 15:44:07,21.75,37.84
1432,2018-06-11 15:45:07,21.75,35.69
1433,2018-06-11 15:46:07,21.75,35.48
1434,2018-06-11 15:47:07,21.70,34.79
1435,2018-06-11 15:48:07,21.75,35.39
1436,2018-06-11 15:49:07,21.75,34.88
1437,2018-06-11 15:50:07,21.70,35.00
1438,2018-06-11 15:51:07,21.75,34.36
1439,2018-06-11 15:52:07,21.79,33.85
1440,2018-06-11 15:53:07,21.75,33.42
1441,2018-06-11 15:54:07,21.79,33.46
1442,2018-06-11 15:55:07,21.75,32.77
1443,2018-06-11 15:56:07,21.75,32.86
1444,2018-06-11 15:57:07,21.70,33.16
1445,2018-06-11 15:58:07,21.75,36.03
1446,2018-06-11 15:59:07,21.66,34.79
1447,2018-06-11 16:00:07,21.66,35.35
1448,2018-06-11 16:01:07,21.66,34.75
1449,2018-06-11 16:02:07,21.62,34.10
1450,2018-06-11 16:03:07,21.58,34.53
1451,2018-06-11 16:04:07,21.58,36.42
1452,2018-06-11 16:05:07,21.53,35.86
1453,2018-06-11 16:06:07,21.45,34.49
1454,2018-06-11 16:07:07,21.49,34.62
1455,2018-06-11 16:08:07,21.53,33.85
1456,2018-06-11 16:09:07,21.49,34.02
1457,2018-06-11 16:10:07,21.49,34.06
1458,2018-06-11 16:11:07,21.45,33.72
1459,2018-06-11 16:12:07,21.49,35.09
1460,2018-06-11 16:13:07,21.45,34.53
1461,2018-06-11 16:14:07,21.40,36.33
1462,2018-06-11 16:15:07,21.32,35.86
1463,2018-06-11 16:16:07,21.32,34.40
1464,2018-06-11 16:17:07,21.28,33.33
1465,2018-06-11 16:18:07,21.23,32.09
1466,2018-06-11 16:19:07,21.23,29.90
1467,2018-06-11 16:20:07,21.15,30.46
1468,2018-06-11 16:21:07,21.15,30.93
1469,2018-06-11 16:22:07,21.06,34.27
1470,2018-06-11 16:23:07,21.02,35.43
1471,2018-06-11 16:24:07,21.10,34.36
1472,2018-06-11 16:25:07,21.06,34.10
1473,2018-06-11 16:26:07,21.02,34.57
1474,2018-06-11 16:27:07,21.02,35.09
1475,2018-06-11 16:28:07,20.98,34.23
1476,2018-06-11 16:29:07,20.93,34.45
1477,2018-06-11 16:30:07,20.93,34.32
1478,2018-06-11 16:31:07,20.93,34.45
1479,2018-06-11 16:32:07,20.93,33.46
1480,2018-06-11 16:33:07,20.89,34.62
1481,2018-06-11 16:34:07,20.85,35.39
1482,2018-06-11 16:35:07,20.85,34.23
1483,2018-06-11 16:36:07,20.80,33.80
1484,2018-06-11 16:37:07,20.80,34.06
1485,2018-06-11 16:38:07,20.76,33.72
1486,2018-06-11 16:39:07,20.72,32.00
1487,2018-06-11 16:40:07,20.72,31.57
1488,2018-06-11 16:41:07,20.68,33.25
1489,2018-06-11 16:42:07,20.68,34.40
1490,2018-06-11 16:43:07,20.59,34.57
1491,2018-06-11 16:44:07,20.59,34.92
1492,2018-06-11 16:45:07,20.55,33.89
1493,2018-06-11 16:46:07,20.50,33.89
1494,2018-06-11 16:47:07,20.46,34.75
1495,2018-06-11 16:48:07,20.46,34.06
1496,2018-06-11 16:49:07,20.37,33.63
1497,2018-06-11 16:50:07,20.46,33.72
1498,2018-06-11 16:51:07,20.37,30.80
1499,2018-06-11 16:52:07,20.33,32.64
1500,2018-06-11 16:53:07,20.33,33.29
1501,2018-06-11 16:54:07,20.33,33.85
1502,2018-06-11 16:55:07,20.33,34.53
1503,2018-06-11 16:56:07,20.25,33.25
1504,2018-06-11 16:57:07,20.25,32.77
1505,2018-06-11 16:58:07,20.20,33.20
1506,2018-06-11 16:59:07,20.20,34.06
1507,2018-06-11 17:00:07,20.20,33.37
1508,2018-06-11 17:01:07,20.16,34.19
1509,2018-06-11 17:02:07,20.12,33.85
1510,2018-06-11 17:03:07,20.12,33.20
1511,2018-06-11 17:04:07,20.12,32.56
1512,2018-06-11 17:05:07,20.07,32.82
1513,2018-06-11 17:06:07,20.03,32.73
1514,2018-06-11 17:07:07,20.03,33.25
1515,2018-06-11 17:08:07,19.99,32.09
1516,2018-06-11 17:09:07,19.95,33.07
1517,2018-06-11 17:10:07,19.95,33.37
1518,2018-06-11 17:11:07,19.90,33.29
1519,2018-06-11 17:12:07,19.86,32.77
1520,2018-06-11 17:13:07,19.86,31.57
1521,2018-06-11 17:14:07,19.82,30.97
1522,2018-06-11 17:15:07,19.82,31.83
1523,2018-06-11 17:16:07,19.73,32.56
1524,2018-06-11 17:17:07,19.73,33.42
1525,2018-06-11 17:18:07,19.69,34.19
1526,2018-06-11 17:19:07,19.65,33.67
1527,2018-06-11 17:20:07,19.65,34.19
1528,2018-06-11 17:21:07,19.60,34.92
1529,2018-06-11 17:22:07,19.56,35.05
1530,2018-06-11 17:23:07,19.52,34.83
1531,2018-06-11 17:24:07,19.52,33.12
1532,2018-06-11 17:25:07,19.47,33.59
1533,2018-06-11 17:26:07,19.47,33.93
1534,2018-06-11 17:27:07,19.43,33.33
1535,2018-06-11 17:28:07,19.39,33.25
1536,2018-06-11 17:29:07,19.39,33.85
1537,2018-06-11 17:30:07,19.39,33.80
1538,2018-06-11 17:31:07,19.39,33.50
1539,2018-06-11 17:32:07,19.35,33.16
1540,2018-06-11 17:33:07,19.30,32.34
1541,2018-06-11 17:34:07,19.35,32.52
1542,2018-06-11 17:35:07,19.30,31.96
1543,2018-06-11 17:36:07,19.30,31.92
1544,2018-06-11 17:37:07,19.30,30.71
1545,2018-06-11 17:38:07,19.30,31.06
1546,2018-06-11 17:39:07,19.26,31.23
1547,2018-06-11 17:40:07,19.26,31.61
1548,2018-06-11 17:41:07,19.17,32.69
1549,2018-06-11 17:42:07,19.22,32.94
1550,2018-06-11 17:43:07,19.09,33.59
1551,2018-06-11 17:44:07,19.09,33.33
1552,2018-06-11 17:45:07,19.05,32.90
1553,2018-06-11 17:46:07,19.00,33.67
1554,2018-06-11 17:47:07,18.96,32.77
1555,2018-06-11 17:48:07,18.92,32.09
1556,2018-06-11 17:49:07,18.92,33.16
1557,2018-06-11 17:50:07,18.83,33.33
1558,2018-06-11 17:51:07,18.83,33.25
1559,2018-06-11 17:52:07,18.83,32.64
1560,2018-06-11 17:53:07,18.74,31.96
1561,2018-06-11 17:54:07,18.74,30.28
1562,2018-06-11 17:55:07,18.74,29.60
1563,2018-06-11 17:56:07,18.70,30.50
1564,2018-06-11 17:57:07,18.70,30.11
1565,2018-06-11 17:58:07,18.66,30.37
1566,2018-06-11 17:59:07,18.57,31.92
1567,2018-06-11 18:00:07,18.53,31.57
1568,2018-06-11 18:01:07,18.49,31.06
1569,2018-06-11 18:02:07,18.49,30.63
1570,2018-06-11 18:03:07,18.44,30.54
1571,2018-06-11 18:04:07,18.40,30.93
1572,2018-06-11 18:05:07,18.36,31.49
1573,2018-06-11 18:06:07,18.36,32.22
1574,2018-06-11 18:07:07,18.23,31.40
1575,2018-06-11 18:08:07,18.23,30.63
1576,2018-06-11 18:09:07,18.14,30.59
1577,2018-06-11 18:10:07,18.14,30.03
1578,2018-06-11 18:11:07,18.06,29.98
1579,2018-06-11 18:12:07,18.02,30.76
1580,2018-06-11 18:13:07,17.97,30.93
1581,2018-06-11 18:14:07,18.02,29.90
1582,2018-06-11 18:15:07,17.93,28.44
1583,2018-06-11 18:16:07,17.89,28.57
1584,2018-06-11 18:17:07,17.84,29.34
1585,2018-06-11 18:18:07,17.80,29.81
1586,2018-06-11 18:19:07,17.72,30.59
1587,2018-06-11 18:20:07,17.67,30.76
1588,2018-06-11 18:21:07,17.67,30.28
1589,2018-06-11 18:22:07,17.63,29.81
1590,2018-06-11 18:23:07,17.59,29.64
1591,2018-06-11 18:24:07,17.54,29.26
1592,2018-06-11 18:25:07,17.46,28.57
1593,2018-06-11 18:26:07,17.46,29.08
1594,2018-06-11 18:27:07,17.41,29.38
1595,2018-06-11 18:28:07,17.33,29.90
1596,2018-06-11 18:29:07,17.29,30.03
1597,2018-06-11 18:30:07,17.29,29.17
1598,2018-06-11 18:31:07,17.24,29.30
1599,2018-06-11 18:32:07,17.20,29.04
1600,2018-06-11 18:33:07,17.16,28.78
1601,2018-06-11 18:34:07,17.11,28.74
1602,2018-06-11 18:35:07,17.11,28.91
1603,2018-06-11 18:36:07,17.03,28.70
1604,2018-06-11 18:37:07,16.94,28.35
1605,2018-06-11 18:38:07,16.90,28.40
1606,2018-06-11 18:39:07,16.94,28.23
1607,2018-06-11 18:40:07,16.90,27.41
1608,2018-06-11 18:41:07,16.81,27.20
1609,2018-06-11 18:42:07,16.77,27.80
1610,2018-06-11 18:43:07,16.73,26.98
1611,2018-06-11 18:44:07,16.69,26.68
1612,2018-06-11 18:45:07,16.64,27.07
1613,2018-06-11 18:46:07,16.60,27.32
1614,2018-06-11 18:47:07,16.51,27.24
1615,2018-06-11 18:48:07,16.51,27.63
1616,2018-06-11 18:49:07,16.47,27.37
1617,2018-06-11 18:50:07,16.43,27.41
1618,2018-06-11 18:51:07,16.43,26.90
1619,2018-06-11 18:52:07,16.39,26.55
1620,2018-06-11 18:53:07,16.34,26.12
1621,2018-06-11 18:54:07,16.30,25.78
1622,2018-06-11 18:55:07,16.26,25.69
1623,2018-06-11 18:56:07,16.17,26.04
1624,2018-06-11 18:57:07,16.17,26.30
1625,2018-06-11 18:58:07,16.13,26.30
1626,2018-06-11 18:59:07,16.08,25.91
1627,2018-06-11 19:00:07,16.04,25.95
1628,2018-06-11 19:01:07,16.00,25.82
1629,2018-06-11 19:02:07,15.96,25.78
1630,2018-06-11 19:03:07,15.91,25.78
1631,2018-06-11 19:04:07,15.83,25.48
1632,2018-06-11 19:05:07,15.78,25.78
1633,2018-06-11 19:06:07,15.74,25.99
1634,2018-06-11 19:07:07,15.74,25.91
1635,2018-06-11 19:08:07,15.66,25.78
1636,2018-06-11 19:09:07,15.57,25.48
1637,2018-06-11 19:10:07,15.57,25.61
1638,2018-06-11 19:11:07,15.53,24.92
1639,2018-06-11 19:12:07,15.44,24.58
1640,2018-06-11 19:13:07,15.44,24.66
1641,2018-06-11 19:14:07,15.36,24.36
1642,2018-06-11 19:15:07,15.31,24.28
1643,2018-06-11 19:16:07,15.27,23.98
1644,2018-06-11 19:17:07,15.14,23.72
1645,2018-06-11 19:18:07,15.14,23.72
1646,2018-06-11 19:19:07,15.06,23.64
1647,2018-06-11 19:20:07,15.01,23.46
1648,2018-06-11 19:21:07,15.01,23.51
1649,2018-06-11 19:22:07,14.88,23.08
1650,2018-06-11 19:23:07,14.84,22.99
1651,2018-06-11 19:24:07,14.80,23.03
1652,2018-06-11 19:25:07,14.71,22.65
1653,2018-06-11 19:26:07,14.71,22.82
1654,2018-06-11 19:27:07,14.63,22.82
1655,2018-06-11 19:28:07,14.58,22.73
1656,2018-06-11 19:29:07,14.50,22.78
1657,2018-06-11 19:30:07,14.41,22.48
1658,2018-06-11 19:31:07,14.37,21.62
1659,2018-06-11 19:32:07,14.33,20.76
1660,2018-06-11 19:33:07,14.24,19.82
1661,2018-06-11 19:34:07,14.20,19.00
1662,2018-06-11 19:35:07,14.07,18.32
1663,2018-06-11 19:36:07,14.03,17.93
1664,2018-06-11 19:37:07,13.98,17.46
1665,2018-06-11 19:38:07,13.85,17.07
1666,2018-06-11 19:39:07,13.81,17.03
1667,2018-06-11 19:40:07,13.73,16.81
1668,2018-06-11 19:41:07,13.64,16.56
1669,2018-06-11 19:42:07,13.51,16.51
1670,2018-06-11 19:43:07,13.47,16.47
1671,2018-06-11 19:44:07,13.34,16.43
1672,2018-06-11 19:45:07,13.30,16.30
1673,2018-06-11 19:46:07,13.12,16.13
1674,2018-06-11 19:47:07,13.08,16.17
1675,2018-06-11 19:48:07,12.95,15.96
1676,2018-06-11 19:49:07,12.82,15.61
1677,2018-06-11 19:50:07,12.70,15.61
1678,2018-06-11 19:51:07,12.61,15.48
1679,2018-06-11 19:52:07,12.52,15.27
1680,2018-06-11 19:53:07,12.40,15.06
1681,2018-06-11 19:54:07,12.31,14.93
1682,2018-06-11 19:55:07,12.22,14.97
1683,2018-06-11 19:56:07,12.10,14.84
1684,2018-06-11 19:57:07,12.01,14.67
1685,2018-06-11 19:58:07,11.92,14.54
1686,2018-06-11 19:59:07,11.75,14.50
1687,2018-06-11 20:00:07,11.71,14.37
1688,2018-06-11 20:01:07,11.58,14.28
1689,2018-06-11 20:02:07,11.49,14.41
1690,2018-06-11 20:03:07,11.37,14.28
1691,2018-06-11 20:04:07,11.28,14.20
1692,2018-06-11 20:05:07,11.19,14.28
1693,2018-06-11 20:06:07,11.02,13.98
1694,2018-06-11 20:07:07,10.98,13.77
1695,2018-06-11 20:08:07,10.85,13.90
1696,2018-06-11 20:09:07,10.77,13.81
1697,2018-06-11 20:10:07,10.64,13.85
1698,2018-06-11 20:11:07,10.59,13.94
1699,2018-06-11 20:12:07,10.51,13.85
1700,2018-06-11 20:13:07,10.38,13.90
1701,2018-06-11 20:14:07,10.29,13.64
1702,2018-06-11 20:15:07,10.16,13.12
1703,2018-06-11 20:16:07,10.08,12.74
1704,2018-06-11 20:17:07,9.99,12.65
1705,2018-06-11 20:18:07,9.86,12.27
1706,2018-06-11 20:19:07,9.78,12.22
1707,2018-06-11 20:20:07,9.69,12.10
1708,2018-06-11 20:21:07,9.65,12.18
1709,2018-06-11 20:22:07,9.52,12.22
1710,2018-06-11 20:23:07,9.44,12.01
1711,2018-06-11 20:24:07,9.31,11.88
1712,2018-06-11 20:25:07,9.22,12.01
1713,2018-06-11 20:26:07,9.14,12.14
1714,2018-06-11 20:27:07,9.05,12.10
1715,2018-06-11 20:28:07,8.96,12.10
1716,2018-06-11 20:29:07,8.88,12.10
1717,2018-06-11 20:30:07,8.79,12.18
1718,2018-06-11 20:31:07,8.66,11.92
1719,2018-06-11 20:32:07,8.53,11.58
1720,2018-06-11 20:33:07,8.49,11.62
1721,2018-06-11 20:34:07,8.41,11.45
1722,2018-06-11 20:35:07,8.32,11.07
1723,2018-06-11 20:36:07,8.19,10.85
1724,2018-06-11 20:37:07,8.15,10.77
1725,2018-06-11 20:38:07,8.06,10.64
1726,2018-06-11 20:39:07,8.02,10.42
1727,2018-06-11 20:40:07,7.93,10.38
1728,2018-06-11 20:41:07,7.81,10.46
1729,2018-06-11 20:42:07,7.76,10.77
1730,2018-06-11 20:43:07,7.68,11.02
1731,2018-06-11 20:44:07,7.59,11.11
1732,2018-06-11 20:45:07,7.50,11.07
1733,2018-06-11 20:46:07,7.42,11.19
1734,2018-06-11 20:47:07,7.33,11.02
1735,2018-06-11 20:48:07,7.29,11.15
1736,2018-06-11 20:49:07,7.20,11.19
1737,2018-06-11 20:50:07,7.16,11.11
1738,2018-06-11 20:51:07,7.03,11.07
1739,2018-06-11 20:52:07,7.03,11.19
1740,2018-06-11 20:53:07,6.95,11.11
1741,2018-06-11 20:54:07,6.86,11.11
1742,2018-06-11 20:55:07,6.82,11.07
1743,2018-06-11 20:56:07,6.73,10.94
1744,2018-06-11 20:57:07,6.69,10.89
1745,2018-06-11 20:58:07,6.60,10.85
1746,2018-06-11 20:59:07,6.56,10.68
1747,2018-06-11 21:00:07,6.48,10.59
1748,2018-06-11 21:01:07,6.39,10.59
1749,2018-06-11 21:02:07,6.35,10.42
1750,2018-06-11 21:03:07,6.30,10.29
1751,2018-06-11 21:04:07,6.22,10.64
1752,2018-06-11 21:05:07,6.17,11.07
1753,2018-06-11 21:06:07,6.13,11.19
1754,2018-06-11 21:07:07,6.05,11.11
1755,2018-06-11 21:08:07,6.05,10.94
1756,2018-06-11 21:09:07,5.92,10.64
1757,2018-06-11 21:10:07,5.87,10.64
1758,2018-06-11 21:11:07,5.87,10.55
1759,2018-06-11 21:12:07,5.79,10.46
1760,2018-06-11 21:13:07,5.75,10.38
1761,2018-06-11 21:14:07,5.70,10.25
1762,2018-06-11 21:15:07,5.70,10.21
1763,2018-06-11 21:16:07,5.66,9.69
1764,2018-06-11 21:17:07,5.57,9.18
1765,2018-06-11 21:18:07,5.62,9.26
1766,2018-06-11 21:19:07,5.53,9.35
1767,2018-06-11 21:20:07,5.45,9.56
1768,2018-06-11 21:21:07,5.40,9.44
1769,2018-06-11 21:22:07,5.40,9.52
1770,2018-06-11 21:23:07,5.36,9.56
1771,2018-06-11 21:24:07,5.32,9.82
1772,2018-06-11 21:25:07,5.27,9.91
1773,2018-06-11 21:26:07,5.23,9.86
1774,2018-06-11 21:27:07,5.19,9.74
1775,2018-06-11 21:28:07,5.19,9.69
1776,2018-06-11 21:29:07,5.10,9.65
1777,2018-06-11 21:30:07,5.02,9.35
1778,2018-06-11 21:31:07,5.02,9.26
1779,2018-06-11 21:32:07,4.97,9.18
1780,2018-06-11 21:33:07,4.89,9.18
1781,2018-06-11 21:34:07,4.89,9.22
1782,2018-06-11 21:35:07,4.89,9.05
1783,2018-06-11 21:36:07,4.84,8.53
1784,2018-06-11 21:37:07,4.76,8.28
1785,2018-06-11 21:38:07,4.76,8.02
1786,2018-06-11 21:39:07,4.72,8.06
1787,2018-06-11 21:40:07,4.67,8.23
1788,2018-06-11 21:41:07,4.63,8.28
1789,2018-06-11 21:42:07,4.59,8.45
1790,2018-06-11 21:43:07,4.54,8.71
1791,2018-06-11 21:44:07,4.54,8.88
1792,2018-06-11 21:45:07,4.54,8.88
1793,2018-06-11 21:46:07,4.50,8.62
1794,2018-06-11 21:47:07,4.42,8.58
1795,2018-06-11 21:48:07,4.37,8.58
1796,2018-06-11 21:49:07,4.37,8.45
1797,2018-06-11 21:50:07,4.33,8.75
1798,2018-06-11 21:51:07,4.29,8.88
1799,2018-06-11 21:52:07,4.29,9.18
1800,2018-06-11 21:53:07,4.29,9.05
1801,2018-06-11 21:54:07,4.24,9.05
1802,2018-06-11 21:55:07,4.20,9.22
1803,2018-06-11 21:56:07,4.16,9.31
1804,2018-06-11 21:57:07,4.16,9.26
1805,2018-06-11 21:58:07,4.07,9.09
1806,2018-06-11 21:59:07,4.07,8.96
1807,2018-06-11 22:00:07,4.07,8.92
1808,2018-06-11 22:01:07,4.03,8.71
1809,2018-06-11 22:02:07,4.03,8.53
1810,2018-06-11 22:03:07,3.99,8.58
1811,2018-06-11 22:04:07,3.99,8.45
1812,2018-06-11 22:05:07,3.94,8.49
1813,2018-06-11 22:06:07,3.94,8.41
1814,2018-06-11 22:07:07,3.94,8.23
1815,2018-06-11 22:08:07,3.90,8.15
1816,2018-06-11 22:09:07,3.86,8.19
1817,2018-06-11 22:10:07,3.86,7.98
1818,2018-06-11 22:11:07,3.82,7.81
1819,2018-06-11 22:12:07,3.86,7.89
1820,2018-06-11 22:13:07,3.77,7.98
1821,2018-06-11 22:14:07,3.77,7.81
1822,2018-06-11 22:15:07,3.73,7.85
1823,2018-06-11 22:16:07,3.73,8.06
1824,2018-06-11 22:17:07,3.69,8.15
1825,2018-06-11 22:18:07,3.64,8.06
1826,2018-06-11 22:19:07,3.64,7.89
1827,2018-06-11 22:20:07,3.60,7.76
1828,2018-06-11 22:21:07,3.60,7.81
1829,2018-06-11 22:22:07,3.60,7.50
1830,2018-06-11 22:23:07,3.56,7.72
1831,2018-06-11 22:24:07,3.52,7.81
1832,2018-06-11 22:25:07,3.47,7.81
1833,2018-06-11 22:26:07,3.52,7.81
1834,2018-06-11 22:27:07,3.47,7.72
1835,2018-06-11 22:28:07,3.47,7.46
1836,2018-06-11 22:29:07,3.43,7.55
1837,2018-06-11 22:30:07,3.39,7.25
1838,2018-06-11 22:31:07,3.34,7.68
1839,2018-06-11 22:32:07,3.34,7.72
1840,2018-06-11 22:33:07,3.34,7.68
1841,2018-06-11 22:34:07,3.30,7.93
1842,2018-06-11 22:35:07,3.26,7.72
1843,2018-06-11 22:36:07,3.26,7.68
1844,2018-06-11 22:37:07,3.21,7.81
1845,2018-06-11 22:38:07,3.21,7.55
1846,2018-06-11 22:39:07,3.17,7.42
1847,2018-06-11 22:40:07,3.17,7.33
1848,2018-06-11 22:41:07,3.21,7.33
1849,2018-06-11 22:42:07,3.13,7.42
1850,2018-06-11 22:43:07,3.17,7.25
1851,2018-06-11 22:44:07,3.13,7.12
1852,2018-06-11 22:45:07,3.13,6.95
1853,2018-06-11 22:46:07,3.09,6.73
1854,2018-06-11 22:47:07,3.13,6.69
1855,2018-06-11 22:48:07,3.09,6.82
1856,2018-06-11 22:49:07,3.04,6.82
1857,2018-06-11 22:50:07,3.04,6.82
1858,2018-06-11 22:51:07,3.04,6.90
1859,2018-06-11 22:52:07,3.04,6.90
1860,2018-06-11 22:53:07,3.04,6.99
1861,2018-06-11 22:54:07,3.00,7.33
1862,2018-06-11 22:55:07,3.00,7.25
1863,2018-06-11 22:56:07,2.96,7.20
1864,2018-06-11 22:57:07,3.00,7.08
1865,2018-06-11 22:58:07,2.96,6.82
1866,2018-06-11 22:59:07,2.91,6.65
1867,2018-06-11 23:00:07,2.96,6.69
1868,2018-06-11 23:01:07,2.87,6.48
1869,2018-06-11 23:02:07,2.91,6.39
1870,2018-06-11 23:03:07,2.87,6.39
1871,2018-06-11 23:04:07,2.87,6.60
1872,2018-06-11 23:05:07,2.87,6.73
1873,2018-06-11 23:06:07,2.83,6.90
1874,2018-06-11 23:07:07,2.83,6.95
1875,2018-06-11 23:08:07,2.79,6.65
1876,2018-06-11 23:09:07,2.83,6.26
1877,2018-06-11 23:10:07,2.79,6.17
1878,2018-06-11 23:11:07,2.83,6.17
1879,2018-06-11 23:12:07,2.74,6.43
1880,2018-06-11 23:13:07,2.70,6.65
1881,2018-06-11 23:14:07,2.74,6.78
1882,2018-06-11 23:15:07,2.70,6.78
1883,2018-06-11 23:16:07,2.74,6.82
1884,2018-06-11 23:17:07,2.66,6.69
1885,2018-06-11 23:18:07,2.66,6.78
1886,2018-06-11 23:19:07,2.66,6.73
1887,2018-06-11 23:20:07,2.66,6.56
1888,2018-06-11 23:21:07,2.70,6.39
1889,2018-06-11 23:22:07,2.66,6.26
1890,2018-06-11 23:23:07,2.57,6.39
1891,2018-06-11 23:24:07,2.57,6.52
1892,2018-06-11 23:25:07,2.57,6.22
1893,2018-06-11 23:26:07,2.57,5.79
1894,2018-06-11 23:27:07,2.57,6.09
1895,2018-06-11 23:28:07,2.53,6.26
1896,2018-06-11 23:29:07,2.57,6.09
