Plot Title: 20366930,,chips air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
7490,2018-06-15 20:41:46,14.28,2.57
7491,2018-06-15 20:42:46,14.28,2.53
7492,2018-06-15 20:43:46,14.28,2.53
7493,2018-06-15 20:44:46,14.41,2.53
7494,2018-06-15 20:45:46,14.11,2.53
7495,2018-06-15 20:46:46,14.28,2.49
7496,2018-06-15 20:47:46,14.24,2.49
7497,2018-06-15 20:48:46,14.20,2.53
7498,2018-06-15 20:49:46,14.15,2.49
7499,2018-06-15 20:50:46,14.07,2.44
7500,2018-06-15 20:51:46,13.90,2.40
7501,2018-06-15 20:52:46,13.90,2.49
7502,2018-06-15 20:53:46,13.94,2.44
7503,2018-06-15 20:54:46,13.85,2.49
7504,2018-06-15 20:55:46,13.94,2.49
7505,2018-06-15 20:56:46,14.03,2.49
7506,2018-06-15 20:57:46,14.20,2.49
7507,2018-06-15 20:58:46,13.81,2.44
7508,2018-06-15 20:59:46,13.68,2.49
7509,2018-06-15 21:00:46,13.64,2.49
7510,2018-06-15 21:01:46,13.77,2.44
7511,2018-06-15 21:02:46,13.73,2.49
7512,2018-06-15 21:03:46,13.51,2.49
7513,2018-06-15 21:04:46,13.34,2.49
7514,2018-06-15 21:05:46,13.43,2.49
7515,2018-06-15 21:06:46,13.55,2.49
7516,2018-06-15 21:07:46,13.55,2.44
7517,2018-06-15 21:08:46,13.51,2.40
7518,2018-06-15 21:09:46,13.51,2.44
7519,2018-06-15 21:10:46,13.51,2.44
7520,2018-06-15 21:11:46,13.51,2.44
7521,2018-06-15 21:12:46,13.21,2.44
7522,2018-06-15 21:13:46,13.30,2.44
7523,2018-06-15 21:14:46,13.21,2.40
7524,2018-06-15 21:15:46,13.34,2.40
7525,2018-06-15 21:16:46,13.43,2.40
7526,2018-06-15 21:17:46,13.12,2.40
7527,2018-06-15 21:18:46,13.00,2.36
7528,2018-06-15 21:19:46,13.30,2.31
7529,2018-06-15 21:20:46,13.47,2.36
7530,2018-06-15 21:21:46,13.12,2.36
7531,2018-06-15 21:22:46,13.00,2.36
7532,2018-06-15 21:23:46,12.78,2.36
7533,2018-06-15 21:24:46,12.82,2.31
7534,2018-06-15 21:25:46,12.95,2.27
7535,2018-06-15 21:26:46,13.00,2.27
7536,2018-06-15 21:27:46,13.04,2.23
7537,2018-06-15 21:28:46,12.82,2.23
7538,2018-06-15 21:29:46,12.65,2.27
7539,2018-06-15 21:30:46,12.52,2.27
7540,2018-06-15 21:31:46,12.65,2.23
7541,2018-06-15 21:32:46,12.61,2.27
7542,2018-06-15 21:33:46,12.44,2.27
7543,2018-06-15 21:34:46,12.61,2.23
7544,2018-06-15 21:35:46,12.87,2.27
7545,2018-06-15 21:36:46,12.87,2.31
7546,2018-06-15 21:37:46,12.82,2.27
7547,2018-06-15 21:38:46,12.82,2.27
7548,2018-06-15 21:39:46,12.82,2.23
7549,2018-06-15 21:40:46,12.87,2.27
7550,2018-06-15 21:41:46,12.87,2.27
7551,2018-06-15 21:42:46,12.65,2.23
7552,2018-06-15 21:43:46,12.57,2.27
7553,2018-06-15 21:44:46,12.48,2.27
7554,2018-06-15 21:45:46,12.31,2.27
7555,2018-06-15 21:46:46,12.18,2.23
7556,2018-06-15 21:47:46,12.18,2.23
7557,2018-06-15 21:48:46,12.14,2.27
7558,2018-06-15 21:49:46,12.22,2.27
7559,2018-06-15 21:50:46,12.05,2.27
7560,2018-06-15 21:51:46,12.18,2.23
7561,2018-06-15 21:52:46,12.44,2.19
7562,2018-06-15 21:53:46,12.44,2.23
7563,2018-06-15 21:54:46,12.44,2.19
7564,2018-06-15 21:55:46,12.48,2.23
7565,2018-06-15 21:56:46,12.48,2.23
7566,2018-06-15 21:57:46,12.48,2.19
7567,2018-06-15 21:58:46,12.61,2.14
7568,2018-06-15 21:59:46,12.70,2.19
7569,2018-06-15 22:00:46,12.57,2.19
7570,2018-06-15 22:01:46,12.40,2.19
7571,2018-06-15 22:02:46,12.27,2.19
7572,2018-06-15 22:03:46,12.14,2.19
7573,2018-06-15 22:04:46,12.05,2.23
7574,2018-06-15 22:05:46,12.10,2.23
7575,2018-06-15 22:06:46,12.10,2.31
7576,2018-06-15 22:07:46,12.14,2.27
7577,2018-06-15 22:08:46,12.10,2.27
7578,2018-06-15 22:09:46,12.01,2.27
7579,2018-06-15 22:10:46,11.79,2.27
7580,2018-06-15 22:11:46,11.84,2.27
7581,2018-06-15 22:12:46,11.88,2.27
7582,2018-06-15 22:13:46,11.97,2.23
7583,2018-06-15 22:14:46,12.05,2.23
7584,2018-06-15 22:15:46,12.05,2.19
7585,2018-06-15 22:16:46,12.05,2.23
7586,2018-06-15 22:17:46,12.01,2.23
7587,2018-06-15 22:18:46,11.79,2.19
7588,2018-06-15 22:19:46,11.75,2.14
7589,2018-06-15 22:20:46,11.45,2.14
7590,2018-06-15 22:21:46,11.54,2.19
7591,2018-06-15 22:22:46,11.67,2.19
7592,2018-06-15 22:23:46,11.71,2.19
7593,2018-06-15 22:24:46,11.75,2.19
7594,2018-06-15 22:25:46,11.62,2.19
7595,2018-06-15 22:26:46,11.62,2.14
7596,2018-06-15 22:27:46,11.58,2.19
7597,2018-06-15 22:28:46,11.58,2.14
7598,2018-06-15 22:29:46,11.62,2.19
7599,2018-06-15 22:30:46,11.41,2.10
7600,2018-06-15 22:31:46,11.41,2.10
7601,2018-06-15 22:32:46,11.45,2.14
7602,2018-06-15 22:33:46,11.54,2.10
7603,2018-06-15 22:34:46,11.58,2.10
7604,2018-06-15 22:35:46,11.54,2.14
7605,2018-06-15 22:36:46,11.54,2.14
7606,2018-06-15 22:37:46,11.62,2.14
7607,2018-06-15 22:38:46,11.62,2.14
7608,2018-06-15 22:39:46,11.62,2.14
7609,2018-06-15 22:40:46,11.58,2.14
7610,2018-06-15 22:41:46,11.45,2.14
7611,2018-06-15 22:42:46,11.49,2.10
7612,2018-06-15 22:43:46,11.58,2.14
7613,2018-06-15 22:44:46,11.58,2.14
7614,2018-06-15 22:45:46,11.54,2.14
7615,2018-06-15 22:46:46,11.54,2.10
7616,2018-06-15 22:47:46,11.49,2.10
7617,2018-06-15 22:48:46,11.49,2.14
7618,2018-06-15 22:49:46,11.41,2.10
7619,2018-06-15 22:50:46,11.41,2.10
7620,2018-06-15 22:51:46,11.41,2.10
7621,2018-06-15 22:52:46,11.37,2.10
7622,2018-06-15 22:53:46,11.37,2.10
7623,2018-06-15 22:54:46,11.45,2.14
7624,2018-06-15 22:55:46,11.49,2.10
7625,2018-06-15 22:56:46,11.41,2.10
7626,2018-06-15 22:57:46,11.45,2.10
7627,2018-06-15 22:58:46,11.45,2.10
7628,2018-06-15 22:59:46,11.54,2.10
7629,2018-06-15 23:00:46,11.45,2.14
7630,2018-06-15 23:01:46,11.32,2.14
7631,2018-06-15 23:02:46,11.28,2.14
7632,2018-06-15 23:03:46,11.15,2.10
7633,2018-06-15 23:04:46,11.07,2.14
7634,2018-06-15 23:05:46,11.02,2.10
7635,2018-06-15 23:06:46,11.07,2.06
7636,2018-06-15 23:07:46,11.28,2.10
7637,2018-06-15 23:08:46,11.24,2.06
7638,2018-06-15 23:09:46,11.15,2.01
7639,2018-06-15 23:10:46,11.07,2.06
7640,2018-06-15 23:11:46,11.02,2.06
7641,2018-06-15 23:12:46,11.11,2.01
7642,2018-06-15 23:13:46,10.98,1.97
7643,2018-06-15 23:14:46,10.85,2.01
7644,2018-06-15 23:15:46,10.68,2.01
7645,2018-06-15 23:16:46,10.77,2.06
7646,2018-06-15 23:17:46,10.85,2.06
7647,2018-06-15 23:18:46,10.81,2.06
7648,2018-06-15 23:19:46,10.77,2.06
7649,2018-06-15 23:20:46,10.85,2.01
7650,2018-06-15 23:21:46,10.85,2.01
7651,2018-06-15 23:22:46,10.81,2.06
7652,2018-06-15 23:23:46,10.85,2.01
7653,2018-06-15 23:24:46,10.85,2.06
7654,2018-06-15 23:25:46,10.72,2.06
7655,2018-06-15 23:26:46,10.42,2.14
7656,2018-06-15 23:27:46,10.34,2.06
7657,2018-06-15 23:28:46,10.29,2.14
7658,2018-06-15 23:29:46,10.42,2.10
7659,2018-06-15 23:30:46,10.46,2.06
7660,2018-06-15 23:31:46,10.55,2.06
7661,2018-06-15 23:32:46,10.51,2.10
7662,2018-06-15 23:33:46,10.64,2.06
7663,2018-06-15 23:34:46,10.64,2.06
7664,2018-06-15 23:35:46,10.64,2.01
7665,2018-06-15 23:36:46,10.64,2.06
7666,2018-06-15 23:37:46,10.68,2.10
7667,2018-06-15 23:38:46,10.81,2.19
7668,2018-06-15 23:39:46,10.94,2.14
7669,2018-06-15 23:40:46,11.02,2.14
7670,2018-06-15 23:41:46,11.11,2.06
7671,2018-06-15 23:42:46,11.02,2.06
7672,2018-06-15 23:43:46,10.94,2.10
7673,2018-06-15 23:44:46,10.98,2.06
7674,2018-06-15 23:45:46,11.11,2.01
7675,2018-06-15 23:46:46,11.15,2.06
7676,2018-06-15 23:47:46,11.11,2.01
7677,2018-06-15 23:48:46,10.98,2.06
7678,2018-06-15 23:49:46,10.85,2.06
7679,2018-06-15 23:50:46,10.94,2.01
7680,2018-06-15 23:51:46,11.02,2.01
7681,2018-06-15 23:52:46,11.02,2.01
7682,2018-06-15 23:53:46,10.77,1.97
7683,2018-06-15 23:54:46,10.55,2.01
7684,2018-06-15 23:55:46,10.51,2.01
7685,2018-06-15 23:56:46,10.42,2.01
7686,2018-06-15 23:57:46,10.38,2.01
7687,2018-06-15 23:58:46,10.34,2.06
7688,2018-06-15 23:59:46,10.34,2.06
7689,2018-06-16 0:00:46,10.42,2.06
7690,2018-06-16 0:01:46,10.51,2.06
7691,2018-06-16 0:02:46,10.59,2.01
7692,2018-06-16 0:03:46,10.46,2.01
7693,2018-06-16 0:04:46,10.46,2.01
7694,2018-06-16 0:05:46,10.55,1.97
7695,2018-06-16 0:06:46,10.51,2.01
7696,2018-06-16 0:07:46,10.46,1.97
7697,2018-06-16 0:08:46,10.16,1.97
7698,2018-06-16 0:09:46,10.12,1.97
7699,2018-06-16 0:10:46,10.29,1.97
7700,2018-06-16 0:11:46,10.21,1.93
7701,2018-06-16 0:12:46,10.16,1.97
7702,2018-06-16 0:13:46,10.38,1.93
7703,2018-06-16 0:14:46,10.29,1.93
7704,2018-06-16 0:15:46,10.08,1.93
7705,2018-06-16 0:16:46,9.91,1.93
7706,2018-06-16 0:17:46,9.99,1.93
7707,2018-06-16 0:18:46,10.12,1.97
7708,2018-06-16 0:19:46,10.38,1.88
7709,2018-06-16 0:20:46,10.29,1.93
7710,2018-06-16 0:21:46,10.08,1.88
7711,2018-06-16 0:22:46,9.95,1.97
7712,2018-06-16 0:23:46,9.95,1.97
7713,2018-06-16 0:24:46,10.04,1.93
7714,2018-06-16 0:25:46,10.04,1.93
7715,2018-06-16 0:26:46,9.95,1.93
7716,2018-06-16 0:27:46,10.04,1.93
7717,2018-06-16 0:28:46,10.08,1.93
7718,2018-06-16 0:29:46,9.99,1.97
7719,2018-06-16 0:30:46,9.82,1.97
7720,2018-06-16 0:31:46,9.69,1.97
7721,2018-06-16 0:32:46,9.86,1.97
7722,2018-06-16 0:33:46,10.34,1.97
7723,2018-06-16 0:34:46,10.04,2.01
7724,2018-06-16 0:35:46,9.95,2.01
7725,2018-06-16 0:36:46,9.91,1.97
7726,2018-06-16 0:37:46,9.99,1.93
7727,2018-06-16 0:38:46,9.78,1.97
7728,2018-06-16 0:39:46,9.78,1.93
7729,2018-06-16 0:40:46,9.65,1.93
7730,2018-06-16 0:41:46,9.61,1.93
7731,2018-06-16 0:42:46,9.56,1.93
7732,2018-06-16 0:43:46,9.78,1.97
7733,2018-06-16 0:44:46,9.74,1.97
7734,2018-06-16 0:45:46,9.78,1.97
7735,2018-06-16 0:46:46,9.65,1.93
7736,2018-06-16 0:47:46,9.61,1.97
7737,2018-06-16 0:48:46,9.74,1.97
7738,2018-06-16 0:49:46,9.82,1.93
7739,2018-06-16 0:50:46,9.86,1.97
7740,2018-06-16 0:51:46,9.82,2.01
7741,2018-06-16 0:52:46,10.16,1.93
7742,2018-06-16 0:53:46,9.91,1.97
7743,2018-06-16 0:54:46,9.65,1.93
7744,2018-06-16 0:55:46,9.48,1.97
7745,2018-06-16 0:56:46,9.56,1.97
7746,2018-06-16 0:57:46,9.91,1.97
7747,2018-06-16 0:58:46,9.78,1.93
7748,2018-06-16 0:59:46,9.74,1.88
7749,2018-06-16 1:00:46,9.65,1.93
7750,2018-06-16 1:01:46,9.52,1.93
7751,2018-06-16 1:02:46,9.48,1.93
7752,2018-06-16 1:03:46,9.44,1.88
7753,2018-06-16 1:04:46,9.39,1.88
7754,2018-06-16 1:05:46,9.39,1.88
7755,2018-06-16 1:06:46,9.31,1.88
7756,2018-06-16 1:07:46,9.31,1.80
7757,2018-06-16 1:08:46,9.26,1.88
7758,2018-06-16 1:09:46,9.22,1.84
7759,2018-06-16 1:10:46,9.26,1.88
7760,2018-06-16 1:11:46,9.39,1.84
7761,2018-06-16 1:12:46,9.48,1.84
7762,2018-06-16 1:13:46,9.56,1.88
7763,2018-06-16 1:14:46,9.65,1.88
7764,2018-06-16 1:15:46,9.48,1.88
7765,2018-06-16 1:16:46,9.14,1.88
7766,2018-06-16 1:17:46,9.05,1.93
7767,2018-06-16 1:18:46,9.14,1.88
7768,2018-06-16 1:19:46,9.31,1.93
7769,2018-06-16 1:20:46,9.44,1.93
7770,2018-06-16 1:21:46,9.52,1.88
7771,2018-06-16 1:22:46,9.48,1.93
7772,2018-06-16 1:23:46,9.78,1.84
7773,2018-06-16 1:24:46,9.69,1.88
7774,2018-06-16 1:25:46,9.65,1.88
7775,2018-06-16 1:26:46,9.44,1.88
7776,2018-06-16 1:27:46,9.56,1.88
7777,2018-06-16 1:28:46,9.48,1.88
7778,2018-06-16 1:29:46,9.65,1.88
7779,2018-06-16 1:30:46,9.48,1.88
7780,2018-06-16 1:31:46,9.31,1.88
7781,2018-06-16 1:32:46,9.31,1.88
7782,2018-06-16 1:33:46,9.31,1.84
7783,2018-06-16 1:34:46,9.26,1.88
7784,2018-06-16 1:35:46,9.22,1.88
7785,2018-06-16 1:36:46,9.31,1.88
7786,2018-06-16 1:37:46,9.48,1.84
7787,2018-06-16 1:38:46,9.22,1.88
7788,2018-06-16 1:39:46,9.09,1.93
7789,2018-06-16 1:40:46,9.14,1.88
7790,2018-06-16 1:41:46,9.35,1.84
7791,2018-06-16 1:42:46,9.78,1.84
7792,2018-06-16 1:43:46,9.56,1.84
7793,2018-06-16 1:44:46,9.39,1.88
7794,2018-06-16 1:45:46,9.39,1.88
7795,2018-06-16 1:46:46,9.39,1.84
7796,2018-06-16 1:47:46,9.39,1.80
7797,2018-06-16 1:48:46,9.48,1.88
7798,2018-06-16 1:49:46,9.26,1.84
7799,2018-06-16 1:50:46,9.31,1.80
7800,2018-06-16 1:51:46,9.14,1.84
7801,2018-06-16 1:52:46,9.44,1.80
7802,2018-06-16 1:53:46,9.86,1.88
7803,2018-06-16 1:54:46,9.82,1.88
7804,2018-06-16 1:55:46,9.56,1.84
7805,2018-06-16 1:56:46,9.61,1.93
7806,2018-06-16 1:57:46,9.69,1.84
7807,2018-06-16 1:58:46,9.95,1.84
7808,2018-06-16 1:59:46,9.61,1.80
7809,2018-06-16 2:00:46,9.26,1.88
7810,2018-06-16 2:01:46,9.31,1.88
7811,2018-06-16 2:02:46,9.35,1.88
7812,2018-06-16 2:03:46,9.44,1.84
7813,2018-06-16 2:04:46,9.22,1.88
7814,2018-06-16 2:05:46,9.26,1.88
7815,2018-06-16 2:06:46,9.18,1.84
7816,2018-06-16 2:07:46,9.22,1.88
7817,2018-06-16 2:08:46,9.31,1.84
7818,2018-06-16 2:09:46,9.65,1.84
7819,2018-06-16 2:10:46,9.65,1.84
7820,2018-06-16 2:11:46,9.39,1.84
7821,2018-06-16 2:12:46,9.26,1.84
7822,2018-06-16 2:13:46,9.26,1.80
7823,2018-06-16 2:14:46,9.14,1.84
7824,2018-06-16 2:15:46,9.22,1.84
7825,2018-06-16 2:16:46,9.56,1.80
7826,2018-06-16 2:17:46,9.82,1.80
7827,2018-06-16 2:18:46,9.91,1.80
7828,2018-06-16 2:19:46,9.65,1.80
7829,2018-06-16 2:20:46,9.44,1.80
7830,2018-06-16 2:21:46,9.35,1.80
7831,2018-06-16 2:22:46,9.26,1.80
7832,2018-06-16 2:23:46,9.18,1.88
7833,2018-06-16 2:24:46,9.01,1.84
7834,2018-06-16 2:25:46,9.22,1.84
7835,2018-06-16 2:26:46,9.31,1.84
7836,2018-06-16 2:27:46,9.26,1.84
7837,2018-06-16 2:28:46,9.18,1.80
7838,2018-06-16 2:29:46,9.22,1.80
7839,2018-06-16 2:30:46,9.26,1.80
7840,2018-06-16 2:31:46,9.61,1.84
7841,2018-06-16 2:32:46,9.56,1.84
7842,2018-06-16 2:33:46,9.09,1.84
7843,2018-06-16 2:34:46,8.92,1.84
7844,2018-06-16 2:35:46,8.92,1.84
7845,2018-06-16 2:36:46,8.88,1.84
7846,2018-06-16 2:37:46,8.75,1.84
7847,2018-06-16 2:38:46,8.62,1.84
7848,2018-06-16 2:39:46,9.01,1.88
7849,2018-06-16 2:40:46,9.09,1.93
7850,2018-06-16 2:41:46,9.01,1.80
7851,2018-06-16 2:42:46,9.01,1.88
7852,2018-06-16 2:43:46,8.92,1.80
7853,2018-06-16 2:44:46,9.14,1.84
7854,2018-06-16 2:45:46,9.14,1.84
7855,2018-06-16 2:46:46,9.01,1.84
7856,2018-06-16 2:47:46,8.92,1.88
7857,2018-06-16 2:48:46,8.71,1.93
7858,2018-06-16 2:49:46,8.79,1.84
7859,2018-06-16 2:50:46,9.05,1.84
7860,2018-06-16 2:51:46,8.96,1.84
7861,2018-06-16 2:52:46,8.92,1.80
7862,2018-06-16 2:53:46,8.79,1.84
7863,2018-06-16 2:54:46,8.75,1.84
7864,2018-06-16 2:55:46,8.75,1.84
7865,2018-06-16 2:56:46,8.75,1.80
7866,2018-06-16 2:57:46,8.83,1.84
7867,2018-06-16 2:58:46,8.71,1.88
7868,2018-06-16 2:59:46,8.66,1.84
7869,2018-06-16 3:00:46,8.32,1.88
7870,2018-06-16 3:01:46,8.32,1.84
7871,2018-06-16 3:02:46,8.28,1.88
7872,2018-06-16 3:03:46,8.58,1.84
7873,2018-06-16 3:04:46,8.53,1.88
7874,2018-06-16 3:05:46,8.75,1.88
7875,2018-06-16 3:06:46,8.92,1.88
7876,2018-06-16 3:07:46,9.01,1.93
7877,2018-06-16 3:08:46,8.96,1.88
7878,2018-06-16 3:09:46,8.96,1.88
7879,2018-06-16 3:10:46,8.75,1.93
7880,2018-06-16 3:11:46,8.58,1.88
7881,2018-06-16 3:12:46,8.79,1.88
7882,2018-06-16 3:13:46,8.75,1.88
7883,2018-06-16 3:14:46,8.75,1.88
7884,2018-06-16 3:15:46,8.66,1.93
7885,2018-06-16 3:16:46,8.71,1.84
7886,2018-06-16 3:17:46,8.75,1.88
7887,2018-06-16 3:18:46,8.75,1.88
7888,2018-06-16 3:19:46,8.83,1.88
7889,2018-06-16 3:20:46,9.14,1.88
7890,2018-06-16 3:21:46,9.18,1.80
7891,2018-06-16 3:22:46,9.22,1.84
7892,2018-06-16 3:23:46,9.26,1.80
7893,2018-06-16 3:24:46,9.22,1.84
7894,2018-06-16 3:25:46,9.26,1.84
7895,2018-06-16 3:26:46,9.14,1.84
7896,2018-06-16 3:27:46,8.75,1.80
7897,2018-06-16 3:28:46,8.66,1.84
7898,2018-06-16 3:29:46,8.53,1.84
7899,2018-06-16 3:30:46,8.66,1.80
7900,2018-06-16 3:31:46,8.88,1.84
7901,2018-06-16 3:32:46,8.79,1.88
7902,2018-06-16 3:33:46,8.75,1.88
7903,2018-06-16 3:34:46,8.83,1.84
7904,2018-06-16 3:35:46,8.83,1.84
7905,2018-06-16 3:36:46,8.83,1.88
7906,2018-06-16 3:37:46,8.79,1.88
7907,2018-06-16 3:38:46,8.88,1.88
7908,2018-06-16 3:39:46,8.88,1.88
7909,2018-06-16 3:40:46,8.83,1.84
7910,2018-06-16 3:41:46,8.83,1.84
7911,2018-06-16 3:42:46,8.71,1.88
7912,2018-06-16 3:43:46,8.75,1.88
7913,2018-06-16 3:44:46,8.75,1.84
7914,2018-06-16 3:45:46,8.66,1.80
7915,2018-06-16 3:46:46,8.58,1.88
7916,2018-06-16 3:47:46,8.83,1.84
7917,2018-06-16 3:48:46,8.88,1.84
7918,2018-06-16 3:49:46,9.14,1.80
7919,2018-06-16 3:50:46,9.22,1.80
7920,2018-06-16 3:51:46,9.14,1.80
7921,2018-06-16 3:52:46,8.88,1.84
7922,2018-06-16 3:53:46,8.58,1.84
7923,2018-06-16 3:54:46,8.45,1.80
7924,2018-06-16 3:55:46,8.36,1.84
7925,2018-06-16 3:56:46,8.23,1.84
7926,2018-06-16 3:57:46,8.62,1.80
7927,2018-06-16 3:58:46,8.53,1.84
7928,2018-06-16 3:59:46,8.41,1.80
7929,2018-06-16 4:00:46,8.36,1.80
7930,2018-06-16 4:01:46,8.36,1.88
7931,2018-06-16 4:02:46,8.23,1.84
7932,2018-06-16 4:03:46,8.19,1.80
7933,2018-06-16 4:04:46,8.06,1.80
7934,2018-06-16 4:05:46,8.36,1.84
7935,2018-06-16 4:06:46,8.62,1.80
7936,2018-06-16 4:07:46,8.36,1.84
7937,2018-06-16 4:08:46,8.28,1.80
7938,2018-06-16 4:09:46,8.36,1.80
7939,2018-06-16 4:10:46,8.45,1.76
7940,2018-06-16 4:11:46,8.36,1.71
7941,2018-06-16 4:12:46,8.32,1.76
7942,2018-06-16 4:13:46,8.32,1.80
7943,2018-06-16 4:14:46,8.36,1.80
7944,2018-06-16 4:15:46,8.45,1.80
7945,2018-06-16 4:16:46,8.36,1.80
7946,2018-06-16 4:17:46,8.19,1.80
7947,2018-06-16 4:18:46,8.11,1.76
7948,2018-06-16 4:19:46,8.06,1.80
7949,2018-06-16 4:20:46,8.11,1.76
7950,2018-06-16 4:21:46,8.02,1.76
7951,2018-06-16 4:22:46,8.06,1.76
7952,2018-06-16 4:23:46,8.11,1.76
7953,2018-06-16 4:24:46,8.19,1.76
7954,2018-06-16 4:25:46,8.32,1.84
7955,2018-06-16 4:26:46,8.11,1.76
7956,2018-06-16 4:27:46,8.06,1.76
7957,2018-06-16 4:28:46,8.19,1.76
7958,2018-06-16 4:29:46,8.02,1.76
7959,2018-06-16 4:30:46,7.98,1.80
7960,2018-06-16 4:31:46,7.93,1.76
7961,2018-06-16 4:32:46,7.98,1.84
7962,2018-06-16 4:33:46,7.98,1.80
7963,2018-06-16 4:34:46,7.93,1.80
7964,2018-06-16 4:35:46,8.06,1.76
7965,2018-06-16 4:36:46,8.23,1.76
7966,2018-06-16 4:37:46,8.15,1.80
7967,2018-06-16 4:38:46,8.23,1.80
7968,2018-06-16 4:39:46,8.32,1.80
7969,2018-06-16 4:40:46,8.19,1.80
7970,2018-06-16 4:41:46,8.41,1.84
7971,2018-06-16 4:42:46,8.15,1.76
7972,2018-06-16 4:43:46,8.11,1.76
7973,2018-06-16 4:44:46,8.41,1.80
7974,2018-06-16 4:45:46,8.41,1.80
7975,2018-06-16 4:46:46,8.19,1.76
7976,2018-06-16 4:47:46,8.23,1.76
7977,2018-06-16 4:48:46,8.19,1.76
7978,2018-06-16 4:49:46,8.19,1.71
7979,2018-06-16 4:50:46,8.41,1.80
7980,2018-06-16 4:51:46,8.45,1.76
7981,2018-06-16 4:52:46,8.41,1.76
7982,2018-06-16 4:53:46,8.36,1.80
7983,2018-06-16 4:54:46,8.32,1.80
7984,2018-06-16 4:55:46,8.45,1.80
7985,2018-06-16 4:56:46,8.45,1.80
7986,2018-06-16 4:57:46,8.58,1.76
7987,2018-06-16 4:58:46,8.62,1.80
7988,2018-06-16 4:59:46,8.62,1.76
7989,2018-06-16 5:00:46,8.49,1.80
7990,2018-06-16 5:01:46,8.53,1.76
7991,2018-06-16 5:02:46,8.53,1.80
7992,2018-06-16 5:03:46,8.79,1.80
7993,2018-06-16 5:04:46,8.92,1.80
7994,2018-06-16 5:05:46,8.75,1.80
7995,2018-06-16 5:06:46,8.71,1.80
7996,2018-06-16 5:07:46,8.75,1.76
7997,2018-06-16 5:08:46,8.83,1.76
7998,2018-06-16 5:09:46,8.75,1.76
7999,2018-06-16 5:10:46,8.53,1.71
8000,2018-06-16 5:11:46,8.71,1.76
8001,2018-06-16 5:12:46,8.66,1.80
8002,2018-06-16 5:13:46,9.18,1.80
8003,2018-06-16 5:14:46,9.14,1.84
8004,2018-06-16 5:15:46,9.26,1.84
8005,2018-06-16 5:16:46,9.61,1.80
8006,2018-06-16 5:17:46,9.74,1.84
8007,2018-06-16 5:18:46,9.78,1.84
8008,2018-06-16 5:19:46,9.48,1.84
8009,2018-06-16 5:20:46,9.26,1.80
8010,2018-06-16 5:21:46,9.18,1.80
8011,2018-06-16 5:22:46,9.09,1.84
8012,2018-06-16 5:23:46,8.96,1.80
8013,2018-06-16 5:24:46,9.05,1.88
8014,2018-06-16 5:25:46,9.35,1.84
8015,2018-06-16 5:26:46,9.48,1.80
8016,2018-06-16 5:27:46,9.56,1.80
8017,2018-06-16 5:28:46,9.48,1.84
8018,2018-06-16 5:29:46,9.78,1.84
8019,2018-06-16 5:30:46,9.86,1.88
8020,2018-06-16 5:31:46,9.69,1.84
8021,2018-06-16 5:32:46,9.78,1.84
8022,2018-06-16 5:33:46,10.08,1.84
8023,2018-06-16 5:34:46,10.16,1.84
8024,2018-06-16 5:35:46,9.91,1.84
8025,2018-06-16 5:36:46,9.78,1.84
8026,2018-06-16 5:37:46,9.74,1.88
8027,2018-06-16 5:38:46,9.74,1.93
8028,2018-06-16 5:39:46,9.82,1.88
8029,2018-06-16 5:40:46,9.65,1.93
8030,2018-06-16 5:41:46,9.61,1.88
8031,2018-06-16 5:42:46,9.65,1.88
8032,2018-06-16 5:43:46,9.65,1.84
8033,2018-06-16 5:44:46,9.65,1.88
8034,2018-06-16 5:45:46,9.82,1.93
8035,2018-06-16 5:46:46,9.95,1.88
8036,2018-06-16 5:47:46,9.91,1.93
8037,2018-06-16 5:48:46,9.99,1.88
8038,2018-06-16 5:49:46,10.08,1.88
8039,2018-06-16 5:50:46,10.25,1.93
8040,2018-06-16 5:51:46,10.29,1.88
8041,2018-06-16 5:52:46,10.38,1.93
8042,2018-06-16 5:53:46,10.55,1.93
8043,2018-06-16 5:54:46,10.55,1.93
8044,2018-06-16 5:55:46,10.68,1.93
8045,2018-06-16 5:56:46,10.68,1.93
8046,2018-06-16 5:57:46,10.59,1.97
8047,2018-06-16 5:58:46,10.72,1.97
8048,2018-06-16 5:59:46,10.64,1.93
8049,2018-06-16 6:00:46,10.64,1.93
8050,2018-06-16 6:01:46,10.64,1.97
8051,2018-06-16 6:02:46,10.81,2.01
8052,2018-06-16 6:03:46,10.94,2.01
8053,2018-06-16 6:04:46,10.94,2.01
8054,2018-06-16 6:05:46,11.07,2.06
8055,2018-06-16 6:06:46,11.24,2.06
8056,2018-06-16 6:07:46,11.24,2.06
8057,2018-06-16 6:08:46,11.19,2.14
8058,2018-06-16 6:09:46,11.32,2.10
8059,2018-06-16 6:10:46,11.28,2.19
8060,2018-06-16 6:11:46,11.32,2.10
8061,2018-06-16 6:12:46,11.24,2.14
8062,2018-06-16 6:13:46,11.11,2.14
8063,2018-06-16 6:14:46,11.24,2.10
8064,2018-06-16 6:15:46,11.32,2.10
8065,2018-06-16 6:16:46,11.37,2.14
8066,2018-06-16 6:17:46,11.24,2.10
8067,2018-06-16 6:18:46,11.15,2.10
8068,2018-06-16 6:19:46,11.15,2.14
8069,2018-06-16 6:20:46,11.19,2.10
