Plot Title: 20366930,,chips air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
1,2018-06-10 15:52:46,21.53,3.73
2,2018-06-10 15:53:46,21.58,3.60
3,2018-06-10 15:54:46,21.40,3.39
4,2018-06-10 15:55:46,21.45,3.26
5,2018-06-10 15:56:46,21.53,3.17
6,2018-06-10 15:57:46,21.70,3.09
7,2018-06-10 15:58:46,21.53,2.96
8,2018-06-10 15:59:46,21.15,2.91
9,2018-06-10 16:00:46,21.19,2.83
10,2018-06-10 16:01:46,19.69,2.74
11,2018-06-10 16:02:46,19.26,2.83
12,2018-06-10 16:03:46,19.09,2.79
13,2018-06-10 16:04:46,19.95,2.66
14,2018-06-10 16:05:46,19.60,2.61
15,2018-06-10 16:06:46,19.39,2.57
16,2018-06-10 16:07:46,19.56,2.49
17,2018-06-10 16:08:46,19.86,2.44
18,2018-06-10 16:09:46,20.29,2.40
19,2018-06-10 16:10:46,20.37,2.36
20,2018-06-10 16:11:46,20.50,2.31
21,2018-06-10 16:12:46,20.07,2.31
22,2018-06-10 16:13:46,20.33,2.31
23,2018-06-10 16:14:46,20.33,2.27
24,2018-06-10 16:15:46,19.95,2.31
25,2018-06-10 16:16:46,20.03,2.31
26,2018-06-10 16:17:46,19.77,2.31
27,2018-06-10 16:18:46,19.39,2.31
28,2018-06-10 16:19:46,19.56,2.36
29,2018-06-10 16:20:46,19.65,2.36
30,2018-06-10 16:21:46,19.86,2.31
31,2018-06-10 16:22:46,19.60,2.19
32,2018-06-10 16:23:46,19.65,2.23
33,2018-06-10 16:24:46,19.60,2.19
34,2018-06-10 16:25:46,19.77,2.19
35,2018-06-10 16:26:46,19.56,2.19
36,2018-06-10 16:27:46,19.43,2.10
37,2018-06-10 16:28:46,19.13,2.06
38,2018-06-10 16:29:46,19.05,2.06
39,2018-06-10 16:30:46,18.87,1.97
40,2018-06-10 16:31:46,18.53,2.06
41,2018-06-10 16:32:46,18.74,1.97
42,2018-06-10 16:33:46,19.86,1.97
43,2018-06-10 16:34:46,19.30,1.93
44,2018-06-10 16:35:46,19.35,1.84
45,2018-06-10 16:36:46,19.95,1.88
46,2018-06-10 16:37:46,20.03,1.84
47,2018-06-10 16:38:46,20.80,1.84
48,2018-06-10 16:39:46,20.68,1.84
49,2018-06-10 16:40:46,20.76,1.80
50,2018-06-10 16:41:46,20.63,1.80
51,2018-06-10 16:42:46,20.29,1.80
52,2018-06-10 16:43:46,19.99,1.84
53,2018-06-10 16:44:46,21.06,1.80
54,2018-06-10 16:45:46,21.75,1.76
55,2018-06-10 16:46:46,21.49,1.71
56,2018-06-10 16:47:46,21.32,1.71
57,2018-06-10 16:48:46,21.19,1.67
58,2018-06-10 16:49:46,20.76,1.67
59,2018-06-10 16:50:46,20.98,1.67
60,2018-06-10 16:51:46,21.62,1.67
61,2018-06-10 16:52:46,21.58,1.67
62,2018-06-10 16:53:46,21.02,1.67
63,2018-06-10 16:54:46,21.62,1.71
64,2018-06-10 16:55:46,21.58,1.67
65,2018-06-10 16:56:46,21.58,1.67
66,2018-06-10 16:57:46,21.28,1.67
67,2018-06-10 16:58:46,21.75,1.67
68,2018-06-10 16:59:46,21.75,1.67
69,2018-06-10 17:00:46,21.28,1.63
70,2018-06-10 17:01:46,21.36,1.67
71,2018-06-10 17:02:46,21.32,1.67
72,2018-06-10 17:03:46,20.25,1.71
73,2018-06-10 17:04:46,19.86,1.84
74,2018-06-10 17:05:46,19.52,1.84
75,2018-06-10 17:06:46,19.47,1.88
76,2018-06-10 17:07:46,19.47,1.84
77,2018-06-10 17:08:46,19.26,1.93
78,2018-06-10 17:09:46,19.43,1.93
79,2018-06-10 17:10:46,19.69,1.93
80,2018-06-10 17:11:46,19.73,1.84
81,2018-06-10 17:12:46,19.69,1.84
82,2018-06-10 17:13:46,19.52,1.84
83,2018-06-10 17:14:46,19.00,1.84
84,2018-06-10 17:15:46,18.83,1.88
85,2018-06-10 17:16:46,18.66,1.88
86,2018-06-10 17:17:46,18.74,1.84
87,2018-06-10 17:18:46,18.70,1.80
88,2018-06-10 17:19:46,18.62,1.71
89,2018-06-10 17:20:46,18.70,1.71
90,2018-06-10 17:21:46,18.66,1.71
91,2018-06-10 17:22:46,18.32,1.76
92,2018-06-10 17:23:46,18.70,1.76
93,2018-06-10 17:24:46,18.83,1.76
94,2018-06-10 17:25:46,18.96,1.80
95,2018-06-10 17:26:46,19.00,1.76
96,2018-06-10 17:27:46,18.96,1.71
97,2018-06-10 17:28:46,18.87,1.80
98,2018-06-10 17:29:46,18.96,1.76
99,2018-06-10 17:30:46,18.96,1.71
100,2018-06-10 17:31:46,18.83,1.71
101,2018-06-10 17:32:46,18.57,1.80
102,2018-06-10 17:33:46,18.49,1.76
103,2018-06-10 17:34:46,18.57,1.80
104,2018-06-10 17:35:46,18.49,1.80
105,2018-06-10 17:36:46,18.40,1.84
106,2018-06-10 17:37:46,18.44,1.76
107,2018-06-10 17:38:46,18.36,1.76
108,2018-06-10 17:39:46,18.23,1.71
109,2018-06-10 17:40:46,18.02,1.67
110,2018-06-10 17:41:46,17.97,1.76
111,2018-06-10 17:42:46,18.36,1.63
112,2018-06-10 17:43:46,18.32,1.58
113,2018-06-10 17:44:46,18.70,1.58
114,2018-06-10 17:45:46,18.53,1.63
115,2018-06-10 17:46:46,18.49,1.63
116,2018-06-10 17:47:46,18.62,1.63
117,2018-06-10 17:48:46,18.36,1.63
118,2018-06-10 17:49:46,18.62,1.63
119,2018-06-10 17:50:46,18.74,1.58
120,2018-06-10 17:51:46,18.66,1.63
121,2018-06-10 17:52:46,18.32,1.58
122,2018-06-10 17:53:46,18.10,1.58
123,2018-06-10 17:54:46,18.27,1.58
124,2018-06-10 17:55:46,18.74,1.54
125,2018-06-10 17:56:46,19.00,1.54
126,2018-06-10 17:57:46,19.60,1.50
127,2018-06-10 17:58:46,19.95,1.46
128,2018-06-10 17:59:46,19.90,1.46
129,2018-06-10 18:00:46,19.82,1.50
130,2018-06-10 18:01:46,19.22,1.54
131,2018-06-10 18:02:46,19.17,1.58
132,2018-06-10 18:03:46,19.09,1.63
133,2018-06-10 18:04:46,19.26,1.67
134,2018-06-10 18:05:46,19.39,1.67
135,2018-06-10 18:06:46,19.26,1.67
136,2018-06-10 18:07:46,19.26,1.63
137,2018-06-10 18:08:46,19.05,1.54
138,2018-06-10 18:09:46,18.92,1.54
139,2018-06-10 18:10:46,18.83,1.63
140,2018-06-10 18:11:46,18.92,1.58
141,2018-06-10 18:12:46,18.87,1.58
142,2018-06-10 18:13:46,19.09,1.54
143,2018-06-10 18:14:46,19.13,1.50
144,2018-06-10 18:15:46,19.00,1.46
145,2018-06-10 18:16:46,19.05,1.50
146,2018-06-10 18:17:46,19.35,1.46
147,2018-06-10 18:18:46,19.22,1.50
148,2018-06-10 18:19:46,19.05,1.54
149,2018-06-10 18:20:46,19.22,1.54
150,2018-06-10 18:21:46,19.35,1.58
151,2018-06-10 18:22:46,19.26,1.58
152,2018-06-10 18:23:46,19.30,1.54
153,2018-06-10 18:24:46,18.87,1.63
154,2018-06-10 18:25:46,19.05,1.63
155,2018-06-10 18:26:46,19.17,1.67
156,2018-06-10 18:27:46,18.96,1.63
157,2018-06-10 18:28:46,19.09,1.67
158,2018-06-10 18:29:46,18.92,1.67
159,2018-06-10 18:30:46,18.79,1.63
160,2018-06-10 18:31:46,18.57,1.58
161,2018-06-10 18:32:46,18.44,1.58
162,2018-06-10 18:33:46,18.79,1.50
163,2018-06-10 18:34:46,18.66,1.50
164,2018-06-10 18:35:46,18.70,1.50
165,2018-06-10 18:36:46,18.87,1.50
166,2018-06-10 18:37:46,18.96,1.46
167,2018-06-10 18:38:46,18.96,1.41
168,2018-06-10 18:39:46,18.79,1.50
169,2018-06-10 18:40:46,18.74,1.54
170,2018-06-10 18:41:46,18.66,1.54
171,2018-06-10 18:42:46,18.74,1.50
172,2018-06-10 18:43:46,18.74,1.50
173,2018-06-10 18:44:46,18.62,1.54
174,2018-06-10 18:45:46,18.70,1.54
175,2018-06-10 18:46:46,18.70,1.54
176,2018-06-10 18:47:46,18.70,1.46
177,2018-06-10 18:48:46,18.70,1.41
178,2018-06-10 18:49:46,18.70,1.41
179,2018-06-10 18:50:46,18.40,1.41
180,2018-06-10 18:51:46,18.27,1.41
181,2018-06-10 18:52:46,18.19,1.46
182,2018-06-10 18:53:46,18.19,1.54
183,2018-06-10 18:54:46,18.32,1.50
184,2018-06-10 18:55:46,18.32,1.50
185,2018-06-10 18:56:46,18.36,1.41
186,2018-06-10 18:57:46,18.06,1.41
187,2018-06-10 18:58:46,18.02,1.46
188,2018-06-10 18:59:46,18.19,1.46
189,2018-06-10 19:00:46,17.89,1.46
190,2018-06-10 19:01:46,18.06,1.46
191,2018-06-10 19:02:46,18.19,1.41
192,2018-06-10 19:03:46,18.06,1.41
193,2018-06-10 19:04:46,17.84,1.41
194,2018-06-10 19:05:46,17.80,1.37
195,2018-06-10 19:06:46,17.67,1.37
196,2018-06-10 19:07:46,17.63,1.37
197,2018-06-10 19:08:46,17.89,1.37
198,2018-06-10 19:09:46,17.72,1.37
199,2018-06-10 19:10:46,17.80,1.33
200,2018-06-10 19:11:46,17.72,1.37
201,2018-06-10 19:12:46,17.80,1.28
202,2018-06-10 19:13:46,17.80,1.28
203,2018-06-10 19:14:46,17.76,1.24
204,2018-06-10 19:15:46,17.46,1.28
205,2018-06-10 19:16:46,17.46,1.33
206,2018-06-10 19:17:46,17.72,1.33
207,2018-06-10 19:18:46,17.67,1.28
208,2018-06-10 19:19:46,17.76,1.24
209,2018-06-10 19:20:46,17.67,1.20
210,2018-06-10 19:21:46,17.29,1.16
211,2018-06-10 19:22:46,17.29,1.24
212,2018-06-10 19:23:46,17.29,1.20
213,2018-06-10 19:24:46,17.29,1.28
214,2018-06-10 19:25:46,16.90,1.20
215,2018-06-10 19:26:46,16.60,1.24
216,2018-06-10 19:27:46,16.21,1.24
217,2018-06-10 19:28:46,15.78,1.24
218,2018-06-10 19:29:46,15.61,1.20
219,2018-06-10 19:30:46,15.44,1.20
220,2018-06-10 19:31:46,15.40,1.16
221,2018-06-10 19:32:46,15.57,1.16
222,2018-06-10 19:33:46,15.61,1.11
223,2018-06-10 19:34:46,15.27,1.07
224,2018-06-10 19:35:46,15.27,1.07
225,2018-06-10 19:36:46,15.14,1.11
226,2018-06-10 19:37:46,15.14,1.16
227,2018-06-10 19:38:46,15.10,1.11
228,2018-06-10 19:39:46,15.01,1.16
229,2018-06-10 19:40:46,15.01,1.24
230,2018-06-10 19:41:46,14.97,1.24
231,2018-06-10 19:42:46,14.88,1.24
232,2018-06-10 19:43:46,14.80,1.16
233,2018-06-10 19:44:46,14.80,1.20
234,2018-06-10 19:45:46,14.75,1.16
235,2018-06-10 19:46:46,14.71,1.16
236,2018-06-10 19:47:46,14.71,1.07
237,2018-06-10 19:48:46,14.58,1.07
238,2018-06-10 19:49:46,14.50,1.03
239,2018-06-10 19:50:46,14.54,1.03
240,2018-06-10 19:51:46,14.45,1.03
241,2018-06-10 19:52:46,14.45,1.07
242,2018-06-10 19:53:46,14.41,0.98
243,2018-06-10 19:54:46,14.24,0.98
244,2018-06-10 19:55:46,14.20,0.94
245,2018-06-10 19:56:46,14.33,0.98
246,2018-06-10 19:57:46,14.24,0.90
247,2018-06-10 19:58:46,14.20,0.94
248,2018-06-10 19:59:46,14.24,0.94
249,2018-06-10 20:00:46,14.11,0.94
250,2018-06-10 20:01:46,14.03,0.90
251,2018-06-10 20:02:46,14.07,0.94
252,2018-06-10 20:03:46,13.94,0.90
253,2018-06-10 20:04:46,13.98,0.90
254,2018-06-10 20:05:46,13.90,0.90
255,2018-06-10 20:06:46,13.90,0.86
256,2018-06-10 20:07:46,13.81,0.86
257,2018-06-10 20:08:46,13.85,0.90
258,2018-06-10 20:09:46,13.85,0.81
259,2018-06-10 20:10:46,13.64,0.86
260,2018-06-10 20:11:46,13.55,0.81
261,2018-06-10 20:12:46,13.43,0.81
262,2018-06-10 20:13:46,13.51,0.81
263,2018-06-10 20:14:46,13.51,0.77
264,2018-06-10 20:15:46,13.60,0.81
265,2018-06-10 20:16:46,13.38,0.77
266,2018-06-10 20:17:46,13.30,0.81
267,2018-06-10 20:18:46,13.08,0.81
268,2018-06-10 20:19:46,13.08,0.73
269,2018-06-10 20:20:46,13.00,0.68
270,2018-06-10 20:21:46,12.95,0.73
271,2018-06-10 20:22:46,13.00,0.68
272,2018-06-10 20:23:46,13.08,0.68
273,2018-06-10 20:24:46,13.04,0.73
274,2018-06-10 20:25:46,12.91,0.73
275,2018-06-10 20:26:46,12.78,0.73
276,2018-06-10 20:27:46,12.74,0.68
277,2018-06-10 20:28:46,12.70,0.64
278,2018-06-10 20:29:46,12.70,0.64
279,2018-06-10 20:30:46,12.52,0.64
280,2018-06-10 20:31:46,12.31,0.64
281,2018-06-10 20:32:46,12.31,0.64
282,2018-06-10 20:33:46,12.40,0.68
283,2018-06-10 20:34:46,12.27,0.60
284,2018-06-10 20:35:46,12.22,0.64
285,2018-06-10 20:36:46,12.18,0.64
286,2018-06-10 20:37:46,12.05,0.60
287,2018-06-10 20:38:46,12.14,0.60
288,2018-06-10 20:39:46,12.14,0.60
289,2018-06-10 20:40:46,12.05,0.60
290,2018-06-10 20:41:46,12.22,0.60
291,2018-06-10 20:42:46,12.14,0.60
292,2018-06-10 20:43:46,12.14,0.55
293,2018-06-10 20:44:46,12.22,0.60
294,2018-06-10 20:45:46,12.18,0.60
295,2018-06-10 20:46:46,12.14,0.60
296,2018-06-10 20:47:46,12.22,0.60
297,2018-06-10 20:48:46,12.01,0.60
298,2018-06-10 20:49:46,11.88,0.55
299,2018-06-10 20:50:46,11.84,0.51
300,2018-06-10 20:51:46,11.71,0.60
301,2018-06-10 20:52:46,11.75,0.51
302,2018-06-10 20:53:46,11.71,0.55
303,2018-06-10 20:54:46,11.71,0.51
304,2018-06-10 20:55:46,11.58,0.51
305,2018-06-10 20:56:46,11.45,0.51
306,2018-06-10 20:57:46,11.28,0.51
307,2018-06-10 20:58:46,11.49,0.51
308,2018-06-10 20:59:46,11.41,0.51
309,2018-06-10 21:00:46,11.41,0.51
310,2018-06-10 21:01:46,11.37,0.47
311,2018-06-10 21:02:46,11.02,0.51
312,2018-06-10 21:03:46,10.68,0.47
313,2018-06-10 21:04:46,10.72,0.47
314,2018-06-10 21:05:46,10.64,0.43
315,2018-06-10 21:06:46,10.46,0.47
316,2018-06-10 21:07:46,10.29,0.51
317,2018-06-10 21:08:46,10.16,0.47
318,2018-06-10 21:09:46,10.16,0.47
319,2018-06-10 21:10:46,10.08,0.43
320,2018-06-10 21:11:46,10.04,0.47
321,2018-06-10 21:12:46,10.04,0.51
322,2018-06-10 21:13:46,10.04,0.47
323,2018-06-10 21:14:46,9.95,0.51
324,2018-06-10 21:15:46,9.91,0.43
325,2018-06-10 21:16:46,9.74,0.47
326,2018-06-10 21:17:46,9.61,0.43
327,2018-06-10 21:18:46,9.35,0.43
328,2018-06-10 21:19:46,9.35,0.43
329,2018-06-10 21:20:46,9.44,0.43
330,2018-06-10 21:21:46,9.39,0.43
331,2018-06-10 21:22:46,9.39,0.43
332,2018-06-10 21:23:46,9.39,0.43
333,2018-06-10 21:24:46,9.35,0.43
334,2018-06-10 21:25:46,9.52,0.43
335,2018-06-10 21:26:46,9.52,0.43
336,2018-06-10 21:27:46,9.52,0.38
337,2018-06-10 21:28:46,9.44,0.38
338,2018-06-10 21:29:46,9.31,0.34
339,2018-06-10 21:30:46,9.26,0.43
340,2018-06-10 21:31:46,9.14,0.43
341,2018-06-10 21:32:46,9.35,0.43
342,2018-06-10 21:33:46,9.52,0.38
343,2018-06-10 21:34:46,9.61,0.38
344,2018-06-10 21:35:46,9.69,0.38
345,2018-06-10 21:36:46,9.86,0.43
346,2018-06-10 21:37:46,10.08,0.38
347,2018-06-10 21:38:46,10.25,0.38
348,2018-06-10 21:39:46,10.55,0.43
349,2018-06-10 21:40:46,10.81,0.43
350,2018-06-10 21:41:46,10.94,0.34
351,2018-06-10 21:42:46,10.77,0.38
352,2018-06-10 21:43:46,10.64,0.43
353,2018-06-10 21:44:46,10.55,0.34
354,2018-06-10 21:45:46,10.42,0.34
355,2018-06-10 21:46:46,10.34,0.34
356,2018-06-10 21:47:46,10.16,0.34
357,2018-06-10 21:48:46,9.61,0.38
358,2018-06-10 21:49:46,9.31,0.34
359,2018-06-10 21:50:46,9.05,0.34
360,2018-06-10 21:51:46,8.92,0.34
361,2018-06-10 21:52:46,8.75,0.34
362,2018-06-10 21:53:46,8.88,0.34
363,2018-06-10 21:54:46,8.83,0.30
364,2018-06-10 21:55:46,8.83,0.34
365,2018-06-10 21:56:46,8.83,0.34
366,2018-06-10 21:57:46,8.79,0.34
367,2018-06-10 21:58:46,8.71,0.30
368,2018-06-10 21:59:46,8.62,0.38
369,2018-06-10 22:00:46,8.58,0.34
370,2018-06-10 22:01:46,8.71,0.34
371,2018-06-10 22:02:46,8.83,0.30
372,2018-06-10 22:03:46,8.79,0.38
373,2018-06-10 22:04:46,8.58,0.34
374,2018-06-10 22:05:46,8.62,0.30
375,2018-06-10 22:06:46,8.49,0.34
376,2018-06-10 22:07:46,8.28,0.34
377,2018-06-10 22:08:46,8.23,0.30
378,2018-06-10 22:09:46,8.19,0.30
379,2018-06-10 22:10:46,8.15,0.30
380,2018-06-10 22:11:46,8.11,0.34
381,2018-06-10 22:12:46,7.98,0.34
382,2018-06-10 22:13:46,7.89,0.30
383,2018-06-10 22:14:46,7.76,0.30
384,2018-06-10 22:15:46,7.76,0.25
385,2018-06-10 22:16:46,7.76,0.34
386,2018-06-10 22:17:46,7.76,0.34
387,2018-06-10 22:18:46,7.68,0.25
388,2018-06-10 22:19:46,7.68,0.30
389,2018-06-10 22:20:46,7.72,0.30
390,2018-06-10 22:21:46,7.93,0.34
391,2018-06-10 22:22:46,7.89,0.34
392,2018-06-10 22:23:46,7.81,0.34
393,2018-06-10 22:24:46,7.85,0.34
394,2018-06-10 22:25:46,7.89,0.34
395,2018-06-10 22:26:46,7.93,0.38
396,2018-06-10 22:27:46,7.81,0.34
397,2018-06-10 22:28:46,7.76,0.38
398,2018-06-10 22:29:46,7.68,0.34
399,2018-06-10 22:30:46,7.63,0.34
400,2018-06-10 22:31:46,7.55,0.34
401,2018-06-10 22:32:46,7.55,0.30
402,2018-06-10 22:33:46,7.46,0.30
403,2018-06-10 22:34:46,7.42,0.25
404,2018-06-10 22:35:46,7.50,0.30
405,2018-06-10 22:36:46,7.55,0.30
406,2018-06-10 22:37:46,7.63,0.30
407,2018-06-10 22:38:46,7.46,0.30
408,2018-06-10 22:39:46,7.46,0.25
409,2018-06-10 22:40:46,7.42,0.25
410,2018-06-10 22:41:46,7.20,0.30
411,2018-06-10 22:42:46,7.25,0.25
412,2018-06-10 22:43:46,7.12,0.25
413,2018-06-10 22:44:46,7.08,0.25
414,2018-06-10 22:45:46,7.08,0.30
415,2018-06-10 22:46:46,7.08,0.30
416,2018-06-10 22:47:46,7.20,0.30
417,2018-06-10 22:48:46,7.38,0.30
418,2018-06-10 22:49:46,7.33,0.30
419,2018-06-10 22:50:46,7.20,0.25
420,2018-06-10 22:51:46,7.25,0.25
421,2018-06-10 22:52:46,7.20,0.25
422,2018-06-10 22:53:46,7.16,0.25
423,2018-06-10 22:54:46,7.08,0.25
424,2018-06-10 22:55:46,7.25,0.30
425,2018-06-10 22:56:46,7.25,0.30
426,2018-06-10 22:57:46,7.42,0.25
427,2018-06-10 22:58:46,7.33,0.25
428,2018-06-10 22:59:46,7.16,0.25
429,2018-06-10 23:00:46,6.99,0.25
430,2018-06-10 23:01:46,6.90,0.21
431,2018-06-10 23:02:46,6.99,0.25
432,2018-06-10 23:03:46,6.82,0.30
433,2018-06-10 23:04:46,6.86,0.25
434,2018-06-10 23:05:46,6.82,0.30
435,2018-06-10 23:06:46,6.90,0.25
436,2018-06-10 23:07:46,6.82,0.25
437,2018-06-10 23:08:46,6.90,0.21
438,2018-06-10 23:09:46,6.99,0.25
439,2018-06-10 23:10:46,6.86,0.25
440,2018-06-10 23:11:46,6.69,0.25
441,2018-06-10 23:12:46,6.56,0.25
442,2018-06-10 23:13:46,6.56,0.25
443,2018-06-10 23:14:46,6.60,0.21
444,2018-06-10 23:15:46,6.56,0.21
445,2018-06-10 23:16:46,6.60,0.17
446,2018-06-10 23:17:46,6.65,0.21
447,2018-06-10 23:18:46,6.73,0.21
448,2018-06-10 23:19:46,6.90,0.21
449,2018-06-10 23:20:46,6.90,0.25
450,2018-06-10 23:21:46,6.95,0.21
451,2018-06-10 23:22:46,6.95,0.21
452,2018-06-10 23:23:46,6.73,0.21
453,2018-06-10 23:24:46,6.73,0.21
454,2018-06-10 23:25:46,6.73,0.17
455,2018-06-10 23:26:46,6.69,0.21
456,2018-06-10 23:27:46,6.60,0.21
457,2018-06-10 23:28:46,6.60,0.21
458,2018-06-10 23:29:46,6.56,0.17
459,2018-06-10 23:30:46,6.39,0.21
460,2018-06-10 23:31:46,6.43,0.21
461,2018-06-10 23:32:46,6.43,0.17
462,2018-06-10 23:33:46,6.39,0.17
463,2018-06-10 23:34:46,6.35,0.13
464,2018-06-10 23:35:46,6.30,0.21
465,2018-06-10 23:36:46,6.26,0.21
466,2018-06-10 23:37:46,6.35,0.17
467,2018-06-10 23:38:46,6.39,0.17
468,2018-06-10 23:39:46,6.35,0.21
469,2018-06-10 23:40:46,6.17,0.17
470,2018-06-10 23:41:46,6.17,0.17
471,2018-06-10 23:42:46,6.26,0.17
472,2018-06-10 23:43:46,5.96,0.21
473,2018-06-10 23:44:46,6.13,0.17
474,2018-06-10 23:45:46,6.26,0.17
475,2018-06-10 23:46:46,6.22,0.17
476,2018-06-10 23:47:46,6.17,0.21
477,2018-06-10 23:48:46,6.17,0.21
478,2018-06-10 23:49:46,6.17,0.17
479,2018-06-10 23:50:46,6.22,0.17
480,2018-06-10 23:51:46,6.05,0.13
481,2018-06-10 23:52:46,6.05,0.21
482,2018-06-10 23:53:46,6.13,0.17
483,2018-06-10 23:54:46,6.17,0.17
484,2018-06-10 23:55:46,6.17,0.17
485,2018-06-10 23:56:46,6.22,0.21
486,2018-06-10 23:57:46,6.26,0.17
487,2018-06-10 23:58:46,6.22,0.17
488,2018-06-10 23:59:46,6.22,0.21
489,2018-06-11 0:00:46,6.09,0.25
490,2018-06-11 0:01:46,6.00,0.21
491,2018-06-11 0:02:46,5.96,0.25
492,2018-06-11 0:03:46,5.79,0.21
493,2018-06-11 0:04:46,5.57,0.17
494,2018-06-11 0:05:46,5.40,0.13
495,2018-06-11 0:06:46,5.45,0.17
496,2018-06-11 0:07:46,5.49,0.25
497,2018-06-11 0:08:46,5.57,0.17
498,2018-06-11 0:09:46,5.70,0.17
499,2018-06-11 0:10:46,5.96,0.21
500,2018-06-11 0:11:46,6.13,0.21
501,2018-06-11 0:12:46,6.17,0.17
502,2018-06-11 0:13:46,5.96,0.21
503,2018-06-11 0:14:46,5.87,0.13
504,2018-06-11 0:15:46,5.79,0.21
505,2018-06-11 0:16:46,5.75,0.17
506,2018-06-11 0:17:46,5.83,0.21
507,2018-06-11 0:18:46,5.75,0.17
508,2018-06-11 0:19:46,5.53,0.17
509,2018-06-11 0:20:46,5.40,0.17
510,2018-06-11 0:21:46,5.32,0.21
511,2018-06-11 0:22:46,5.23,0.17
512,2018-06-11 0:23:46,5.27,0.17
513,2018-06-11 0:24:46,5.40,0.17
514,2018-06-11 0:25:46,5.45,0.17
515,2018-06-11 0:26:46,5.57,0.21
516,2018-06-11 0:27:46,5.57,0.17
517,2018-06-11 0:28:46,5.53,0.17
518,2018-06-11 0:29:46,5.45,0.21
519,2018-06-11 0:30:46,5.45,0.17
520,2018-06-11 0:31:46,5.49,0.17
521,2018-06-11 0:32:46,5.49,0.21
522,2018-06-11 0:33:46,5.66,0.21
523,2018-06-11 0:34:46,5.66,0.17
524,2018-06-11 0:35:46,5.57,0.21
525,2018-06-11 0:36:46,5.45,0.17
526,2018-06-11 0:37:46,5.45,0.17
527,2018-06-11 0:38:46,5.45,0.17
528,2018-06-11 0:39:46,5.49,0.21
529,2018-06-11 0:40:46,5.57,0.21
530,2018-06-11 0:41:46,5.70,0.21
531,2018-06-11 0:42:46,5.53,0.17
532,2018-06-11 0:43:46,5.57,0.17
533,2018-06-11 0:44:46,5.36,0.17
534,2018-06-11 0:45:46,5.10,0.17
535,2018-06-11 0:46:46,5.06,0.21
536,2018-06-11 0:47:46,5.15,0.21
537,2018-06-11 0:48:46,5.15,0.13
538,2018-06-11 0:49:46,5.19,0.17
539,2018-06-11 0:50:46,5.23,0.21
540,2018-06-11 0:51:46,5.36,0.17
541,2018-06-11 0:52:46,5.27,0.21
542,2018-06-11 0:53:46,5.45,0.21
543,2018-06-11 0:54:46,5.36,0.17
544,2018-06-11 0:55:46,5.19,0.21
545,2018-06-11 0:56:46,5.15,0.17
546,2018-06-11 0:57:46,5.19,0.17
547,2018-06-11 0:58:46,5.15,0.17
548,2018-06-11 0:59:46,5.23,0.21
549,2018-06-11 1:00:46,5.15,0.17
550,2018-06-11 1:01:46,5.15,0.17
551,2018-06-11 1:02:46,5.06,0.21
552,2018-06-11 1:03:46,5.06,0.17
553,2018-06-11 1:04:46,5.02,0.17
554,2018-06-11 1:05:46,4.93,0.21
555,2018-06-11 1:06:46,4.93,0.17
556,2018-06-11 1:07:46,4.93,0.21
557,2018-06-11 1:08:46,5.10,0.17
558,2018-06-11 1:09:46,5.06,0.25
559,2018-06-11 1:10:46,5.02,0.17
560,2018-06-11 1:11:46,5.02,0.17
561,2018-06-11 1:12:46,5.10,0.17
562,2018-06-11 1:13:46,5.15,0.17
563,2018-06-11 1:14:46,5.19,0.17
564,2018-06-11 1:15:46,5.19,0.17
565,2018-06-11 1:16:46,5.02,0.17
566,2018-06-11 1:17:46,4.97,0.17
567,2018-06-11 1:18:46,4.97,0.17
568,2018-06-11 1:19:46,4.89,0.17
569,2018-06-11 1:20:46,4.84,0.17
570,2018-06-11 1:21:46,4.72,0.17
571,2018-06-11 1:22:46,4.67,0.21
572,2018-06-11 1:23:46,4.63,0.17
573,2018-06-11 1:24:46,4.67,0.17
574,2018-06-11 1:25:46,4.80,0.17
575,2018-06-11 1:26:46,4.76,0.21
576,2018-06-11 1:27:46,4.76,0.21
577,2018-06-11 1:28:46,4.67,0.17
578,2018-06-11 1:29:46,4.67,0.17
579,2018-06-11 1:30:46,4.59,0.17
580,2018-06-11 1:31:46,4.72,0.21
581,2018-06-11 1:32:46,4.67,0.21
582,2018-06-11 1:33:46,4.63,0.13
583,2018-06-11 1:34:46,4.37,0.17
584,2018-06-11 1:35:46,4.29,0.17
585,2018-06-11 1:36:46,4.20,0.17
586,2018-06-11 1:37:46,4.16,0.17
587,2018-06-11 1:38:46,4.03,0.17
588,2018-06-11 1:39:46,4.03,0.17
589,2018-06-11 1:40:46,4.03,0.17
590,2018-06-11 1:41:46,3.99,0.21
591,2018-06-11 1:42:46,4.03,0.17
592,2018-06-11 1:43:46,3.99,0.17
593,2018-06-11 1:44:46,3.90,0.17
594,2018-06-11 1:45:46,3.73,0.17
595,2018-06-11 1:46:46,3.69,0.13
596,2018-06-11 1:47:46,3.73,0.17
597,2018-06-11 1:48:46,3.64,0.17
598,2018-06-11 1:49:46,3.69,0.17
599,2018-06-11 1:50:46,3.64,0.13
600,2018-06-11 1:51:46,3.60,0.13
601,2018-06-11 1:52:46,3.56,0.17
602,2018-06-11 1:53:46,3.56,0.17
603,2018-06-11 1:54:46,3.69,0.17
604,2018-06-11 1:55:46,3.82,0.13
605,2018-06-11 1:56:46,3.82,0.13
606,2018-06-11 1:57:46,3.90,0.17
