Plot Title: 20366934,,foam between,foam air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
4164,2018-06-13 13:16:29,27.32,26.17
4165,2018-06-13 13:17:29,27.02,25.99
4166,2018-06-13 13:18:29,26.85,25.74
4167,2018-06-13 13:19:29,26.60,25.65
4168,2018-06-13 13:20:29,26.38,25.74
4169,2018-06-13 13:21:29,26.17,25.87
4170,2018-06-13 13:22:29,25.95,25.87
4171,2018-06-13 13:23:29,25.74,25.95
4172,2018-06-13 13:24:29,25.52,25.61
4173,2018-06-13 13:25:29,25.35,25.69
4174,2018-06-13 13:26:29,25.09,25.52
4175,2018-06-13 13:27:29,24.92,25.39
4176,2018-06-13 13:28:29,24.71,25.31
4177,2018-06-13 13:29:29,24.49,25.05
4178,2018-06-13 13:30:29,24.32,25.09
4179,2018-06-13 13:31:29,24.11,25.01
4180,2018-06-13 13:32:29,23.89,24.97
4181,2018-06-13 13:33:29,23.64,24.71
4182,2018-06-13 13:34:29,23.51,24.58
4183,2018-06-13 13:35:29,23.25,24.66
4184,2018-06-13 13:36:29,23.08,24.75
4185,2018-06-13 13:37:29,22.86,24.88
4186,2018-06-13 13:38:29,22.65,25.14
4187,2018-06-13 13:39:29,22.48,25.74
4188,2018-06-13 13:40:29,22.31,26.12
4189,2018-06-13 13:41:29,22.09,26.34
4190,2018-06-13 13:42:29,21.92,26.47
4191,2018-06-13 13:43:29,21.79,26.72
4192,2018-06-13 13:44:29,21.66,26.90
4193,2018-06-13 13:45:29,21.49,26.68
4194,2018-06-13 13:46:29,21.45,26.77
4195,2018-06-13 13:47:29,21.32,26.55
4196,2018-06-13 13:48:29,21.23,26.90
4197,2018-06-13 13:49:29,21.19,26.90
4198,2018-06-13 13:50:29,21.10,26.72
4199,2018-06-13 13:51:29,21.02,26.64
4200,2018-06-13 13:52:29,21.02,26.47
4201,2018-06-13 13:53:29,20.98,26.30
4202,2018-06-13 13:54:29,20.93,26.30
4203,2018-06-13 13:55:29,20.89,26.30
4204,2018-06-13 13:56:29,20.85,26.04
4205,2018-06-13 13:57:29,20.80,26.17
4206,2018-06-13 13:58:29,20.76,26.34
4207,2018-06-13 13:59:29,20.76,26.64
4208,2018-06-13 14:00:29,20.72,26.55
4209,2018-06-13 14:01:29,20.68,26.94
4210,2018-06-13 14:02:29,20.63,26.94
4211,2018-06-13 14:03:29,20.63,26.98
4212,2018-06-13 14:04:29,20.59,27.24
4213,2018-06-13 14:05:29,20.59,27.63
4214,2018-06-13 14:06:29,20.55,27.45
4215,2018-06-13 14:07:29,20.55,27.75
4216,2018-06-13 14:08:29,20.59,27.80
4217,2018-06-13 14:09:29,20.59,28.18
4218,2018-06-13 14:10:29,20.59,28.44
4219,2018-06-13 14:11:29,20.63,29.51
4220,2018-06-13 14:12:29,20.72,29.90
4221,2018-06-13 14:13:29,20.76,29.81
4222,2018-06-13 14:14:29,20.85,29.68
4223,2018-06-13 14:15:29,20.85,30.28
4224,2018-06-13 14:16:29,20.98,29.94
4225,2018-06-13 14:17:29,21.10,29.26
4226,2018-06-13 14:18:29,21.23,29.34
4227,2018-06-13 14:19:29,21.32,30.54
4228,2018-06-13 14:20:29,21.45,30.63
4229,2018-06-13 14:21:29,21.53,29.60
4230,2018-06-13 14:22:29,21.70,28.91
4231,2018-06-13 14:23:29,21.88,28.74
4232,2018-06-13 14:24:29,22.01,28.74
4233,2018-06-13 14:25:29,22.13,30.41
4234,2018-06-13 14:26:29,22.35,30.67
4235,2018-06-13 14:27:29,22.48,29.73
4236,2018-06-13 14:28:29,22.65,29.73
4237,2018-06-13 14:29:29,22.73,29.64
4238,2018-06-13 14:30:29,22.91,29.60
4239,2018-06-13 14:31:29,23.12,31.57
4240,2018-06-13 14:32:29,23.25,31.57
4241,2018-06-13 14:33:29,23.38,32.73
4242,2018-06-13 14:34:29,23.51,33.97
4243,2018-06-13 14:35:29,23.55,34.27
4244,2018-06-13 14:36:29,23.72,34.96
4245,2018-06-13 14:37:29,23.94,34.45
4246,2018-06-13 14:38:29,24.11,33.85
4247,2018-06-13 14:39:29,24.32,34.19
4248,2018-06-13 14:40:29,24.58,32.82
4249,2018-06-13 14:41:29,24.84,32.34
4250,2018-06-13 14:42:29,25.18,33.59
4251,2018-06-13 14:43:29,25.52,34.19
4252,2018-06-13 14:44:29,25.87,33.67
4253,2018-06-13 14:45:29,26.25,33.29
4254,2018-06-13 14:46:29,26.60,34.79
4255,2018-06-13 14:47:29,26.94,36.29
4256,2018-06-13 14:48:29,27.28,36.46
4257,2018-06-13 14:49:29,27.67,35.09
4258,2018-06-13 14:50:29,28.05,34.66
4259,2018-06-13 14:51:29,28.44,34.57
4260,2018-06-13 14:52:29,28.78,34.88
4261,2018-06-13 14:53:29,29.13,36.25
4262,2018-06-13 14:54:29,29.47,35.39
4263,2018-06-13 14:55:29,29.86,32.00
4264,2018-06-13 14:56:29,30.16,30.89
4265,2018-06-13 14:57:29,30.54,30.24
4266,2018-06-13 14:58:29,30.80,31.87
4267,2018-06-13 14:59:29,31.06,32.04
4268,2018-06-13 15:00:29,31.27,34.83
4269,2018-06-13 15:01:29,31.49,35.09
4270,2018-06-13 15:02:29,31.66,33.29
4271,2018-06-13 15:03:29,31.79,33.72
4272,2018-06-13 15:04:29,31.96,34.70
4273,2018-06-13 15:05:29,32.17,34.49
4274,2018-06-13 15:06:29,32.34,33.25
4275,2018-06-13 15:07:29,32.52,30.71
4276,2018-06-13 15:08:29,32.73,29.30
4277,2018-06-13 15:09:29,32.90,29.34
4278,2018-06-13 15:10:29,33.07,31.87
4279,2018-06-13 15:11:29,33.20,33.67
4280,2018-06-13 15:12:29,33.29,32.17
4281,2018-06-13 15:13:29,33.33,31.23
4282,2018-06-13 15:14:29,33.42,31.87
4283,2018-06-13 15:15:29,33.46,32.60
4284,2018-06-13 15:16:29,33.50,32.94
4285,2018-06-13 15:17:29,33.55,32.69
4286,2018-06-13 15:18:29,33.55,32.13
4287,2018-06-13 15:19:29,33.59,31.10
4288,2018-06-13 15:20:29,33.59,29.81
4289,2018-06-13 15:21:29,33.63,31.23
4290,2018-06-13 15:22:29,33.63,32.34
4291,2018-06-13 15:23:29,33.63,31.66
4292,2018-06-13 15:24:29,33.63,30.16
4293,2018-06-13 15:25:29,33.55,30.11
4294,2018-06-13 15:26:29,33.59,29.21
4295,2018-06-13 15:27:29,33.59,30.89
4296,2018-06-13 15:28:29,33.55,31.83
4297,2018-06-13 15:29:29,33.46,31.61
4298,2018-06-13 15:30:29,33.42,30.76
4299,2018-06-13 15:31:29,33.33,30.63
4300,2018-06-13 15:32:29,33.33,30.16
4301,2018-06-13 15:33:29,33.20,29.34
4302,2018-06-13 15:34:29,33.12,28.78
4303,2018-06-13 15:35:29,33.07,28.27
4304,2018-06-13 15:36:29,32.94,28.35
4305,2018-06-13 15:37:29,32.77,28.53
4306,2018-06-13 15:38:29,32.60,28.40
4307,2018-06-13 15:39:29,32.43,28.31
4308,2018-06-13 15:40:29,32.30,27.58
4309,2018-06-13 15:41:29,32.09,27.50
4310,2018-06-13 15:42:29,31.83,27.20
4311,2018-06-13 15:43:29,31.66,27.02
4312,2018-06-13 15:44:29,31.36,26.90
4313,2018-06-13 15:45:29,31.14,27.41
4314,2018-06-13 15:46:29,30.89,26.94
4315,2018-06-13 15:47:29,30.67,27.15
4316,2018-06-13 15:48:29,30.46,27.07
4317,2018-06-13 15:49:29,30.20,26.98
4318,2018-06-13 15:50:29,29.90,26.98
4319,2018-06-13 15:51:29,29.68,26.85
4320,2018-06-13 15:52:29,29.43,27.07
4321,2018-06-13 15:53:29,29.21,26.72
4322,2018-06-13 15:54:29,28.91,26.90
4323,2018-06-13 15:55:29,28.65,27.02
4324,2018-06-13 15:56:29,28.44,27.24
4325,2018-06-13 15:57:29,28.23,26.60
4326,2018-06-13 15:58:29,27.93,26.51
4327,2018-06-13 15:59:29,27.75,26.42
4328,2018-06-13 16:00:29,27.45,26.30
4329,2018-06-13 16:01:29,27.28,26.25
4330,2018-06-13 16:02:29,27.02,26.38
4331,2018-06-13 16:03:29,26.81,26.68
4332,2018-06-13 16:04:29,26.68,26.98
4333,2018-06-13 16:05:29,26.42,27.28
4334,2018-06-13 16:06:29,26.25,27.32
4335,2018-06-13 16:07:29,26.04,27.67
4336,2018-06-13 16:08:29,25.91,28.65
4337,2018-06-13 16:09:29,25.78,29.34
4338,2018-06-13 16:10:29,25.65,28.83
4339,2018-06-13 16:11:29,25.52,29.56
4340,2018-06-13 16:12:29,25.39,28.74
4341,2018-06-13 16:13:29,25.31,27.80
4342,2018-06-13 16:14:29,25.22,27.75
4343,2018-06-13 16:15:29,25.22,27.54
4344,2018-06-13 16:16:29,25.18,27.71
4345,2018-06-13 16:17:29,25.14,27.32
4346,2018-06-13 16:18:29,25.09,27.32
4347,2018-06-13 16:19:29,25.09,27.63
4348,2018-06-13 16:20:29,25.01,27.15
4349,2018-06-13 16:21:29,24.97,27.20
4350,2018-06-13 16:22:29,24.92,27.15
4351,2018-06-13 16:23:29,24.88,27.24
4352,2018-06-13 16:24:29,24.88,27.37
4353,2018-06-13 16:25:29,24.84,27.71
4354,2018-06-13 16:26:29,24.79,26.81
4355,2018-06-13 16:27:29,24.71,26.25
4356,2018-06-13 16:28:29,24.62,26.21
4357,2018-06-13 16:29:29,24.58,26.12
4358,2018-06-13 16:30:29,24.54,25.78
4359,2018-06-13 16:31:29,24.45,25.65
4360,2018-06-13 16:32:29,24.49,25.69
4361,2018-06-13 16:33:29,24.36,25.91
4362,2018-06-13 16:34:29,24.24,25.52
4363,2018-06-13 16:35:29,24.19,25.48
4364,2018-06-13 16:36:29,24.06,25.31
4365,2018-06-13 16:37:29,23.98,25.35
4366,2018-06-13 16:38:29,23.85,25.27
4367,2018-06-13 16:39:29,23.76,25.27
4368,2018-06-13 16:40:29,23.59,25.57
4369,2018-06-13 16:41:29,23.55,25.39
4370,2018-06-13 16:42:29,23.42,25.61
4371,2018-06-13 16:43:29,23.34,26.04
4372,2018-06-13 16:44:29,23.16,26.12
4373,2018-06-13 16:45:29,23.12,25.87
4374,2018-06-13 16:46:29,22.99,25.61
4375,2018-06-13 16:47:29,22.91,25.69
4376,2018-06-13 16:48:29,22.82,25.65
4377,2018-06-13 16:49:29,22.69,25.99
4378,2018-06-13 16:50:29,22.65,25.35
4379,2018-06-13 16:51:29,22.56,25.52
4380,2018-06-13 16:52:29,22.52,25.48
4381,2018-06-13 16:53:29,22.48,25.48
4382,2018-06-13 16:54:29,22.39,25.69
4383,2018-06-13 16:55:29,22.35,25.31
4384,2018-06-13 16:56:29,22.31,25.22
4385,2018-06-13 16:57:29,22.31,25.14
4386,2018-06-13 16:58:29,22.26,24.88
4387,2018-06-13 16:59:29,22.22,24.75
4388,2018-06-13 17:00:29,22.18,25.14
4389,2018-06-13 17:01:29,22.18,24.92
4390,2018-06-13 17:02:29,22.13,25.18
4391,2018-06-13 17:03:29,22.09,24.75
4392,2018-06-13 17:04:29,22.05,24.49
4393,2018-06-13 17:05:29,22.01,24.15
4394,2018-06-13 17:06:29,22.01,23.98
4395,2018-06-13 17:07:29,21.83,23.81
4396,2018-06-13 17:08:29,21.83,23.76
4397,2018-06-13 17:09:29,21.79,23.85
4398,2018-06-13 17:10:29,21.75,23.89
4399,2018-06-13 17:11:29,21.66,23.68
4400,2018-06-13 17:12:29,21.58,23.72
4401,2018-06-13 17:13:29,21.49,23.64
4402,2018-06-13 17:14:29,21.40,23.42
4403,2018-06-13 17:15:29,21.32,23.12
4404,2018-06-13 17:16:29,21.23,23.29
4405,2018-06-13 17:17:29,21.19,23.08
4406,2018-06-13 17:18:29,21.06,22.86
4407,2018-06-13 17:19:29,20.98,22.95
4408,2018-06-13 17:20:29,20.93,23.12
4409,2018-06-13 17:21:29,20.76,22.95
4410,2018-06-13 17:22:29,20.68,22.65
4411,2018-06-13 17:23:29,20.55,22.69
4412,2018-06-13 17:24:29,20.50,22.73
4413,2018-06-13 17:25:29,20.37,22.78
4414,2018-06-13 17:26:29,20.20,22.73
4415,2018-06-13 17:27:29,20.12,22.65
4416,2018-06-13 17:28:29,19.99,22.56
4417,2018-06-13 17:29:29,19.90,22.56
4418,2018-06-13 17:30:29,19.82,22.61
4419,2018-06-13 17:31:29,19.69,22.56
4420,2018-06-13 17:32:29,19.60,22.61
4421,2018-06-13 17:33:29,19.47,22.52
4422,2018-06-13 17:34:29,19.39,22.35
4423,2018-06-13 17:35:29,19.30,22.48
4424,2018-06-13 17:36:29,19.22,22.43
4425,2018-06-13 17:37:29,19.13,22.35
4426,2018-06-13 17:38:29,19.09,21.70
4427,2018-06-13 17:39:29,18.96,21.32
4428,2018-06-13 17:40:29,18.87,21.19
4429,2018-06-13 17:41:29,18.83,20.98
4430,2018-06-13 17:42:29,18.74,20.50
4431,2018-06-13 17:43:29,18.66,20.20
4432,2018-06-13 17:44:29,18.57,20.25
4433,2018-06-13 17:45:29,18.49,20.37
4434,2018-06-13 17:46:29,18.40,20.33
4435,2018-06-13 17:47:29,18.32,20.33
4436,2018-06-13 17:48:29,18.19,20.29
4437,2018-06-13 17:49:29,18.10,20.33
4438,2018-06-13 17:50:29,17.93,20.46
4439,2018-06-13 17:51:29,17.89,20.37
4440,2018-06-13 17:52:29,17.76,20.42
4441,2018-06-13 17:53:29,17.59,20.42
4442,2018-06-13 17:54:29,17.46,20.42
4443,2018-06-13 17:55:29,17.37,20.37
4444,2018-06-13 17:56:29,17.24,20.42
4445,2018-06-13 17:57:29,17.07,20.50
4446,2018-06-13 17:58:29,16.94,20.42
4447,2018-06-13 17:59:29,16.77,20.46
4448,2018-06-13 18:00:29,16.69,20.46
4449,2018-06-13 18:01:29,16.51,20.63
4450,2018-06-13 18:02:29,16.34,20.63
4451,2018-06-13 18:03:29,16.26,20.55
4452,2018-06-13 18:04:29,16.13,20.37
4453,2018-06-13 18:05:29,16.00,20.16
4454,2018-06-13 18:06:29,15.87,20.03
4455,2018-06-13 18:07:29,15.66,19.90
4456,2018-06-13 18:08:29,15.66,19.86
4457,2018-06-13 18:09:29,15.48,19.95
4458,2018-06-13 18:10:29,15.36,19.95
4459,2018-06-13 18:11:29,15.27,19.99
4460,2018-06-13 18:12:29,15.14,19.99
4461,2018-06-13 18:13:29,15.01,20.07
4462,2018-06-13 18:14:29,14.97,20.03
4463,2018-06-13 18:15:29,14.84,19.95
4464,2018-06-13 18:16:29,14.75,20.07
4465,2018-06-13 18:17:29,14.63,20.03
4466,2018-06-13 18:18:29,14.54,20.16
4467,2018-06-13 18:19:29,14.45,20.12
4468,2018-06-13 18:20:29,14.37,20.12
4469,2018-06-13 18:21:29,14.28,20.16
4470,2018-06-13 18:22:29,14.15,20.12
4471,2018-06-13 18:23:29,14.11,20.20
4472,2018-06-13 18:24:29,14.03,20.20
4473,2018-06-13 18:25:29,13.94,20.20
4474,2018-06-13 18:26:29,13.85,20.20
4475,2018-06-13 18:27:29,13.81,20.16
4476,2018-06-13 18:28:29,13.73,20.25
4477,2018-06-13 18:29:29,13.64,20.20
4478,2018-06-13 18:30:29,13.60,20.12
4479,2018-06-13 18:31:29,13.55,20.12
4480,2018-06-13 18:32:29,13.47,20.12
4481,2018-06-13 18:33:29,13.43,20.16
4482,2018-06-13 18:34:29,13.38,20.16
4483,2018-06-13 18:35:29,13.30,20.16
4484,2018-06-13 18:36:29,13.25,20.16
4485,2018-06-13 18:37:29,13.17,20.16
4486,2018-06-13 18:38:29,13.08,20.20
4487,2018-06-13 18:39:29,13.12,20.16
4488,2018-06-13 18:40:29,13.04,20.25
4489,2018-06-13 18:41:29,13.00,20.20
4490,2018-06-13 18:42:29,12.95,20.20
4491,2018-06-13 18:43:29,12.95,19.13
4492,2018-06-13 18:44:29,12.87,18.62
4493,2018-06-13 18:45:29,12.82,18.36
4494,2018-06-13 18:46:29,12.82,18.27
4495,2018-06-13 18:47:29,12.78,18.19
4496,2018-06-13 18:48:29,12.65,18.19
4497,2018-06-13 18:49:29,12.65,18.10
4498,2018-06-13 18:50:29,12.65,18.10
4499,2018-06-13 18:51:29,12.65,18.14
4500,2018-06-13 18:52:29,12.61,18.10
4501,2018-06-13 18:53:29,12.57,18.10
4502,2018-06-13 18:54:29,12.57,18.19
4503,2018-06-13 18:55:29,12.48,18.23
4504,2018-06-13 18:56:29,12.52,18.23
4505,2018-06-13 18:57:29,12.48,18.23
4506,2018-06-13 18:58:29,12.40,18.32
4507,2018-06-13 18:59:29,12.40,18.36
4508,2018-06-13 19:00:29,12.35,18.40
4509,2018-06-13 19:01:29,12.31,18.32
4510,2018-06-13 19:02:29,12.31,18.36
4511,2018-06-13 19:03:29,12.27,18.36
4512,2018-06-13 19:04:29,12.22,18.27
4513,2018-06-13 19:05:29,12.18,18.36
4514,2018-06-13 19:06:29,12.22,18.49
4515,2018-06-13 19:07:29,12.14,18.57
4516,2018-06-13 19:08:29,12.18,18.57
4517,2018-06-13 19:09:29,12.18,18.53
4518,2018-06-13 19:10:29,12.14,18.57
4519,2018-06-13 19:11:29,12.10,18.66
4520,2018-06-13 19:12:29,12.05,18.74
4521,2018-06-13 19:13:29,12.05,18.70
4522,2018-06-13 19:14:29,12.05,18.70
4523,2018-06-13 19:15:29,12.01,18.79
4524,2018-06-13 19:16:29,12.01,18.83
4525,2018-06-13 19:17:29,12.01,18.87
4526,2018-06-13 19:18:29,12.01,18.92
4527,2018-06-13 19:19:29,12.01,18.92
4528,2018-06-13 19:20:29,12.01,18.92
4529,2018-06-13 19:21:29,11.97,19.00
4530,2018-06-13 19:22:29,12.01,19.00
4531,2018-06-13 19:23:29,11.92,19.17
4532,2018-06-13 19:24:29,11.97,19.26
4533,2018-06-13 19:25:29,11.97,19.30
4534,2018-06-13 19:26:29,11.97,19.30
4535,2018-06-13 19:27:29,11.97,19.35
4536,2018-06-13 19:28:29,11.97,19.43
4537,2018-06-13 19:29:29,11.97,19.52
4538,2018-06-13 19:30:29,11.97,19.69
4539,2018-06-13 19:31:29,11.97,19.65
4540,2018-06-13 19:32:29,11.97,19.73
4541,2018-06-13 19:33:29,11.97,19.65
4542,2018-06-13 19:34:29,12.01,19.73
4543,2018-06-13 19:35:29,11.92,19.73
4544,2018-06-13 19:36:29,12.01,19.73
4545,2018-06-13 19:37:29,11.97,19.77
4546,2018-06-13 19:38:29,11.97,19.73
4547,2018-06-13 19:39:29,12.01,19.77
4548,2018-06-13 19:40:29,11.97,19.82
4549,2018-06-13 19:41:29,12.01,19.77
4550,2018-06-13 19:42:29,12.01,19.73
4551,2018-06-13 19:43:29,11.97,19.69
4552,2018-06-13 19:44:29,11.97,19.73
4553,2018-06-13 19:45:29,12.01,19.65
4554,2018-06-13 19:46:29,11.97,19.65
4555,2018-06-13 19:47:29,12.01,19.43
4556,2018-06-13 19:48:29,12.01,19.39
4557,2018-06-13 19:49:29,12.01,19.52
4558,2018-06-13 19:50:29,11.97,19.43
4559,2018-06-13 19:51:29,12.01,19.43
4560,2018-06-13 19:52:29,12.01,19.39
4561,2018-06-13 19:53:29,12.01,19.43
4562,2018-06-13 19:54:29,12.05,19.47
4563,2018-06-13 19:55:29,12.01,19.52
4564,2018-06-13 19:56:29,12.05,19.47
4565,2018-06-13 19:57:29,12.01,19.52
4566,2018-06-13 19:58:29,12.01,19.47
4567,2018-06-13 19:59:29,11.97,19.47
4568,2018-06-13 20:00:29,11.97,19.43
4569,2018-06-13 20:01:29,12.01,19.35
4570,2018-06-13 20:02:29,11.92,19.39
4571,2018-06-13 20:03:29,11.97,19.35
4572,2018-06-13 20:04:29,11.92,19.43
4573,2018-06-13 20:05:29,11.97,19.39
4574,2018-06-13 20:06:29,11.88,19.39
4575,2018-06-13 20:07:29,11.88,19.35
4576,2018-06-13 20:08:29,11.84,19.39
4577,2018-06-13 20:09:29,11.79,19.35
4578,2018-06-13 20:10:29,11.79,19.43
4579,2018-06-13 20:11:29,11.79,19.35
4580,2018-06-13 20:12:29,11.75,19.43
4581,2018-06-13 20:13:29,11.71,19.39
4582,2018-06-13 20:14:29,11.71,19.35
4583,2018-06-13 20:15:29,11.71,19.26
4584,2018-06-13 20:16:29,11.71,19.09
4585,2018-06-13 20:17:29,11.67,19.22
4586,2018-06-13 20:18:29,11.67,19.17
4587,2018-06-13 20:19:29,11.67,19.09
4588,2018-06-13 20:20:29,11.62,19.05
4589,2018-06-13 20:21:29,11.62,19.17
4590,2018-06-13 20:22:29,11.62,19.17
4591,2018-06-13 20:23:29,11.58,18.96
4592,2018-06-13 20:24:29,11.54,19.00
4593,2018-06-13 20:25:29,11.54,18.79
4594,2018-06-13 20:26:29,11.54,18.74
4595,2018-06-13 20:27:29,11.49,18.74
4596,2018-06-13 20:28:29,11.45,18.79
4597,2018-06-13 20:29:29,11.45,18.96
4598,2018-06-13 20:30:29,11.41,18.83
4599,2018-06-13 20:31:29,11.37,18.79
4600,2018-06-13 20:32:29,11.37,18.74
4601,2018-06-13 20:33:29,11.28,18.83
4602,2018-06-13 20:34:29,11.32,18.87
4603,2018-06-13 20:35:29,11.28,18.87
4604,2018-06-13 20:36:29,11.24,18.87
4605,2018-06-13 20:37:29,11.24,18.79
4606,2018-06-13 20:38:29,11.19,18.87
4607,2018-06-13 20:39:29,11.11,18.87
4608,2018-06-13 20:40:29,11.11,19.05
4609,2018-06-13 20:41:29,11.11,19.00
4610,2018-06-13 20:42:29,11.11,18.87
4611,2018-06-13 20:43:29,11.07,18.92
4612,2018-06-13 20:44:29,11.02,18.92
4613,2018-06-13 20:45:29,11.02,18.96
4614,2018-06-13 20:46:29,10.98,19.05
4615,2018-06-13 20:47:29,11.02,19.05
4616,2018-06-13 20:48:29,10.94,18.96
4617,2018-06-13 20:49:29,10.94,18.96
4618,2018-06-13 20:50:29,10.94,18.92
4619,2018-06-13 20:51:29,10.94,18.96
4620,2018-06-13 20:52:29,10.89,18.92
4621,2018-06-13 20:53:29,10.85,18.92
4622,2018-06-13 20:54:29,10.81,18.92
4623,2018-06-13 20:55:29,10.85,18.92
4624,2018-06-13 20:56:29,10.81,18.96
4625,2018-06-13 20:57:29,10.81,18.92
4626,2018-06-13 20:58:29,10.77,18.92
4627,2018-06-13 20:59:29,10.68,19.05
4628,2018-06-13 21:00:29,10.72,18.96
4629,2018-06-13 21:01:29,10.72,18.96
4630,2018-06-13 21:02:29,10.72,18.92
4631,2018-06-13 21:03:29,10.68,19.00
4632,2018-06-13 21:04:29,10.64,18.96
4633,2018-06-13 21:05:29,10.59,18.92
4634,2018-06-13 21:06:29,10.59,19.05
4635,2018-06-13 21:07:29,10.64,19.05
4636,2018-06-13 21:08:29,10.64,19.00
4637,2018-06-13 21:09:29,10.59,19.09
4638,2018-06-13 21:10:29,10.59,19.05
4639,2018-06-13 21:11:29,10.64,19.00
4640,2018-06-13 21:12:29,10.59,19.00
4641,2018-06-13 21:13:29,10.64,19.00
4642,2018-06-13 21:14:29,10.59,19.05
4643,2018-06-13 21:15:29,10.64,18.87
4644,2018-06-13 21:16:29,10.64,18.32
4645,2018-06-13 21:17:29,10.64,18.06
4646,2018-06-13 21:18:29,10.64,18.02
4647,2018-06-13 21:19:29,10.64,17.84
4648,2018-06-13 21:20:29,10.64,17.63
4649,2018-06-13 21:21:29,10.68,17.59
4650,2018-06-13 21:22:29,10.68,17.63
4651,2018-06-13 21:23:29,10.64,17.63
4652,2018-06-13 21:24:29,10.68,17.54
4653,2018-06-13 21:25:29,10.72,17.54
4654,2018-06-13 21:26:29,10.72,17.50
4655,2018-06-13 21:27:29,10.72,17.46
4656,2018-06-13 21:28:29,10.72,17.54
4657,2018-06-13 21:29:29,10.72,17.41
4658,2018-06-13 21:30:29,10.72,17.41
4659,2018-06-13 21:31:29,10.77,17.41
4660,2018-06-13 21:32:29,10.72,17.46
4661,2018-06-13 21:33:29,10.81,17.46
4662,2018-06-13 21:34:29,10.77,17.50
4663,2018-06-13 21:35:29,10.77,17.41
4664,2018-06-13 21:36:29,10.77,17.46
4665,2018-06-13 21:37:29,10.72,17.46
4666,2018-06-13 21:38:29,10.72,17.50
4667,2018-06-13 21:39:29,10.72,17.50
4668,2018-06-13 21:40:29,10.72,17.46
4669,2018-06-13 21:41:29,10.72,17.50
4670,2018-06-13 21:42:29,10.72,17.50
4671,2018-06-13 21:43:29,10.68,17.50
4672,2018-06-13 21:44:29,10.68,17.50
4673,2018-06-13 21:45:29,10.68,17.50
4674,2018-06-13 21:46:29,10.64,17.46
4675,2018-06-13 21:47:29,10.64,17.50
4676,2018-06-13 21:48:29,10.64,17.41
4677,2018-06-13 21:49:29,10.59,17.46
4678,2018-06-13 21:50:29,10.59,17.41
4679,2018-06-13 21:51:29,10.59,17.37
4680,2018-06-13 21:52:29,10.59,17.41
4681,2018-06-13 21:53:29,10.55,17.37
4682,2018-06-13 21:54:29,10.55,17.29
4683,2018-06-13 21:55:29,10.51,17.33
4684,2018-06-13 21:56:29,10.51,17.29
4685,2018-06-13 21:57:29,10.46,17.33
4686,2018-06-13 21:58:29,10.46,17.33
4687,2018-06-13 21:59:29,10.46,17.29
4688,2018-06-13 22:00:29,10.38,17.33
4689,2018-06-13 22:01:29,10.38,17.29
4690,2018-06-13 22:02:29,10.38,17.29
4691,2018-06-13 22:03:29,10.38,17.29
4692,2018-06-13 22:04:29,10.34,17.33
4693,2018-06-13 22:05:29,10.38,17.29
4694,2018-06-13 22:06:29,10.34,17.37
4695,2018-06-13 22:07:29,10.34,17.33
4696,2018-06-13 22:08:29,10.29,17.29
4697,2018-06-13 22:09:29,10.34,17.29
4698,2018-06-13 22:10:29,10.25,17.33
4699,2018-06-13 22:11:29,10.25,17.20
4700,2018-06-13 22:12:29,10.25,17.29
4701,2018-06-13 22:13:29,10.21,17.33
4702,2018-06-13 22:14:29,10.25,17.29
4703,2018-06-13 22:15:29,10.25,17.33
4704,2018-06-13 22:16:29,10.21,17.37
4705,2018-06-13 22:17:29,10.21,17.33
4706,2018-06-13 22:18:29,10.21,17.33
4707,2018-06-13 22:19:29,10.16,17.29
4708,2018-06-13 22:20:29,10.21,17.33
4709,2018-06-13 22:21:29,10.16,17.29
4710,2018-06-13 22:22:29,10.16,17.33
4711,2018-06-13 22:23:29,10.16,17.33
4712,2018-06-13 22:24:29,10.12,17.33
4713,2018-06-13 22:25:29,10.16,17.33
4714,2018-06-13 22:26:29,10.16,17.41
4715,2018-06-13 22:27:29,10.12,17.37
4716,2018-06-13 22:28:29,10.12,17.33
4717,2018-06-13 22:29:29,10.12,17.41
4718,2018-06-13 22:30:29,10.21,17.41
4719,2018-06-13 22:31:29,10.16,17.37
4720,2018-06-13 22:32:29,10.12,17.37
4721,2018-06-13 22:33:29,10.16,17.37
4722,2018-06-13 22:34:29,10.12,17.41
4723,2018-06-13 22:35:29,10.16,17.33
4724,2018-06-13 22:36:29,10.12,17.37
4725,2018-06-13 22:37:29,10.12,17.33
4726,2018-06-13 22:38:29,10.16,17.33
4727,2018-06-13 22:39:29,10.12,17.33
4728,2018-06-13 22:40:29,10.16,17.33
4729,2018-06-13 22:41:29,10.12,17.33
4730,2018-06-13 22:42:29,10.16,17.33
4731,2018-06-13 22:43:29,10.12,17.33
4732,2018-06-13 22:44:29,10.16,17.29
4733,2018-06-13 22:45:29,10.16,17.33
4734,2018-06-13 22:46:29,10.16,17.33
4735,2018-06-13 22:47:29,10.21,17.33
4736,2018-06-13 22:48:29,10.16,17.29
4737,2018-06-13 22:49:29,10.16,17.37
4738,2018-06-13 22:50:29,10.16,17.24
4739,2018-06-13 22:51:29,10.16,17.29
4740,2018-06-13 22:52:29,10.16,17.29
4741,2018-06-13 22:53:29,10.12,17.24
4742,2018-06-13 22:54:29,10.16,17.20
4743,2018-06-13 22:55:29,10.16,17.16
4744,2018-06-13 22:56:29,10.12,17.24
