Plot Title: 20366934,,foam between,foam air
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
1,2018-06-10 15:53:29,30.46,28.87
2,2018-06-10 15:54:29,30.41,28.23
3,2018-06-10 15:55:29,30.41,27.45
4,2018-06-10 15:56:29,30.37,25.01
5,2018-06-10 15:57:29,30.37,25.35
6,2018-06-10 15:58:29,30.33,25.61
7,2018-06-10 15:59:29,30.33,24.71
8,2018-06-10 16:00:29,30.28,26.21
9,2018-06-10 16:01:29,30.33,24.28
10,2018-06-10 16:02:29,30.24,22.73
11,2018-06-10 16:03:29,30.16,22.26
12,2018-06-10 16:04:29,30.07,22.05
13,2018-06-10 16:05:29,29.94,22.31
14,2018-06-10 16:06:29,29.77,21.40
15,2018-06-10 16:07:29,29.68,21.62
16,2018-06-10 16:08:29,29.47,23.08
17,2018-06-10 16:09:29,29.26,24.32
18,2018-06-10 16:10:29,29.04,25.57
19,2018-06-10 16:11:29,28.83,27.41
20,2018-06-10 16:12:29,28.61,27.97
21,2018-06-10 16:13:29,28.40,28.23
22,2018-06-10 16:14:29,28.23,28.91
23,2018-06-10 16:15:29,28.05,27.80
24,2018-06-10 16:16:29,27.88,27.41
25,2018-06-10 16:17:29,27.75,26.04
26,2018-06-10 16:18:29,27.63,24.28
27,2018-06-10 16:19:29,27.54,24.28
28,2018-06-10 16:20:29,27.45,24.49
29,2018-06-10 16:21:29,27.28,24.79
30,2018-06-10 16:22:29,27.20,24.62
31,2018-06-10 16:23:29,27.07,23.94
32,2018-06-10 16:24:29,26.94,23.38
33,2018-06-10 16:25:29,26.81,23.29
34,2018-06-10 16:26:29,26.64,23.42
35,2018-06-10 16:27:29,26.51,23.42
36,2018-06-10 16:28:29,26.34,23.08
37,2018-06-10 16:29:29,26.12,23.12
38,2018-06-10 16:30:29,25.95,22.52
39,2018-06-10 16:31:29,25.74,21.79
40,2018-06-10 16:32:29,25.57,21.58
41,2018-06-10 16:33:29,25.35,22.18
42,2018-06-10 16:34:29,25.14,22.91
43,2018-06-10 16:35:29,24.88,23.72
44,2018-06-10 16:36:29,24.66,25.61
45,2018-06-10 16:37:29,24.45,26.42
46,2018-06-10 16:38:29,24.28,27.93
47,2018-06-10 16:39:29,24.11,29.13
48,2018-06-10 16:40:29,23.89,30.03
49,2018-06-10 16:41:29,23.76,28.78
50,2018-06-10 16:42:29,23.59,27.67
51,2018-06-10 16:43:29,23.51,27.71
52,2018-06-10 16:44:29,23.46,28.01
53,2018-06-10 16:45:29,23.38,27.97
54,2018-06-10 16:46:29,23.38,29.47
55,2018-06-10 16:47:29,23.34,30.46
56,2018-06-10 16:48:29,23.29,30.03
57,2018-06-10 16:49:29,23.29,29.81
58,2018-06-10 16:50:29,23.29,30.16
59,2018-06-10 16:51:29,23.29,30.84
60,2018-06-10 16:52:29,23.38,30.76
61,2018-06-10 16:53:29,23.38,30.54
62,2018-06-10 16:54:29,23.38,29.56
63,2018-06-10 16:55:29,23.42,29.43
64,2018-06-10 16:56:29,23.51,29.26
65,2018-06-10 16:57:29,23.55,29.17
66,2018-06-10 16:58:29,23.55,29.26
67,2018-06-10 16:59:29,23.59,27.41
68,2018-06-10 17:00:29,23.64,27.41
69,2018-06-10 17:01:29,23.64,29.00
70,2018-06-10 17:02:29,23.68,30.41
71,2018-06-10 17:03:29,23.76,28.74
72,2018-06-10 17:04:29,23.76,27.07
73,2018-06-10 17:05:29,23.76,25.91
74,2018-06-10 17:06:29,23.81,26.17
75,2018-06-10 17:07:29,23.76,25.57
76,2018-06-10 17:08:29,23.76,25.05
77,2018-06-10 17:09:29,23.72,25.57
78,2018-06-10 17:10:29,23.68,25.82
79,2018-06-10 17:11:29,23.64,26.38
80,2018-06-10 17:12:29,23.55,25.48
81,2018-06-10 17:13:29,23.46,24.66
82,2018-06-10 17:14:29,23.42,23.51
83,2018-06-10 17:15:29,23.34,22.48
84,2018-06-10 17:16:29,23.21,21.79
85,2018-06-10 17:17:29,23.12,21.49
86,2018-06-10 17:18:29,22.99,21.23
87,2018-06-10 17:19:29,22.86,20.85
88,2018-06-10 17:20:29,22.78,20.85
89,2018-06-10 17:21:29,22.56,21.10
90,2018-06-10 17:22:29,22.43,20.93
91,2018-06-10 17:23:29,22.22,21.40
92,2018-06-10 17:24:29,22.05,22.05
93,2018-06-10 17:25:29,21.88,22.43
94,2018-06-10 17:26:29,21.66,22.65
95,2018-06-10 17:27:29,21.53,22.82
96,2018-06-10 17:28:29,21.32,22.86
97,2018-06-10 17:29:29,21.15,22.73
98,2018-06-10 17:30:29,20.98,22.86
99,2018-06-10 17:31:29,20.85,22.61
100,2018-06-10 17:32:29,20.72,22.09
101,2018-06-10 17:33:29,20.59,22.05
102,2018-06-10 17:34:29,20.46,21.79
103,2018-06-10 17:35:29,20.33,21.45
104,2018-06-10 17:36:29,20.16,21.36
105,2018-06-10 17:37:29,20.07,21.10
106,2018-06-10 17:38:29,19.95,20.80
107,2018-06-10 17:39:29,19.77,20.68
108,2018-06-10 17:40:29,19.73,20.37
109,2018-06-10 17:41:29,19.56,20.29
110,2018-06-10 17:42:29,19.47,20.85
111,2018-06-10 17:43:29,19.35,21.02
112,2018-06-10 17:44:29,19.26,21.53
113,2018-06-10 17:45:29,19.09,21.83
114,2018-06-10 17:46:29,19.00,22.13
115,2018-06-10 17:47:29,18.87,22.26
116,2018-06-10 17:48:29,18.74,21.92
117,2018-06-10 17:49:29,18.62,22.31
118,2018-06-10 17:50:29,18.57,23.12
119,2018-06-10 17:51:29,18.49,22.78
120,2018-06-10 17:52:29,18.36,21.92
121,2018-06-10 17:53:29,18.27,21.28
122,2018-06-10 17:54:29,18.19,21.36
123,2018-06-10 17:55:29,18.06,22.39
124,2018-06-10 17:56:29,18.02,23.12
125,2018-06-10 17:57:29,17.93,24.15
126,2018-06-10 17:58:29,17.84,24.97
127,2018-06-10 17:59:29,17.76,24.92
128,2018-06-10 18:00:29,17.72,24.71
129,2018-06-10 18:01:29,17.59,24.41
130,2018-06-10 18:02:29,17.59,24.02
131,2018-06-10 18:03:29,17.50,23.72
132,2018-06-10 18:04:29,17.46,23.76
133,2018-06-10 18:05:29,17.41,23.81
134,2018-06-10 18:06:29,17.33,23.72
135,2018-06-10 18:07:29,17.33,23.68
136,2018-06-10 18:08:29,17.29,23.34
137,2018-06-10 18:09:29,17.24,23.03
138,2018-06-10 18:10:29,17.20,22.65
139,2018-06-10 18:11:29,17.20,22.56
140,2018-06-10 18:12:29,17.11,22.91
141,2018-06-10 18:13:29,17.16,22.56
142,2018-06-10 18:14:29,17.03,23.38
143,2018-06-10 18:15:29,17.03,23.29
144,2018-06-10 18:16:29,16.94,23.21
145,2018-06-10 18:17:29,16.90,23.64
146,2018-06-10 18:18:29,16.86,23.89
147,2018-06-10 18:19:29,16.77,23.72
148,2018-06-10 18:20:29,16.77,23.59
149,2018-06-10 18:21:29,16.73,24.02
150,2018-06-10 18:22:29,16.64,23.81
151,2018-06-10 18:23:29,16.56,23.38
152,2018-06-10 18:24:29,16.56,23.08
153,2018-06-10 18:25:29,16.47,23.03
154,2018-06-10 18:26:29,16.39,23.29
155,2018-06-10 18:27:29,16.43,23.42
156,2018-06-10 18:28:29,16.34,23.25
157,2018-06-10 18:29:29,16.30,23.12
158,2018-06-10 18:30:29,16.26,22.69
159,2018-06-10 18:31:29,16.21,22.31
160,2018-06-10 18:32:29,16.17,21.66
161,2018-06-10 18:33:29,16.08,21.92
162,2018-06-10 18:34:29,16.04,22.22
163,2018-06-10 18:35:29,16.00,22.05
164,2018-06-10 18:36:29,15.91,22.61
165,2018-06-10 18:37:29,15.87,22.86
166,2018-06-10 18:38:29,15.83,22.78
167,2018-06-10 18:39:29,15.70,22.82
168,2018-06-10 18:40:29,15.66,22.69
169,2018-06-10 18:41:29,15.61,22.35
170,2018-06-10 18:42:29,15.48,22.56
171,2018-06-10 18:43:29,15.44,22.39
172,2018-06-10 18:44:29,15.40,22.22
173,2018-06-10 18:45:29,15.31,21.92
174,2018-06-10 18:46:29,15.18,22.01
175,2018-06-10 18:47:29,15.18,22.31
176,2018-06-10 18:48:29,15.10,22.05
177,2018-06-10 18:49:29,15.01,22.13
178,2018-06-10 18:50:29,14.97,21.88
179,2018-06-10 18:51:29,14.93,21.92
180,2018-06-10 18:52:29,14.84,21.40
181,2018-06-10 18:53:29,14.80,21.23
182,2018-06-10 18:54:29,14.71,21.36
183,2018-06-10 18:55:29,14.67,21.45
184,2018-06-10 18:56:29,14.63,21.66
185,2018-06-10 18:57:29,14.50,21.53
186,2018-06-10 18:58:29,14.41,20.68
187,2018-06-10 18:59:29,14.37,21.06
188,2018-06-10 19:00:29,14.28,20.80
189,2018-06-10 19:01:29,14.24,20.85
190,2018-06-10 19:02:29,14.15,20.98
191,2018-06-10 19:03:29,14.07,21.06
192,2018-06-10 19:04:29,13.94,20.63
193,2018-06-10 19:05:29,13.94,20.55
194,2018-06-10 19:06:29,13.85,20.33
195,2018-06-10 19:07:29,13.77,20.25
196,2018-06-10 19:08:29,13.68,20.33
197,2018-06-10 19:09:29,13.60,20.20
198,2018-06-10 19:10:29,13.55,20.37
199,2018-06-10 19:11:29,13.43,20.33
200,2018-06-10 19:12:29,13.38,20.12
201,2018-06-10 19:13:29,13.34,20.16
202,2018-06-10 19:14:29,13.25,20.29
203,2018-06-10 19:15:29,13.12,19.82
204,2018-06-10 19:16:29,13.12,19.56
205,2018-06-10 19:17:29,12.95,19.77
206,2018-06-10 19:18:29,12.87,19.95
207,2018-06-10 19:19:29,12.82,20.07
208,2018-06-10 19:20:29,12.74,20.16
209,2018-06-10 19:21:29,12.65,19.52
210,2018-06-10 19:22:29,12.57,19.26
211,2018-06-10 19:23:29,12.40,19.05
212,2018-06-10 19:24:29,12.44,18.83
213,2018-06-10 19:25:29,12.31,18.66
214,2018-06-10 19:26:29,12.22,18.49
215,2018-06-10 19:27:29,12.14,18.44
216,2018-06-10 19:28:29,12.01,18.40
217,2018-06-10 19:29:29,11.97,18.02
218,2018-06-10 19:30:29,11.84,17.29
219,2018-06-10 19:31:29,11.79,16.51
220,2018-06-10 19:32:29,11.71,15.83
221,2018-06-10 19:33:29,11.62,15.40
222,2018-06-10 19:34:29,11.54,14.97
223,2018-06-10 19:35:29,11.41,14.88
224,2018-06-10 19:36:29,11.32,14.71
225,2018-06-10 19:37:29,11.24,14.67
226,2018-06-10 19:38:29,11.11,14.63
227,2018-06-10 19:39:29,10.94,14.63
228,2018-06-10 19:40:29,10.89,14.54
229,2018-06-10 19:41:29,10.72,14.41
230,2018-06-10 19:42:29,10.59,14.33
231,2018-06-10 19:43:29,10.55,14.28
232,2018-06-10 19:44:29,10.42,14.20
233,2018-06-10 19:45:29,10.29,14.15
234,2018-06-10 19:46:29,10.16,14.03
235,2018-06-10 19:47:29,10.08,13.94
236,2018-06-10 19:48:29,9.99,13.90
237,2018-06-10 19:49:29,9.86,13.81
238,2018-06-10 19:50:29,9.82,13.77
239,2018-06-10 19:51:29,9.69,13.68
240,2018-06-10 19:52:29,9.65,13.60
241,2018-06-10 19:53:29,9.52,13.55
242,2018-06-10 19:54:29,9.48,13.47
243,2018-06-10 19:55:29,9.31,13.34
244,2018-06-10 19:56:29,9.22,13.30
245,2018-06-10 19:57:29,9.14,13.30
246,2018-06-10 19:58:29,9.01,13.25
247,2018-06-10 19:59:29,8.92,13.17
248,2018-06-10 20:00:29,8.83,13.17
249,2018-06-10 20:01:29,8.71,13.12
250,2018-06-10 20:02:29,8.66,13.04
251,2018-06-10 20:03:29,8.53,12.82
252,2018-06-10 20:04:29,8.45,12.91
253,2018-06-10 20:05:29,8.36,12.82
254,2018-06-10 20:06:29,8.28,12.78
255,2018-06-10 20:07:29,8.23,12.70
256,2018-06-10 20:08:29,8.15,12.57
257,2018-06-10 20:09:29,8.02,12.57
258,2018-06-10 20:10:29,7.93,12.44
259,2018-06-10 20:11:29,7.85,12.40
260,2018-06-10 20:12:29,7.76,12.18
261,2018-06-10 20:13:29,7.68,12.18
262,2018-06-10 20:14:29,7.59,12.27
263,2018-06-10 20:15:29,7.50,12.27
264,2018-06-10 20:16:29,7.42,12.18
265,2018-06-10 20:17:29,7.38,11.92
266,2018-06-10 20:18:29,7.29,11.75
267,2018-06-10 20:19:29,7.20,11.54
268,2018-06-10 20:20:29,7.12,11.32
269,2018-06-10 20:21:29,7.03,11.28
270,2018-06-10 20:22:29,6.99,11.28
271,2018-06-10 20:23:29,6.86,11.37
272,2018-06-10 20:24:29,6.78,11.37
273,2018-06-10 20:25:29,6.69,11.37
274,2018-06-10 20:26:29,6.60,10.98
275,2018-06-10 20:27:29,6.52,10.85
276,2018-06-10 20:28:29,6.48,10.68
277,2018-06-10 20:29:29,6.39,10.55
278,2018-06-10 20:30:29,6.26,10.51
279,2018-06-10 20:31:29,6.17,10.34
280,2018-06-10 20:32:29,6.05,10.25
281,2018-06-10 20:33:29,6.05,10.04
282,2018-06-10 20:34:29,5.87,10.21
283,2018-06-10 20:35:29,5.83,10.25
284,2018-06-10 20:36:29,5.70,10.16
285,2018-06-10 20:37:29,5.66,10.08
286,2018-06-10 20:38:29,5.53,9.99
287,2018-06-10 20:39:29,5.45,10.12
288,2018-06-10 20:40:29,5.32,10.08
289,2018-06-10 20:41:29,5.23,10.21
290,2018-06-10 20:42:29,5.15,10.21
291,2018-06-10 20:43:29,5.10,10.08
292,2018-06-10 20:44:29,5.02,10.42
293,2018-06-10 20:45:29,4.89,10.34
294,2018-06-10 20:46:29,4.80,10.21
295,2018-06-10 20:47:29,4.76,10.16
296,2018-06-10 20:48:29,4.67,10.21
297,2018-06-10 20:49:29,4.63,10.08
298,2018-06-10 20:50:29,4.59,10.04
299,2018-06-10 20:51:29,4.50,9.99
300,2018-06-10 20:52:29,4.42,9.82
301,2018-06-10 20:53:29,4.37,9.91
302,2018-06-10 20:54:29,4.29,9.74
303,2018-06-10 20:55:29,4.33,9.65
304,2018-06-10 20:56:29,4.20,9.56
305,2018-06-10 20:57:29,4.16,9.44
306,2018-06-10 20:58:29,4.12,9.48
307,2018-06-10 20:59:29,4.07,9.39
308,2018-06-10 21:00:29,3.94,9.31
309,2018-06-10 21:01:29,3.90,9.14
310,2018-06-10 21:02:29,3.86,9.05
311,2018-06-10 21:03:29,3.82,9.14
312,2018-06-10 21:04:29,3.73,9.14
313,2018-06-10 21:05:29,3.64,9.14
314,2018-06-10 21:06:29,3.60,9.09
315,2018-06-10 21:07:29,3.56,9.14
316,2018-06-10 21:08:29,3.43,9.14
317,2018-06-10 21:09:29,3.43,9.05
318,2018-06-10 21:10:29,3.34,9.01
319,2018-06-10 21:11:29,3.30,8.96
320,2018-06-10 21:12:29,3.21,8.79
321,2018-06-10 21:13:29,3.17,8.83
322,2018-06-10 21:14:29,3.09,8.58
323,2018-06-10 21:15:29,3.04,8.41
324,2018-06-10 21:16:29,2.91,8.23
325,2018-06-10 21:17:29,2.87,8.02
326,2018-06-10 21:18:29,2.83,7.85
327,2018-06-10 21:19:29,2.74,7.63
328,2018-06-10 21:20:29,2.61,7.50
329,2018-06-10 21:21:29,2.61,7.50
330,2018-06-10 21:22:29,2.49,7.29
331,2018-06-10 21:23:29,2.40,7.20
332,2018-06-10 21:24:29,2.36,7.12
333,2018-06-10 21:25:29,2.23,7.25
334,2018-06-10 21:26:29,2.19,7.29
335,2018-06-10 21:27:29,2.10,7.25
336,2018-06-10 21:28:29,2.01,7.38
337,2018-06-10 21:29:29,1.97,7.38
338,2018-06-10 21:30:29,1.88,7.42
339,2018-06-10 21:31:29,1.84,7.50
340,2018-06-10 21:32:29,1.80,7.42
341,2018-06-10 21:33:29,1.67,7.25
342,2018-06-10 21:34:29,1.63,7.33
343,2018-06-10 21:35:29,1.58,7.38
344,2018-06-10 21:36:29,1.50,7.33
345,2018-06-10 21:37:29,1.46,7.38
346,2018-06-10 21:38:29,1.41,7.55
347,2018-06-10 21:39:29,1.33,7.68
348,2018-06-10 21:40:29,1.33,8.11
349,2018-06-10 21:41:29,1.24,8.32
350,2018-06-10 21:42:29,1.24,8.15
351,2018-06-10 21:43:29,1.24,8.23
352,2018-06-10 21:44:29,1.16,8.19
353,2018-06-10 21:45:29,1.11,8.11
354,2018-06-10 21:46:29,1.16,8.23
355,2018-06-10 21:47:29,1.11,8.28
356,2018-06-10 21:48:29,1.07,7.93
357,2018-06-10 21:49:29,1.03,7.85
358,2018-06-10 21:50:29,1.03,8.06
359,2018-06-10 21:51:29,0.98,8.15
360,2018-06-10 21:52:29,0.98,8.23
361,2018-06-10 21:53:29,0.94,8.15
362,2018-06-10 21:54:29,0.90,8.11
363,2018-06-10 21:55:29,0.90,8.02
364,2018-06-10 21:56:29,0.86,8.02
365,2018-06-10 21:57:29,0.81,7.98
366,2018-06-10 21:58:29,0.81,8.15
367,2018-06-10 21:59:29,0.73,8.23
368,2018-06-10 22:00:29,0.68,8.23
369,2018-06-10 22:01:29,0.64,7.98
370,2018-06-10 22:02:29,0.64,7.85
371,2018-06-10 22:03:29,0.60,7.76
372,2018-06-10 22:04:29,0.55,7.89
373,2018-06-10 22:05:29,0.47,8.02
374,2018-06-10 22:06:29,0.47,8.11
375,2018-06-10 22:07:29,0.43,8.02
376,2018-06-10 22:08:29,0.38,7.68
377,2018-06-10 22:09:29,0.38,7.42
378,2018-06-10 22:10:29,0.34,7.16
379,2018-06-10 22:11:29,0.34,6.99
380,2018-06-10 22:12:29,0.25,6.73
381,2018-06-10 22:13:29,0.21,6.56
382,2018-06-10 22:14:29,0.17,6.43
383,2018-06-10 22:15:29,0.17,6.39
384,2018-06-10 22:16:29,0.17,6.30
385,2018-06-10 22:17:29,0.08,6.22
386,2018-06-10 22:18:29,0.08,6.17
387,2018-06-10 22:19:29,0.04,6.43
388,2018-06-10 22:20:29,-0.00,6.60
389,2018-06-10 22:21:29,-0.00,7.03
390,2018-06-10 22:22:29,-0.00,6.90
391,2018-06-10 22:23:29,-0.05,6.73
392,2018-06-10 22:24:29,-0.05,7.03
393,2018-06-10 22:25:29,-0.09,7.03
394,2018-06-10 22:26:29,-0.05,6.90
395,2018-06-10 22:27:29,-0.09,6.82
396,2018-06-10 22:28:29,-0.09,6.95
397,2018-06-10 22:29:29,-0.05,6.95
398,2018-06-10 22:30:29,-0.09,7.03
399,2018-06-10 22:31:29,-0.09,7.03
400,2018-06-10 22:32:29,-0.09,7.08
401,2018-06-10 22:33:29,-0.13,7.08
402,2018-06-10 22:34:29,-0.05,6.95
403,2018-06-10 22:35:29,-0.09,6.65
404,2018-06-10 22:36:29,-0.09,6.56
405,2018-06-10 22:37:29,-0.09,6.30
406,2018-06-10 22:38:29,-0.09,6.35
407,2018-06-10 22:39:29,-0.09,6.17
408,2018-06-10 22:40:29,-0.09,6.13
409,2018-06-10 22:41:29,-0.13,6.30
410,2018-06-10 22:42:29,-0.13,6.52
411,2018-06-10 22:43:29,-0.17,6.56
412,2018-06-10 22:44:29,-0.22,6.35
413,2018-06-10 22:45:29,-0.22,6.17
414,2018-06-10 22:46:29,-0.22,6.17
415,2018-06-10 22:47:29,-0.30,6.26
416,2018-06-10 22:48:29,-0.30,6.35
417,2018-06-10 22:49:29,-0.30,6.39
418,2018-06-10 22:50:29,-0.35,6.43
419,2018-06-10 22:51:29,-0.39,6.48
420,2018-06-10 22:52:29,-0.39,6.73
421,2018-06-10 22:53:29,-0.43,6.52
422,2018-06-10 22:54:29,-0.43,6.48
423,2018-06-10 22:55:29,-0.47,6.48
424,2018-06-10 22:56:29,-0.52,6.52
425,2018-06-10 22:57:29,-0.56,6.52
426,2018-06-10 22:58:29,-0.56,6.39
427,2018-06-10 22:59:29,-0.52,6.13
428,2018-06-10 23:00:29,-0.60,5.92
429,2018-06-10 23:01:29,-0.60,5.87
430,2018-06-10 23:02:29,-0.65,5.92
431,2018-06-10 23:03:29,-0.65,5.96
432,2018-06-10 23:04:29,-0.65,6.09
433,2018-06-10 23:05:29,-0.69,6.09
434,2018-06-10 23:06:29,-0.73,6.26
435,2018-06-10 23:07:29,-0.73,6.22
436,2018-06-10 23:08:29,-0.77,6.26
437,2018-06-10 23:09:29,-0.82,5.87
438,2018-06-10 23:10:29,-0.82,5.92
439,2018-06-10 23:11:29,-0.86,5.79
440,2018-06-10 23:12:29,-0.86,5.75
441,2018-06-10 23:13:29,-0.82,5.83
442,2018-06-10 23:14:29,-0.82,5.70
443,2018-06-10 23:15:29,-0.90,5.79
444,2018-06-10 23:16:29,-0.95,5.92
445,2018-06-10 23:17:29,-0.99,6.09
446,2018-06-10 23:18:29,-0.99,6.05
447,2018-06-10 23:19:29,-0.99,6.05
448,2018-06-10 23:20:29,-0.99,6.09
449,2018-06-10 23:21:29,-1.03,6.13
450,2018-06-10 23:22:29,-0.99,5.87
451,2018-06-10 23:23:29,-1.03,5.79
452,2018-06-10 23:24:29,-1.03,5.62
453,2018-06-10 23:25:29,-1.08,5.36
454,2018-06-10 23:26:29,-1.08,5.36
455,2018-06-10 23:27:29,-1.08,5.27
456,2018-06-10 23:28:29,-1.08,5.19
457,2018-06-10 23:29:29,-1.12,5.32
458,2018-06-10 23:30:29,-1.16,5.32
459,2018-06-10 23:31:29,-1.16,5.19
460,2018-06-10 23:32:29,-1.16,5.15
461,2018-06-10 23:33:29,-1.20,5.10
462,2018-06-10 23:34:29,-1.16,4.89
463,2018-06-10 23:35:29,-1.16,5.02
464,2018-06-10 23:36:29,-1.20,4.72
465,2018-06-10 23:37:29,-1.25,4.80
466,2018-06-10 23:38:29,-1.25,4.93
467,2018-06-10 23:39:29,-1.29,4.89
468,2018-06-10 23:40:29,-1.25,5.02
469,2018-06-10 23:41:29,-1.33,5.19
470,2018-06-10 23:42:29,-1.29,5.19
471,2018-06-10 23:43:29,-1.38,5.02
472,2018-06-10 23:44:29,-1.33,5.19
473,2018-06-10 23:45:29,-1.33,5.49
474,2018-06-10 23:46:29,-1.33,5.66
475,2018-06-10 23:47:29,-1.38,5.66
476,2018-06-10 23:48:29,-1.33,5.27
477,2018-06-10 23:49:29,-1.38,5.36
478,2018-06-10 23:50:29,-1.38,5.53
479,2018-06-10 23:51:29,-1.38,5.49
480,2018-06-10 23:52:29,-1.38,5.49
481,2018-06-10 23:53:29,-1.42,5.57
482,2018-06-10 23:54:29,-1.38,5.62
483,2018-06-10 23:55:29,-1.38,5.66
484,2018-06-10 23:56:29,-1.38,5.66
485,2018-06-10 23:57:29,-1.38,5.62
486,2018-06-10 23:58:29,-1.33,5.53
487,2018-06-10 23:59:29,-1.38,5.40
488,2018-06-11 0:00:29,-1.33,5.32
489,2018-06-11 0:01:29,-1.33,5.06
490,2018-06-11 0:02:29,-1.33,4.84
491,2018-06-11 0:03:29,-1.29,4.67
492,2018-06-11 0:04:29,-1.29,4.76
493,2018-06-11 0:05:29,-1.29,4.76
494,2018-06-11 0:06:29,-1.25,4.63
495,2018-06-11 0:07:29,-1.25,4.72
496,2018-06-11 0:08:29,-1.20,4.89
497,2018-06-11 0:09:29,-1.25,4.89
498,2018-06-11 0:10:29,-1.20,5.02
499,2018-06-11 0:11:29,-1.20,5.10
500,2018-06-11 0:12:29,-1.20,5.19
501,2018-06-11 0:13:29,-1.20,5.02
502,2018-06-11 0:14:29,-1.16,4.76
503,2018-06-11 0:15:29,-1.20,4.63
504,2018-06-11 0:16:29,-1.16,4.84
505,2018-06-11 0:17:29,-1.16,5.02
506,2018-06-11 0:18:29,-1.16,5.06
507,2018-06-11 0:19:29,-1.12,4.93
508,2018-06-11 0:20:29,-1.12,5.06
509,2018-06-11 0:21:29,-1.12,4.89
510,2018-06-11 0:22:29,-1.08,4.84
511,2018-06-11 0:23:29,-1.12,4.93
512,2018-06-11 0:24:29,-1.12,4.97
513,2018-06-11 0:25:29,-1.12,5.15
514,2018-06-11 0:26:29,-1.08,5.15
515,2018-06-11 0:27:29,-1.12,5.23
516,2018-06-11 0:28:29,-1.03,5.45
517,2018-06-11 0:29:29,-1.08,5.57
518,2018-06-11 0:30:29,-1.08,5.45
519,2018-06-11 0:31:29,-1.08,5.23
520,2018-06-11 0:32:29,-1.08,5.32
521,2018-06-11 0:33:29,-1.08,5.19
522,2018-06-11 0:34:29,-1.08,5.23
523,2018-06-11 0:35:29,-1.08,5.06
524,2018-06-11 0:36:29,-1.03,4.76
525,2018-06-11 0:37:29,-1.03,4.67
526,2018-06-11 0:38:29,-1.08,4.84
527,2018-06-11 0:39:29,-1.08,4.93
528,2018-06-11 0:40:29,-1.08,4.84
529,2018-06-11 0:41:29,-1.03,4.93
530,2018-06-11 0:42:29,-1.03,4.89
531,2018-06-11 0:43:29,-1.08,4.59
532,2018-06-11 0:44:29,-1.03,4.42
533,2018-06-11 0:45:29,-0.99,4.42
534,2018-06-11 0:46:29,-1.03,4.46
535,2018-06-11 0:47:29,-1.03,4.67
536,2018-06-11 0:48:29,-1.03,4.59
537,2018-06-11 0:49:29,-1.03,4.72
538,2018-06-11 0:50:29,-0.99,4.67
539,2018-06-11 0:51:29,-0.95,4.72
540,2018-06-11 0:52:29,-1.03,4.80
541,2018-06-11 0:53:29,-0.95,4.72
542,2018-06-11 0:54:29,-0.95,4.42
543,2018-06-11 0:55:29,-1.03,4.12
544,2018-06-11 0:56:29,-0.95,4.24
545,2018-06-11 0:57:29,-0.99,4.33
546,2018-06-11 0:58:29,-0.99,4.37
547,2018-06-11 0:59:29,-0.95,4.54
548,2018-06-11 1:00:29,-1.03,4.63
549,2018-06-11 1:01:29,-0.95,4.54
550,2018-06-11 1:02:29,-1.03,4.54
551,2018-06-11 1:03:29,-0.99,4.63
552,2018-06-11 1:04:29,-1.03,4.54
553,2018-06-11 1:05:29,-0.95,4.54
554,2018-06-11 1:06:29,-1.03,4.42
555,2018-06-11 1:07:29,-0.99,4.46
556,2018-06-11 1:08:29,-0.99,4.50
557,2018-06-11 1:09:29,-0.99,4.54
558,2018-06-11 1:10:29,-0.99,4.63
559,2018-06-11 1:11:29,-0.99,4.63
560,2018-06-11 1:12:29,-1.03,4.42
561,2018-06-11 1:13:29,-0.99,4.42
562,2018-06-11 1:14:29,-1.08,4.59
563,2018-06-11 1:15:29,-1.08,4.50
564,2018-06-11 1:16:29,-1.03,4.42
565,2018-06-11 1:17:29,-1.08,4.29
566,2018-06-11 1:18:29,-1.12,4.07
567,2018-06-11 1:19:29,-1.12,4.12
568,2018-06-11 1:20:29,-1.12,4.16
569,2018-06-11 1:21:29,-1.16,4.03
570,2018-06-11 1:22:29,-1.16,3.99
571,2018-06-11 1:23:29,-1.12,3.94
572,2018-06-11 1:24:29,-1.12,4.03
573,2018-06-11 1:25:29,-1.16,3.99
574,2018-06-11 1:26:29,-1.16,4.07
575,2018-06-11 1:27:29,-1.16,4.12
576,2018-06-11 1:28:29,-1.16,3.94
577,2018-06-11 1:29:29,-1.12,3.64
578,2018-06-11 1:30:29,-1.12,3.34
579,2018-06-11 1:31:29,-1.08,3.30
580,2018-06-11 1:32:29,-1.12,3.34
581,2018-06-11 1:33:29,-1.08,3.56
582,2018-06-11 1:34:29,-1.12,3.56
583,2018-06-11 1:35:29,-1.12,3.60
584,2018-06-11 1:36:29,-1.16,3.69
585,2018-06-11 1:37:29,-1.16,3.64
586,2018-06-11 1:38:29,-1.16,3.60
587,2018-06-11 1:39:29,-1.16,3.64
588,2018-06-11 1:40:29,-1.20,3.60
589,2018-06-11 1:41:29,-1.20,3.60
590,2018-06-11 1:42:29,-1.25,3.73
591,2018-06-11 1:43:29,-1.29,3.73
592,2018-06-11 1:44:29,-1.29,3.69
593,2018-06-11 1:45:29,-1.29,3.52
594,2018-06-11 1:46:29,-1.33,3.60
595,2018-06-11 1:47:29,-1.38,3.52
596,2018-06-11 1:48:29,-1.33,3.43
597,2018-06-11 1:49:29,-1.38,3.39
