Plot Title: 20366935,,between foam mylar,foam mylar air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2","Temp, °C - 2"
7530,2018-06-15 21:23:07,6.82,11.84,2.36
7531,2018-06-15 21:24:07,6.78,11.75,2.36
7532,2018-06-15 21:25:07,6.73,11.67,2.36
7533,2018-06-15 21:26:07,6.69,11.62,2.31
7534,2018-06-15 21:27:07,6.65,11.71,2.27
7535,2018-06-15 21:28:07,6.65,11.62,2.27
7536,2018-06-15 21:29:07,6.60,11.58,2.23
7537,2018-06-15 21:30:07,6.56,11.45,2.23
7538,2018-06-15 21:31:07,6.52,11.37,2.27
7539,2018-06-15 21:32:07,6.52,11.58,2.27
7540,2018-06-15 21:33:07,6.52,11.41,2.23
7541,2018-06-15 21:34:07,6.48,11.41,2.27
7542,2018-06-15 21:35:07,6.43,11.54,2.27
7543,2018-06-15 21:36:07,6.39,11.88,2.23
7544,2018-06-15 21:37:07,6.35,11.79,2.27
7545,2018-06-15 21:38:07,6.39,11.79,2.31
7546,2018-06-15 21:39:07,6.35,11.88,2.27
7547,2018-06-15 21:40:07,6.35,11.92,2.27
7548,2018-06-15 21:41:07,6.26,12.10,2.23
7549,2018-06-15 21:42:07,6.22,11.97,2.27
7550,2018-06-15 21:43:07,6.22,11.71,2.27
7551,2018-06-15 21:44:07,6.22,11.37,2.23
7552,2018-06-15 21:45:07,6.17,11.11,2.27
7553,2018-06-15 21:46:07,6.13,10.89,2.27
7554,2018-06-15 21:47:07,6.09,10.72,2.27
7555,2018-06-15 21:48:07,6.09,10.68,2.23
7556,2018-06-15 21:49:07,6.09,10.77,2.23
7557,2018-06-15 21:50:07,6.09,11.02,2.27
7558,2018-06-15 21:51:07,6.05,11.02,2.27
7559,2018-06-15 21:52:07,5.96,11.15,2.27
7560,2018-06-15 21:53:07,6.05,11.19,2.23
7561,2018-06-15 21:54:07,5.96,11.15,2.19
7562,2018-06-15 21:55:07,5.96,11.15,2.23
7563,2018-06-15 21:56:07,5.96,11.41,2.19
7564,2018-06-15 21:57:07,5.92,11.45,2.23
7565,2018-06-15 21:58:07,5.92,11.49,2.23
7566,2018-06-15 21:59:07,5.83,11.54,2.19
7567,2018-06-15 22:00:07,5.87,11.49,2.14
7568,2018-06-15 22:01:07,5.79,11.41,2.19
7569,2018-06-15 22:02:07,5.79,11.15,2.19
7570,2018-06-15 22:03:07,5.79,10.89,2.19
7571,2018-06-15 22:04:07,5.75,10.64,2.19
7572,2018-06-15 22:05:07,5.75,10.55,2.19
7573,2018-06-15 22:06:07,5.75,10.46,2.23
7574,2018-06-15 22:07:07,5.75,10.77,2.23
7575,2018-06-15 22:08:07,5.70,10.77,2.31
7576,2018-06-15 22:09:07,5.70,10.72,2.27
7577,2018-06-15 22:10:07,5.66,10.51,2.27
7578,2018-06-15 22:11:07,5.62,10.42,2.27
7579,2018-06-15 22:12:07,5.62,10.59,2.27
7580,2018-06-15 22:13:07,5.62,10.77,2.27
7581,2018-06-15 22:14:07,5.57,10.85,2.27
7582,2018-06-15 22:15:07,5.57,10.85,2.23
7583,2018-06-15 22:16:07,5.53,10.94,2.23
7584,2018-06-15 22:17:07,5.53,11.02,2.19
7585,2018-06-15 22:18:07,5.49,10.89,2.23
7586,2018-06-15 22:19:07,5.45,10.68,2.23
7587,2018-06-15 22:20:07,5.45,10.59,2.19
7588,2018-06-15 22:21:07,5.45,10.42,2.14
7589,2018-06-15 22:22:07,5.36,10.46,2.14
7590,2018-06-15 22:23:07,5.40,10.51,2.19
7591,2018-06-15 22:24:07,5.36,10.51,2.19
7592,2018-06-15 22:25:07,5.40,10.55,2.19
7593,2018-06-15 22:26:07,5.36,10.51,2.19
7594,2018-06-15 22:27:07,5.32,10.55,2.19
7595,2018-06-15 22:28:07,5.27,10.51,2.14
7596,2018-06-15 22:29:07,5.27,10.42,2.19
7597,2018-06-15 22:30:07,5.27,10.46,2.14
7598,2018-06-15 22:31:07,5.23,10.34,2.19
7599,2018-06-15 22:32:07,5.23,10.59,2.10
7600,2018-06-15 22:33:07,5.23,10.55,2.10
7601,2018-06-15 22:34:07,5.19,10.51,2.14
7602,2018-06-15 22:35:07,5.15,10.64,2.10
7603,2018-06-15 22:36:07,5.15,10.72,2.10
7604,2018-06-15 22:37:07,5.10,10.85,2.14
7605,2018-06-15 22:38:07,5.15,10.94,2.14
7606,2018-06-15 22:39:07,5.10,11.07,2.14
7607,2018-06-15 22:40:07,5.06,11.02,2.14
7608,2018-06-15 22:41:07,5.02,10.94,2.14
7609,2018-06-15 22:42:07,5.02,10.81,2.14
7610,2018-06-15 22:43:07,5.02,10.68,2.14
7611,2018-06-15 22:44:07,5.02,10.72,2.10
7612,2018-06-15 22:45:07,4.97,10.55,2.14
7613,2018-06-15 22:46:07,5.02,10.59,2.14
7614,2018-06-15 22:47:07,4.93,10.55,2.14
7615,2018-06-15 22:48:07,4.93,10.64,2.10
7616,2018-06-15 22:49:07,4.93,10.64,2.10
7617,2018-06-15 22:50:07,4.89,10.59,2.14
7618,2018-06-15 22:51:07,4.93,10.46,2.10
7619,2018-06-15 22:52:07,4.84,10.25,2.10
7620,2018-06-15 22:53:07,4.84,10.34,2.10
7621,2018-06-15 22:54:07,4.84,10.51,2.10
7622,2018-06-15 22:55:07,4.80,10.51,2.10
7623,2018-06-15 22:56:07,4.80,10.42,2.14
7624,2018-06-15 22:57:07,4.80,10.59,2.10
7625,2018-06-15 22:58:07,4.76,10.51,2.10
7626,2018-06-15 22:59:07,4.76,10.42,2.10
7627,2018-06-15 23:00:07,4.76,10.55,2.10
7628,2018-06-15 23:01:07,4.72,10.55,2.10
7629,2018-06-15 23:02:07,4.72,10.38,2.14
7630,2018-06-15 23:03:07,4.67,10.38,2.14
7631,2018-06-15 23:04:07,4.63,10.29,2.14
7632,2018-06-15 23:05:07,4.63,10.38,2.10
7633,2018-06-15 23:06:07,4.63,10.55,2.14
7634,2018-06-15 23:07:07,4.63,10.59,2.10
7635,2018-06-15 23:08:07,4.54,10.55,2.06
7636,2018-06-15 23:09:07,4.59,10.51,2.10
7637,2018-06-15 23:10:07,4.54,10.51,2.06
7638,2018-06-15 23:11:07,4.54,10.51,2.01
7639,2018-06-15 23:12:07,4.50,10.21,2.06
7640,2018-06-15 23:13:07,4.46,10.25,2.06
7641,2018-06-15 23:14:07,4.50,10.16,2.01
7642,2018-06-15 23:15:07,4.46,10.04,1.97
7643,2018-06-15 23:16:07,4.46,9.95,2.01
7644,2018-06-15 23:17:07,4.42,10.21,2.01
7645,2018-06-15 23:18:07,4.37,10.34,2.06
7646,2018-06-15 23:19:07,4.37,10.38,2.06
7647,2018-06-15 23:20:07,4.37,10.34,2.06
7648,2018-06-15 23:21:07,4.33,10.29,2.06
7649,2018-06-15 23:22:07,4.33,10.25,2.01
7650,2018-06-15 23:23:07,4.24,10.16,2.01
7651,2018-06-15 23:24:07,4.24,10.04,2.06
7652,2018-06-15 23:25:07,4.24,9.86,2.01
7653,2018-06-15 23:26:07,4.24,9.31,2.06
7654,2018-06-15 23:27:07,4.20,9.18,2.06
7655,2018-06-15 23:28:07,4.20,9.05,2.14
7656,2018-06-15 23:29:07,4.20,9.01,2.06
7657,2018-06-15 23:30:07,4.12,9.22,2.14
7658,2018-06-15 23:31:07,4.07,9.48,2.10
7659,2018-06-15 23:32:07,4.03,9.61,2.06
7660,2018-06-15 23:33:07,4.07,9.82,2.06
7661,2018-06-15 23:34:07,4.07,9.91,2.10
7662,2018-06-15 23:35:07,4.07,9.82,2.06
7663,2018-06-15 23:36:07,3.99,9.56,2.06
7664,2018-06-15 23:37:07,4.03,9.52,2.01
7665,2018-06-15 23:38:07,3.99,9.82,2.06
7666,2018-06-15 23:39:07,3.94,9.91,2.10
7667,2018-06-15 23:40:07,3.94,9.91,2.19
7668,2018-06-15 23:41:07,3.94,10.08,2.14
7669,2018-06-15 23:42:07,3.94,10.16,2.14
7670,2018-06-15 23:43:07,3.90,10.25,2.06
7671,2018-06-15 23:44:07,3.90,10.29,2.06
7672,2018-06-15 23:45:07,3.86,10.29,2.10
7673,2018-06-15 23:46:07,3.90,10.42,2.06
7674,2018-06-15 23:47:07,3.90,10.42,2.01
7675,2018-06-15 23:48:07,3.86,10.46,2.06
7676,2018-06-15 23:49:07,3.86,10.42,2.01
7677,2018-06-15 23:50:07,3.82,10.38,2.06
7678,2018-06-15 23:51:07,3.82,10.59,2.06
7679,2018-06-15 23:52:07,3.82,10.51,2.01
7680,2018-06-15 23:53:07,3.86,10.42,2.01
7681,2018-06-15 23:54:07,3.86,10.08,2.01
7682,2018-06-15 23:55:07,3.82,9.91,1.97
7683,2018-06-15 23:56:07,3.82,9.65,2.01
7684,2018-06-15 23:57:07,3.86,9.65,2.01
7685,2018-06-15 23:58:07,3.82,9.56,2.01
7686,2018-06-15 23:59:07,3.86,9.61,2.01
7687,2018-06-16 0:00:07,3.82,9.78,2.06
7688,2018-06-16 0:01:07,3.86,9.69,2.06
7689,2018-06-16 0:02:07,3.82,9.82,2.06
7690,2018-06-16 0:03:07,3.82,9.95,2.06
7691,2018-06-16 0:04:07,3.82,9.82,2.01
7692,2018-06-16 0:05:07,3.82,9.82,2.01
7693,2018-06-16 0:06:07,3.86,9.78,2.01
7694,2018-06-16 0:07:07,3.86,9.69,1.97
7695,2018-06-16 0:08:07,3.86,9.44,2.01
7696,2018-06-16 0:09:07,3.77,9.09,1.97
7697,2018-06-16 0:10:07,3.86,9.31,1.97
7698,2018-06-16 0:11:07,3.86,9.31,1.97
7699,2018-06-16 0:12:07,3.77,9.26,1.97
7700,2018-06-16 0:13:07,3.77,9.52,1.93
7701,2018-06-16 0:14:07,3.82,9.74,1.97
7702,2018-06-16 0:15:07,3.77,9.31,1.93
7703,2018-06-16 0:16:07,3.77,9.01,1.93
7704,2018-06-16 0:17:07,3.77,8.96,1.93
7705,2018-06-16 0:18:07,3.77,9.44,1.93
7706,2018-06-16 0:19:07,3.73,9.65,1.93
7707,2018-06-16 0:20:07,3.77,9.78,1.97
7708,2018-06-16 0:21:07,3.73,9.31,1.88
7709,2018-06-16 0:22:07,3.69,9.26,1.93
7710,2018-06-16 0:23:07,3.73,9.26,1.88
7711,2018-06-16 0:24:07,3.69,9.44,1.97
7712,2018-06-16 0:25:07,3.69,9.44,1.97
7713,2018-06-16 0:26:07,3.64,9.65,1.93
7714,2018-06-16 0:27:07,3.64,9.74,1.93
7715,2018-06-16 0:28:07,3.60,9.61,1.93
7716,2018-06-16 0:29:07,3.60,9.05,1.93
7717,2018-06-16 0:30:07,3.60,8.75,1.93
7718,2018-06-16 0:31:07,3.60,8.36,1.97
7719,2018-06-16 0:32:07,3.52,8.36,1.97
7720,2018-06-16 0:33:07,3.52,9.18,1.97
7721,2018-06-16 0:34:07,3.52,9.14,1.97
7722,2018-06-16 0:35:07,3.52,9.05,1.97
7723,2018-06-16 0:36:07,3.52,8.88,2.01
7724,2018-06-16 0:37:07,3.47,8.88,2.01
7725,2018-06-16 0:38:07,3.47,9.05,1.97
7726,2018-06-16 0:39:07,3.43,9.05,1.93
7727,2018-06-16 0:40:07,3.43,9.01,1.97
7728,2018-06-16 0:41:07,3.39,8.96,1.93
7729,2018-06-16 0:42:07,3.39,8.71,1.93
7730,2018-06-16 0:43:07,3.43,8.45,1.93
7731,2018-06-16 0:44:07,3.39,8.96,1.93
7732,2018-06-16 0:45:07,3.30,8.96,1.97
7733,2018-06-16 0:46:07,3.30,8.88,1.97
7734,2018-06-16 0:47:07,3.30,8.53,1.97
7735,2018-06-16 0:48:07,3.34,8.49,1.93
7736,2018-06-16 0:49:07,3.30,8.58,1.97
7737,2018-06-16 0:50:07,3.26,8.92,1.97
7738,2018-06-16 0:51:07,3.30,9.05,1.93
7739,2018-06-16 0:52:07,3.21,9.22,1.97
7740,2018-06-16 0:53:07,3.26,9.18,2.01
7741,2018-06-16 0:54:07,3.26,8.79,1.93
7742,2018-06-16 0:55:07,3.21,8.58,1.97
7743,2018-06-16 0:56:07,3.21,8.71,1.93
7744,2018-06-16 0:57:07,3.21,9.14,1.97
7745,2018-06-16 0:58:07,3.17,9.18,1.97
7746,2018-06-16 0:59:07,3.21,9.09,1.97
7747,2018-06-16 1:00:07,3.17,8.66,1.93
7748,2018-06-16 1:01:07,3.21,8.53,1.88
7749,2018-06-16 1:02:07,3.17,8.62,1.93
7750,2018-06-16 1:03:07,3.13,8.62,1.93
7751,2018-06-16 1:04:07,3.17,8.41,1.93
7752,2018-06-16 1:05:07,3.13,8.71,1.88
7753,2018-06-16 1:06:07,3.13,8.83,1.88
7754,2018-06-16 1:07:07,3.13,8.83,1.88
7755,2018-06-16 1:08:07,3.13,8.71,1.88
7756,2018-06-16 1:09:07,3.13,8.62,1.80
7757,2018-06-16 1:10:07,3.09,8.75,1.88
7758,2018-06-16 1:11:07,3.13,8.66,1.84
7759,2018-06-16 1:12:07,3.13,8.79,1.88
7760,2018-06-16 1:13:07,3.13,8.83,1.84
7761,2018-06-16 1:14:07,3.04,8.83,1.84
7762,2018-06-16 1:15:07,3.04,8.75,1.88
7763,2018-06-16 1:16:07,3.04,8.49,1.88
7764,2018-06-16 1:17:07,3.04,8.11,1.88
7765,2018-06-16 1:18:07,3.09,7.85,1.88
7766,2018-06-16 1:19:07,3.00,8.02,1.93
7767,2018-06-16 1:20:07,3.00,8.45,1.88
7768,2018-06-16 1:21:07,3.00,8.79,1.93
7769,2018-06-16 1:22:07,3.04,8.75,1.93
7770,2018-06-16 1:23:07,3.00,8.75,1.88
7771,2018-06-16 1:24:07,3.00,8.88,1.93
7772,2018-06-16 1:25:07,3.00,8.96,1.84
7773,2018-06-16 1:26:07,2.96,8.58,1.88
7774,2018-06-16 1:27:07,2.96,8.58,1.88
7775,2018-06-16 1:28:07,2.91,8.58,1.88
7776,2018-06-16 1:29:07,2.91,8.58,1.88
7777,2018-06-16 1:30:07,2.91,8.32,1.88
7778,2018-06-16 1:31:07,2.91,8.19,1.88
7779,2018-06-16 1:32:07,2.91,8.23,1.88
7780,2018-06-16 1:33:07,2.91,8.36,1.88
7781,2018-06-16 1:34:07,2.91,8.53,1.88
7782,2018-06-16 1:35:07,2.87,8.19,1.84
7783,2018-06-16 1:36:07,2.87,8.06,1.88
7784,2018-06-16 1:37:07,2.87,8.32,1.88
7785,2018-06-16 1:38:07,2.87,8.41,1.88
7786,2018-06-16 1:39:07,2.83,8.15,1.84
7787,2018-06-16 1:40:07,2.87,8.06,1.88
7788,2018-06-16 1:41:07,2.83,8.41,1.93
7789,2018-06-16 1:42:07,2.87,8.75,1.88
7790,2018-06-16 1:43:07,2.83,9.14,1.84
7791,2018-06-16 1:44:07,2.83,8.71,1.84
7792,2018-06-16 1:45:07,2.83,8.49,1.84
7793,2018-06-16 1:46:07,2.83,8.49,1.88
7794,2018-06-16 1:47:07,2.87,8.83,1.88
7795,2018-06-16 1:48:07,2.79,9.05,1.84
7796,2018-06-16 1:49:07,2.83,8.49,1.80
7797,2018-06-16 1:50:07,2.79,8.15,1.88
7798,2018-06-16 1:51:07,2.79,8.06,1.84
7799,2018-06-16 1:52:07,2.79,8.32,1.80
7800,2018-06-16 1:53:07,2.79,8.66,1.84
7801,2018-06-16 1:54:07,2.74,8.83,1.80
7802,2018-06-16 1:55:07,2.74,8.58,1.88
7803,2018-06-16 1:56:07,2.79,8.79,1.88
7804,2018-06-16 1:57:07,2.79,8.58,1.84
7805,2018-06-16 1:58:07,2.74,8.36,1.93
7806,2018-06-16 1:59:07,2.74,8.32,1.84
7807,2018-06-16 2:00:07,2.83,8.28,1.84
7808,2018-06-16 2:01:07,2.79,8.02,1.80
7809,2018-06-16 2:02:07,2.79,8.06,1.88
7810,2018-06-16 2:03:07,2.83,8.15,1.88
7811,2018-06-16 2:04:07,2.79,8.11,1.88
7812,2018-06-16 2:05:07,2.79,8.32,1.84
7813,2018-06-16 2:06:07,2.79,8.06,1.88
7814,2018-06-16 2:07:07,2.74,8.28,1.88
7815,2018-06-16 2:08:07,2.74,8.15,1.84
7816,2018-06-16 2:09:07,2.74,8.19,1.88
7817,2018-06-16 2:10:07,2.74,8.62,1.84
7818,2018-06-16 2:11:07,2.79,8.49,1.84
7819,2018-06-16 2:12:07,2.74,8.41,1.84
7820,2018-06-16 2:13:07,2.79,8.41,1.84
7821,2018-06-16 2:14:07,2.79,8.41,1.84
7822,2018-06-16 2:15:07,2.74,8.45,1.80
7823,2018-06-16 2:16:07,2.79,8.49,1.84
7824,2018-06-16 2:17:07,2.79,8.92,1.84
7825,2018-06-16 2:18:07,2.83,8.62,1.80
7826,2018-06-16 2:19:07,2.74,8.75,1.80
7827,2018-06-16 2:20:07,2.83,8.45,1.80
7828,2018-06-16 2:21:07,2.79,8.36,1.80
7829,2018-06-16 2:22:07,2.79,8.32,1.80
7830,2018-06-16 2:23:07,2.83,8.23,1.80
7831,2018-06-16 2:24:07,2.79,8.23,1.80
7832,2018-06-16 2:25:07,2.83,8.23,1.88
7833,2018-06-16 2:26:07,2.83,8.71,1.84
7834,2018-06-16 2:27:07,2.87,8.45,1.84
7835,2018-06-16 2:28:07,2.83,8.36,1.84
7836,2018-06-16 2:29:07,2.87,8.53,1.84
7837,2018-06-16 2:30:07,2.79,8.49,1.80
7838,2018-06-16 2:31:07,2.83,8.41,1.80
7839,2018-06-16 2:32:07,2.87,8.96,1.80
7840,2018-06-16 2:33:07,2.83,8.23,1.84
7841,2018-06-16 2:34:07,2.83,7.81,1.84
7842,2018-06-16 2:35:07,2.83,8.02,1.84
7843,2018-06-16 2:36:07,2.87,8.02,1.84
7844,2018-06-16 2:37:07,2.87,8.02,1.84
7845,2018-06-16 2:38:07,2.83,7.81,1.84
7846,2018-06-16 2:39:07,2.79,7.89,1.84
7847,2018-06-16 2:40:07,2.83,8.19,1.84
7848,2018-06-16 2:41:07,2.87,7.93,1.88
7849,2018-06-16 2:42:07,2.87,7.63,1.93
7850,2018-06-16 2:43:07,2.87,7.72,1.80
7851,2018-06-16 2:44:07,2.83,8.06,1.88
7852,2018-06-16 2:45:07,2.83,8.49,1.80
7853,2018-06-16 2:46:07,2.83,8.23,1.84
7854,2018-06-16 2:47:07,2.83,8.11,1.84
7855,2018-06-16 2:48:07,2.83,7.93,1.84
7856,2018-06-16 2:49:07,2.83,8.06,1.88
7857,2018-06-16 2:50:07,2.83,8.11,1.93
7858,2018-06-16 2:51:07,2.83,8.15,1.84
7859,2018-06-16 2:52:07,2.87,8.11,1.84
7860,2018-06-16 2:53:07,2.79,8.02,1.84
7861,2018-06-16 2:54:07,2.79,8.02,1.80
7862,2018-06-16 2:55:07,2.83,8.15,1.84
7863,2018-06-16 2:56:07,2.83,8.11,1.84
7864,2018-06-16 2:57:07,2.83,8.02,1.84
7865,2018-06-16 2:58:07,2.83,7.85,1.80
7866,2018-06-16 2:59:07,2.79,7.63,1.84
7867,2018-06-16 3:00:07,2.83,7.42,1.88
7868,2018-06-16 3:01:07,2.83,7.25,1.84
7869,2018-06-16 3:02:07,2.79,7.33,1.88
7870,2018-06-16 3:03:07,2.79,7.59,1.84
7871,2018-06-16 3:04:07,2.79,7.46,1.88
7872,2018-06-16 3:05:07,2.74,7.63,1.84
7873,2018-06-16 3:06:07,2.74,8.28,1.88
7874,2018-06-16 3:07:07,2.79,8.36,1.88
7875,2018-06-16 3:08:07,2.79,8.32,1.88
7876,2018-06-16 3:09:07,2.70,8.23,1.93
7877,2018-06-16 3:10:07,2.70,8.19,1.88
7878,2018-06-16 3:11:07,2.74,7.72,1.88
7879,2018-06-16 3:12:07,2.70,7.85,1.93
7880,2018-06-16 3:13:07,2.74,8.02,1.88
7881,2018-06-16 3:14:07,2.74,8.06,1.88
7882,2018-06-16 3:15:07,2.74,8.02,1.88
7883,2018-06-16 3:16:07,2.70,7.89,1.88
7884,2018-06-16 3:17:07,2.74,8.02,1.93
7885,2018-06-16 3:18:07,2.74,7.98,1.84
7886,2018-06-16 3:19:07,2.70,8.02,1.88
7887,2018-06-16 3:20:07,2.70,8.19,1.88
7888,2018-06-16 3:21:07,2.70,8.15,1.88
7889,2018-06-16 3:22:07,2.70,7.89,1.88
7890,2018-06-16 3:23:07,2.70,7.98,1.80
7891,2018-06-16 3:24:07,2.70,8.15,1.84
7892,2018-06-16 3:25:07,2.70,8.32,1.80
7893,2018-06-16 3:26:07,2.66,8.36,1.84
7894,2018-06-16 3:27:07,2.70,8.11,1.84
7895,2018-06-16 3:28:07,2.70,7.76,1.84
7896,2018-06-16 3:29:07,2.66,7.89,1.80
7897,2018-06-16 3:30:07,2.66,7.93,1.84
7898,2018-06-16 3:31:07,2.70,8.41,1.84
7899,2018-06-16 3:32:07,2.66,8.28,1.80
7900,2018-06-16 3:33:07,2.70,8.15,1.84
7901,2018-06-16 3:34:07,2.66,8.06,1.88
7902,2018-06-16 3:35:07,2.74,8.32,1.88
7903,2018-06-16 3:36:07,2.66,8.32,1.84
7904,2018-06-16 3:37:07,2.66,8.15,1.84
7905,2018-06-16 3:38:07,2.66,8.23,1.88
7906,2018-06-16 3:39:07,2.70,8.19,1.88
7907,2018-06-16 3:40:07,2.66,8.23,1.88
7908,2018-06-16 3:41:07,2.70,7.93,1.88
7909,2018-06-16 3:42:07,2.66,7.72,1.84
7910,2018-06-16 3:43:07,2.70,7.85,1.84
7911,2018-06-16 3:44:07,2.70,7.81,1.88
7912,2018-06-16 3:45:07,2.70,8.11,1.88
7913,2018-06-16 3:46:07,2.66,7.93,1.84
7914,2018-06-16 3:47:07,2.70,7.85,1.80
7915,2018-06-16 3:48:07,2.74,7.68,1.88
7916,2018-06-16 3:49:07,2.70,8.06,1.84
7917,2018-06-16 3:50:07,2.66,7.63,1.84
7918,2018-06-16 3:51:07,2.74,7.59,1.80
7919,2018-06-16 3:52:07,2.70,7.89,1.80
7920,2018-06-16 3:53:07,2.70,7.55,1.80
7921,2018-06-16 3:54:07,2.70,7.25,1.84
7922,2018-06-16 3:55:07,2.74,7.33,1.84
7923,2018-06-16 3:56:07,2.66,7.29,1.80
7924,2018-06-16 3:57:07,2.70,7.63,1.84
7925,2018-06-16 3:58:07,2.70,7.81,1.84
7926,2018-06-16 3:59:07,2.66,7.55,1.80
7927,2018-06-16 4:00:07,2.61,7.46,1.84
7928,2018-06-16 4:01:07,2.66,7.68,1.80
7929,2018-06-16 4:02:07,2.66,7.55,1.80
7930,2018-06-16 4:03:07,2.61,7.46,1.88
7931,2018-06-16 4:04:07,2.61,7.08,1.84
7932,2018-06-16 4:05:07,2.61,7.20,1.80
7933,2018-06-16 4:06:07,2.61,7.59,1.80
7934,2018-06-16 4:07:07,2.61,7.76,1.84
7935,2018-06-16 4:08:07,2.61,7.72,1.80
7936,2018-06-16 4:09:07,2.57,7.59,1.84
7937,2018-06-16 4:10:07,2.57,7.29,1.80
7938,2018-06-16 4:11:07,2.57,7.33,1.80
7939,2018-06-16 4:12:07,2.57,7.16,1.76
7940,2018-06-16 4:13:07,2.57,7.38,1.71
7941,2018-06-16 4:14:07,2.57,7.59,1.76
7942,2018-06-16 4:15:07,2.53,7.68,1.80
7943,2018-06-16 4:16:07,2.57,7.72,1.80
7944,2018-06-16 4:17:07,2.53,7.59,1.80
7945,2018-06-16 4:18:07,2.49,7.59,1.80
7946,2018-06-16 4:19:07,2.53,7.55,1.80
7947,2018-06-16 4:20:07,2.53,7.33,1.76
7948,2018-06-16 4:21:07,2.53,7.12,1.80
7949,2018-06-16 4:22:07,2.53,7.38,1.76
7950,2018-06-16 4:23:07,2.53,7.46,1.76
7951,2018-06-16 4:24:07,2.53,7.59,1.76
7952,2018-06-16 4:25:07,2.49,7.46,1.76
7953,2018-06-16 4:26:07,2.53,7.42,1.76
7954,2018-06-16 4:27:07,2.49,7.25,1.84
7955,2018-06-16 4:28:07,2.44,7.16,1.76
7956,2018-06-16 4:29:07,2.49,7.29,1.76
7957,2018-06-16 4:30:07,2.49,7.25,1.76
7958,2018-06-16 4:31:07,2.44,7.42,1.76
7959,2018-06-16 4:32:07,2.44,7.20,1.80
7960,2018-06-16 4:33:07,2.49,7.20,1.76
7961,2018-06-16 4:34:07,2.44,7.20,1.84
7962,2018-06-16 4:35:07,2.44,7.08,1.80
7963,2018-06-16 4:36:07,2.40,7.29,1.80
7964,2018-06-16 4:37:07,2.40,7.68,1.76
7965,2018-06-16 4:38:07,2.44,7.42,1.76
7966,2018-06-16 4:39:07,2.40,7.42,1.80
7967,2018-06-16 4:40:07,2.40,7.50,1.80
7968,2018-06-16 4:41:07,2.44,7.68,1.80
7969,2018-06-16 4:42:07,2.40,7.63,1.80
7970,2018-06-16 4:43:07,2.40,7.25,1.84
7971,2018-06-16 4:44:07,2.40,7.63,1.76
7972,2018-06-16 4:45:07,2.40,7.85,1.76
7973,2018-06-16 4:46:07,2.40,7.55,1.80
7974,2018-06-16 4:47:07,2.40,7.50,1.80
7975,2018-06-16 4:48:07,2.40,7.63,1.76
7976,2018-06-16 4:49:07,2.40,7.46,1.76
7977,2018-06-16 4:50:07,2.36,7.42,1.76
7978,2018-06-16 4:51:07,2.40,7.81,1.71
7979,2018-06-16 4:52:07,2.40,7.89,1.80
7980,2018-06-16 4:53:07,2.40,7.72,1.76
7981,2018-06-16 4:54:07,2.40,7.72,1.76
7982,2018-06-16 4:55:07,2.44,7.85,1.80
7983,2018-06-16 4:56:07,2.36,7.85,1.80
7984,2018-06-16 4:57:07,2.40,7.93,1.80
7985,2018-06-16 4:58:07,2.44,7.85,1.80
7986,2018-06-16 4:59:07,2.40,7.85,1.76
7987,2018-06-16 5:00:07,2.40,7.85,1.80
7988,2018-06-16 5:01:07,2.40,7.85,1.76
7989,2018-06-16 5:02:07,2.44,7.98,1.80
7990,2018-06-16 5:03:07,2.44,8.11,1.76
7991,2018-06-16 5:04:07,2.44,7.81,1.80
7992,2018-06-16 5:05:07,2.44,8.06,1.80
7993,2018-06-16 5:06:07,2.44,7.98,1.80
7994,2018-06-16 5:07:07,2.44,7.76,1.80
7995,2018-06-16 5:08:07,2.44,7.98,1.80
7996,2018-06-16 5:09:07,2.49,8.06,1.76
7997,2018-06-16 5:10:07,2.44,7.81,1.76
7998,2018-06-16 5:11:07,2.49,7.98,1.76
7999,2018-06-16 5:12:07,2.44,7.89,1.71
8000,2018-06-16 5:13:07,2.49,8.19,1.76
8001,2018-06-16 5:14:07,2.49,8.53,1.80
8002,2018-06-16 5:15:07,2.53,8.71,1.80
8003,2018-06-16 5:16:07,2.53,8.83,1.84
8004,2018-06-16 5:17:07,2.49,8.88,1.84
8005,2018-06-16 5:18:07,2.53,8.71,1.80
8006,2018-06-16 5:19:07,2.53,8.71,1.84
8007,2018-06-16 5:20:07,2.53,8.41,1.84
8008,2018-06-16 5:21:07,2.57,8.36,1.84
8009,2018-06-16 5:22:07,2.53,8.36,1.80
8010,2018-06-16 5:23:07,2.57,8.36,1.80
8011,2018-06-16 5:24:07,2.61,8.53,1.84
8012,2018-06-16 5:25:07,2.61,8.49,1.80
8013,2018-06-16 5:26:07,2.61,8.66,1.88
8014,2018-06-16 5:27:07,2.61,8.53,1.84
8015,2018-06-16 5:28:07,2.66,8.36,1.80
8016,2018-06-16 5:29:07,2.70,8.75,1.80
8017,2018-06-16 5:30:07,2.70,8.88,1.84
8018,2018-06-16 5:31:07,2.70,8.88,1.84
8019,2018-06-16 5:32:07,2.74,8.83,1.88
8020,2018-06-16 5:33:07,2.70,9.05,1.84
8021,2018-06-16 5:34:07,2.74,9.01,1.84
8022,2018-06-16 5:35:07,2.74,9.09,1.84
8023,2018-06-16 5:36:07,2.79,8.88,1.84
8024,2018-06-16 5:37:07,2.79,8.83,1.84
8025,2018-06-16 5:38:07,2.79,9.01,1.84
8026,2018-06-16 5:39:07,2.83,8.92,1.88
