Plot Title: 20366935,,between foam mylar,foam mylar air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2","Temp, °C - 2"
2060,2018-06-12 2:13:07,1.71,4.16,0.17
2061,2018-06-12 2:14:07,1.76,4.24,0.17
2062,2018-06-12 2:15:07,1.71,4.46,0.17
2063,2018-06-12 2:16:07,1.71,4.33,0.17
2064,2018-06-12 2:17:07,1.71,4.24,0.17
2065,2018-06-12 2:18:07,1.67,4.37,0.17
2066,2018-06-12 2:19:07,1.71,4.33,0.17
2067,2018-06-12 2:20:07,1.71,4.29,0.21
2068,2018-06-12 2:21:07,1.67,4.20,0.13
2069,2018-06-12 2:22:07,1.67,4.24,0.21
2070,2018-06-12 2:23:07,1.63,4.20,0.21
2071,2018-06-12 2:24:07,1.67,4.29,0.17
2072,2018-06-12 2:25:07,1.67,4.24,0.21
2073,2018-06-12 2:26:07,1.67,4.42,0.21
2074,2018-06-12 2:27:07,1.67,4.50,0.21
2075,2018-06-12 2:28:07,1.63,4.63,0.17
2076,2018-06-12 2:29:07,1.63,4.42,0.17
2077,2018-06-12 2:30:07,1.63,4.03,0.17
2078,2018-06-12 2:31:07,1.63,4.12,0.17
2079,2018-06-12 2:32:07,1.63,4.24,0.17
2080,2018-06-12 2:33:07,1.63,4.07,0.17
2081,2018-06-12 2:34:07,1.54,4.03,0.17
2082,2018-06-12 2:35:07,1.63,4.16,0.17
2083,2018-06-12 2:36:07,1.63,4.16,0.17
2084,2018-06-12 2:37:07,1.54,4.03,0.17
2085,2018-06-12 2:38:07,1.58,4.20,0.21
2086,2018-06-12 2:39:07,1.58,4.29,0.17
2087,2018-06-12 2:40:07,1.54,4.07,0.17
2088,2018-06-12 2:41:07,1.58,3.86,0.17
2089,2018-06-12 2:42:07,1.54,3.86,0.21
2090,2018-06-12 2:43:07,1.54,3.99,0.21
2091,2018-06-12 2:44:07,1.54,4.24,0.21
2092,2018-06-12 2:45:07,1.54,4.54,0.21
2093,2018-06-12 2:46:07,1.50,4.54,0.17
2094,2018-06-12 2:47:07,1.50,4.46,0.21
2095,2018-06-12 2:48:07,1.54,4.37,0.17
2096,2018-06-12 2:49:07,1.50,4.33,0.21
2097,2018-06-12 2:50:07,1.50,4.33,0.17
2098,2018-06-12 2:51:07,1.50,4.33,0.17
2099,2018-06-12 2:52:07,1.50,4.37,0.17
2100,2018-06-12 2:53:07,1.50,4.46,0.13
2101,2018-06-12 2:54:07,1.46,4.59,0.17
2102,2018-06-12 2:55:07,1.41,4.50,0.17
2103,2018-06-12 2:56:07,1.46,4.33,0.17
2104,2018-06-12 2:57:07,1.46,4.20,0.17
2105,2018-06-12 2:58:07,1.46,4.20,0.13
2106,2018-06-12 2:59:07,1.41,3.99,0.17
2107,2018-06-12 3:00:07,1.46,3.99,0.17
2108,2018-06-12 3:01:07,1.46,3.94,0.13
2109,2018-06-12 3:02:07,1.46,3.94,0.13
2110,2018-06-12 3:03:07,1.41,4.12,0.17
2111,2018-06-12 3:04:07,1.41,4.07,0.17
2112,2018-06-12 3:05:07,1.37,4.16,0.17
2113,2018-06-12 3:06:07,1.41,4.29,0.17
2114,2018-06-12 3:07:07,1.41,4.33,0.17
2115,2018-06-12 3:08:07,1.37,4.33,0.13
2116,2018-06-12 3:09:07,1.37,4.16,0.13
2117,2018-06-12 3:10:07,1.37,4.29,0.13
2118,2018-06-12 3:11:07,1.37,4.33,0.13
2119,2018-06-12 3:12:07,1.37,4.33,0.13
2120,2018-06-12 3:13:07,1.37,4.20,0.17
2121,2018-06-12 3:14:07,1.37,3.94,0.17
2122,2018-06-12 3:15:07,1.37,3.56,0.13
2123,2018-06-12 3:16:07,1.33,3.56,0.13
2124,2018-06-12 3:17:07,1.33,3.73,0.13
2125,2018-06-12 3:18:07,1.33,3.77,0.13
2126,2018-06-12 3:19:07,1.33,3.77,0.13
2127,2018-06-12 3:20:07,1.33,3.77,0.13
2128,2018-06-12 3:21:07,1.28,3.90,0.13
2129,2018-06-12 3:22:07,1.28,3.99,0.17
2130,2018-06-12 3:23:07,1.33,4.03,0.17
2131,2018-06-12 3:24:07,1.28,3.82,0.21
2132,2018-06-12 3:25:07,1.33,3.64,0.13
2133,2018-06-12 3:26:07,1.24,3.64,0.13
2134,2018-06-12 3:27:07,1.24,3.43,0.17
2135,2018-06-12 3:28:07,1.28,3.30,0.13
2136,2018-06-12 3:29:07,1.24,3.43,0.08
2137,2018-06-12 3:30:07,1.20,3.60,0.13
2138,2018-06-12 3:31:07,1.20,3.64,0.13
2139,2018-06-12 3:32:07,1.20,3.69,0.08
2140,2018-06-12 3:33:07,1.20,3.69,0.13
2141,2018-06-12 3:34:07,1.20,3.47,0.17
2142,2018-06-12 3:35:07,1.11,3.39,0.13
2143,2018-06-12 3:36:07,1.11,3.34,0.13
2144,2018-06-12 3:37:07,1.11,3.21,0.13
2145,2018-06-12 3:38:07,1.11,3.21,0.13
2146,2018-06-12 3:39:07,1.07,3.34,0.13
2147,2018-06-12 3:40:07,1.07,3.34,0.08
2148,2018-06-12 3:41:07,1.03,3.34,0.08
2149,2018-06-12 3:42:07,1.03,3.30,0.08
2150,2018-06-12 3:43:07,0.98,3.43,0.08
2151,2018-06-12 3:44:07,1.03,3.52,0.04
2152,2018-06-12 3:45:07,0.98,3.47,0.08
2153,2018-06-12 3:46:07,0.98,3.43,0.08
2154,2018-06-12 3:47:07,0.98,3.34,0.04
2155,2018-06-12 3:48:07,0.94,3.30,0.13
2156,2018-06-12 3:49:07,0.98,3.13,0.08
2157,2018-06-12 3:50:07,0.86,2.83,0.04
2158,2018-06-12 3:51:07,0.86,2.96,0.13
2159,2018-06-12 3:52:07,0.90,3.13,0.08
2160,2018-06-12 3:53:07,0.86,3.17,0.13
2161,2018-06-12 3:54:07,0.86,3.30,0.13
2162,2018-06-12 3:55:07,0.81,3.26,0.13
2163,2018-06-12 3:56:07,0.86,3.26,0.13
2164,2018-06-12 3:57:07,0.81,3.04,0.13
2165,2018-06-12 3:58:07,0.81,2.96,0.08
2166,2018-06-12 3:59:07,0.81,2.96,0.04
2167,2018-06-12 4:00:07,0.81,3.04,0.04
2168,2018-06-12 4:01:07,0.81,2.87,0.08
2169,2018-06-12 4:02:07,0.77,2.87,0.13
2170,2018-06-12 4:03:07,0.77,2.91,0.08
2171,2018-06-12 4:04:07,0.68,2.96,0.08
2172,2018-06-12 4:05:07,0.73,3.00,0.04
2173,2018-06-12 4:06:07,0.73,2.96,0.04
2174,2018-06-12 4:07:07,0.73,2.79,0.08
2175,2018-06-12 4:08:07,0.68,2.87,0.08
2176,2018-06-12 4:09:07,0.64,3.09,0.08
2177,2018-06-12 4:10:07,0.68,3.00,0.04
2178,2018-06-12 4:11:07,0.64,3.00,0.04
2179,2018-06-12 4:12:07,0.64,3.00,0.08
2180,2018-06-12 4:13:07,0.60,3.09,0.04
2181,2018-06-12 4:14:07,0.55,3.26,0.08
2182,2018-06-12 4:15:07,0.60,3.30,0.04
2183,2018-06-12 4:16:07,0.60,3.13,0.04
2184,2018-06-12 4:17:07,0.51,3.17,0.04
2185,2018-06-12 4:18:07,0.55,3.09,0.04
2186,2018-06-12 4:19:07,0.51,2.96,0.08
2187,2018-06-12 4:20:07,0.51,2.96,0.04
2188,2018-06-12 4:21:07,0.51,2.96,0.08
2189,2018-06-12 4:22:07,0.47,3.21,0.04
2190,2018-06-12 4:23:07,0.43,2.96,0.04
2191,2018-06-12 4:24:07,0.43,2.79,0.08
2192,2018-06-12 4:25:07,0.43,2.57,0.08
2193,2018-06-12 4:26:07,0.43,2.61,0.13
2194,2018-06-12 4:27:07,0.43,2.57,0.04
2195,2018-06-12 4:28:07,0.38,2.74,0.08
2196,2018-06-12 4:29:07,0.38,2.79,0.04
2197,2018-06-12 4:30:07,0.38,2.79,0.08
2198,2018-06-12 4:31:07,0.38,2.49,0.08
2199,2018-06-12 4:32:07,0.38,2.74,0.08
2200,2018-06-12 4:33:07,0.34,2.87,0.08
2201,2018-06-12 4:34:07,0.34,3.00,0.04
2202,2018-06-12 4:35:07,0.34,3.04,0.08
2203,2018-06-12 4:36:07,0.25,3.04,0.04
2204,2018-06-12 4:37:07,0.25,3.04,0.04
2205,2018-06-12 4:38:07,0.25,2.91,0.08
2206,2018-06-12 4:39:07,0.21,2.87,0.08
2207,2018-06-12 4:40:07,0.25,2.83,0.04
2208,2018-06-12 4:41:07,0.17,2.87,0.04
2209,2018-06-12 4:42:07,0.17,2.61,0.08
2210,2018-06-12 4:43:07,0.17,2.44,0.04
2211,2018-06-12 4:44:07,0.17,2.31,0.08
2212,2018-06-12 4:45:07,0.13,2.23,0.04
2213,2018-06-12 4:46:07,0.13,1.97,0.08
2214,2018-06-12 4:47:07,0.08,2.06,0.04
2215,2018-06-12 4:48:07,0.04,2.31,0.04
2216,2018-06-12 4:49:07,0.08,2.70,0.04
2217,2018-06-12 4:50:07,0.04,2.74,-0.00
2218,2018-06-12 4:51:07,-0.00,2.44,0.04
2219,2018-06-12 4:52:07,-0.00,2.61,0.04
2220,2018-06-12 4:53:07,-0.00,2.74,0.04
2221,2018-06-12 4:54:07,-0.00,2.96,-0.00
2222,2018-06-12 4:55:07,-0.05,3.47,-0.00
2223,2018-06-12 4:56:07,-0.05,3.39,0.04
2224,2018-06-12 4:57:07,-0.05,3.39,0.04
2225,2018-06-12 4:58:07,-0.09,3.39,0.04
2226,2018-06-12 4:59:07,-0.09,3.47,0.04
2227,2018-06-12 5:00:07,-0.09,3.34,0.04
2228,2018-06-12 5:01:07,-0.09,3.47,0.04
2229,2018-06-12 5:02:07,-0.17,3.43,-0.00
2230,2018-06-12 5:03:07,-0.13,3.39,-0.00
2231,2018-06-12 5:04:07,-0.09,3.30,0.04
2232,2018-06-12 5:05:07,-0.13,3.21,-0.00
2233,2018-06-12 5:06:07,-0.13,3.17,0.04
2234,2018-06-12 5:07:07,-0.13,3.13,0.04
2235,2018-06-12 5:08:07,-0.13,3.04,0.08
2236,2018-06-12 5:09:07,-0.13,2.87,0.04
2237,2018-06-12 5:10:07,-0.13,2.87,0.04
2238,2018-06-12 5:11:07,-0.17,2.96,0.04
2239,2018-06-12 5:12:07,-0.17,3.21,-0.00
2240,2018-06-12 5:13:07,-0.17,3.13,-0.00
2241,2018-06-12 5:14:07,-0.17,3.04,-0.00
2242,2018-06-12 5:15:07,-0.22,3.39,0.04
2243,2018-06-12 5:16:07,-0.22,3.43,0.04
2244,2018-06-12 5:17:07,-0.22,3.43,0.04
2245,2018-06-12 5:18:07,-0.22,3.86,0.08
2246,2018-06-12 5:19:07,-0.22,3.99,0.04
2247,2018-06-12 5:20:07,-0.22,3.86,0.08
2248,2018-06-12 5:21:07,-0.22,3.73,0.04
2249,2018-06-12 5:22:07,-0.26,3.86,0.08
2250,2018-06-12 5:23:07,-0.22,4.46,0.08
2251,2018-06-12 5:24:07,-0.22,4.59,0.13
2252,2018-06-12 5:25:07,-0.22,4.42,0.08
2253,2018-06-12 5:26:07,-0.26,4.89,0.08
2254,2018-06-12 5:27:07,-0.22,4.84,0.13
2255,2018-06-12 5:28:07,-0.22,5.06,0.13
2256,2018-06-12 5:29:07,-0.22,5.23,0.13
2257,2018-06-12 5:30:07,-0.13,5.19,0.17
2258,2018-06-12 5:31:07,-0.13,5.27,0.13
2259,2018-06-12 5:32:07,-0.13,5.62,0.17
2260,2018-06-12 5:33:07,-0.17,5.53,0.08
2261,2018-06-12 5:34:07,-0.13,5.32,0.13
2262,2018-06-12 5:35:07,-0.13,5.36,0.08
2263,2018-06-12 5:36:07,-0.09,5.36,0.13
2264,2018-06-12 5:37:07,-0.09,5.27,0.13
2265,2018-06-12 5:38:07,-0.05,5.23,0.13
2266,2018-06-12 5:39:07,-0.05,5.23,0.13
2267,2018-06-12 5:40:07,-0.05,5.19,0.13
2268,2018-06-12 5:41:07,0.04,5.10,0.08
2269,2018-06-12 5:42:07,0.04,5.49,0.13
2270,2018-06-12 5:43:07,0.04,5.70,0.08
2271,2018-06-12 5:44:07,0.08,5.70,0.08
2272,2018-06-12 5:45:07,0.08,5.70,0.08
2273,2018-06-12 5:46:07,0.08,5.66,0.17
2274,2018-06-12 5:47:07,0.08,5.62,0.08
2275,2018-06-12 5:48:07,0.08,5.57,0.13
2276,2018-06-12 5:49:07,0.08,5.62,0.13
2277,2018-06-12 5:50:07,0.17,5.53,0.08
2278,2018-06-12 5:51:07,0.17,5.02,0.08
2279,2018-06-12 5:52:07,0.17,4.80,0.13
2280,2018-06-12 5:53:07,0.17,4.59,0.08
2281,2018-06-12 5:54:07,0.21,4.42,0.08
2282,2018-06-12 5:55:07,0.17,4.24,0.13
2283,2018-06-12 5:56:07,0.21,4.20,0.08
2284,2018-06-12 5:57:07,0.21,4.20,0.13
2285,2018-06-12 5:58:07,0.21,4.29,0.13
2286,2018-06-12 5:59:07,0.21,4.33,0.08
2287,2018-06-12 6:00:07,0.21,4.84,0.08
2288,2018-06-12 6:01:07,0.17,5.06,0.13
2289,2018-06-12 6:02:07,0.17,5.02,0.08
2290,2018-06-12 6:03:07,0.21,5.19,0.13
2291,2018-06-12 6:04:07,0.21,5.79,0.13
2292,2018-06-12 6:05:07,0.21,5.66,0.08
2293,2018-06-12 6:06:07,0.21,5.49,0.13
2294,2018-06-12 6:07:07,0.21,5.62,0.13
2295,2018-06-12 6:08:07,0.17,5.49,0.17
2296,2018-06-12 6:09:07,0.21,5.57,0.17
2297,2018-06-12 6:10:07,0.21,5.53,0.13
2298,2018-06-12 6:11:07,0.21,5.75,0.08
2299,2018-06-12 6:12:07,0.21,5.75,0.08
2300,2018-06-12 6:13:07,0.25,5.79,0.08
2301,2018-06-12 6:14:07,0.25,5.87,0.17
2302,2018-06-12 6:15:07,0.25,6.05,0.13
2303,2018-06-12 6:16:07,0.25,5.92,0.08
2304,2018-06-12 6:17:07,0.25,5.96,0.17
2305,2018-06-12 6:18:07,0.25,6.22,0.13
2306,2018-06-12 6:19:07,0.25,6.43,0.13
2307,2018-06-12 6:20:07,0.30,6.52,0.13
2308,2018-06-12 6:21:07,0.30,6.56,0.13
2309,2018-06-12 6:22:07,0.30,6.65,0.13
2310,2018-06-12 6:23:07,0.30,6.69,0.13
2311,2018-06-12 6:24:07,0.30,6.60,0.13
2312,2018-06-12 6:25:07,0.38,6.78,0.08
2313,2018-06-12 6:26:07,0.34,6.82,0.13
2314,2018-06-12 6:27:07,0.34,6.99,0.08
2315,2018-06-12 6:28:07,0.38,7.16,0.17
2316,2018-06-12 6:29:07,0.34,7.33,0.13
2317,2018-06-12 6:30:07,0.34,7.46,0.13
2318,2018-06-12 6:31:07,0.38,7.38,0.13
2319,2018-06-12 6:32:07,0.43,7.55,0.13
2320,2018-06-12 6:33:07,0.43,7.55,0.13
2321,2018-06-12 6:34:07,0.43,7.59,0.17
2322,2018-06-12 6:35:07,0.43,7.76,0.17
2323,2018-06-12 6:36:07,0.43,7.93,0.17
2324,2018-06-12 6:37:07,0.51,8.19,0.17
2325,2018-06-12 6:38:07,0.51,8.28,0.17
2326,2018-06-12 6:39:07,0.55,8.45,0.17
2327,2018-06-12 6:40:07,0.55,8.66,0.17
2328,2018-06-12 6:41:07,0.64,8.88,0.08
2329,2018-06-12 6:42:07,0.60,9.09,0.17
2330,2018-06-12 6:43:07,0.64,9.22,0.17
2331,2018-06-12 6:44:07,0.64,9.18,0.13
2332,2018-06-12 6:45:07,0.64,9.39,0.21
2333,2018-06-12 6:46:07,0.73,9.48,0.21
2334,2018-06-12 6:47:07,0.77,9.74,0.21
2335,2018-06-12 6:48:07,0.77,9.91,0.21
2336,2018-06-12 6:49:07,0.81,9.91,0.21
2337,2018-06-12 6:50:07,0.86,9.86,0.21
2338,2018-06-12 6:51:07,0.90,9.86,0.25
2339,2018-06-12 6:52:07,0.94,9.86,0.25
2340,2018-06-12 6:53:07,0.98,10.16,0.25
2341,2018-06-12 6:54:07,1.03,10.34,0.25
2342,2018-06-12 6:55:07,1.07,10.34,0.21
2343,2018-06-12 6:56:07,1.16,10.42,0.25
2344,2018-06-12 6:57:07,1.20,10.55,0.25
2345,2018-06-12 6:58:07,1.24,10.68,0.21
2346,2018-06-12 6:59:07,1.33,10.81,0.21
2347,2018-06-12 7:00:07,1.33,11.07,0.25
2348,2018-06-12 7:01:07,1.37,10.98,0.21
2349,2018-06-12 7:02:07,1.46,11.19,0.17
2350,2018-06-12 7:03:07,1.46,11.11,0.25
2351,2018-06-12 7:04:07,1.50,11.07,0.21
2352,2018-06-12 7:05:07,1.63,11.15,0.21
2353,2018-06-12 7:06:07,1.63,11.32,0.25
2354,2018-06-12 7:07:07,1.67,11.45,0.25
2355,2018-06-12 7:08:07,1.76,11.41,0.25
2356,2018-06-12 7:09:07,1.80,11.41,0.25
2357,2018-06-12 7:10:07,1.84,11.49,0.25
2358,2018-06-12 7:11:07,1.88,11.49,0.25
2359,2018-06-12 7:12:07,1.97,11.58,0.30
2360,2018-06-12 7:13:07,1.97,12.01,0.30
2361,2018-06-12 7:14:07,2.06,12.31,0.30
2362,2018-06-12 7:15:07,2.06,12.27,0.30
2363,2018-06-12 7:16:07,2.14,12.18,0.30
2364,2018-06-12 7:17:07,2.19,12.05,0.30
2365,2018-06-12 7:18:07,2.23,12.14,0.34
2366,2018-06-12 7:19:07,2.31,12.31,0.30
2367,2018-06-12 7:20:07,2.31,12.27,0.34
2368,2018-06-12 7:21:07,2.40,12.35,0.30
2369,2018-06-12 7:22:07,2.40,12.10,0.30
2370,2018-06-12 7:23:07,2.44,11.92,0.25
2371,2018-06-12 7:24:07,2.44,12.10,0.34
2372,2018-06-12 7:25:07,2.57,12.05,0.30
2373,2018-06-12 7:26:07,2.57,11.97,0.34
2374,2018-06-12 7:27:07,2.61,11.88,0.34
2375,2018-06-12 7:28:07,2.66,11.84,0.34
2376,2018-06-12 7:29:07,2.74,12.05,0.34
2377,2018-06-12 7:30:07,2.74,12.05,0.38
2378,2018-06-12 7:31:07,2.79,12.27,0.34
2379,2018-06-12 7:32:07,2.79,12.40,0.34
2380,2018-06-12 7:33:07,2.83,12.57,0.38
2381,2018-06-12 7:34:07,2.87,12.44,0.43
2382,2018-06-12 7:35:07,2.96,12.78,0.38
2383,2018-06-12 7:36:07,3.00,13.43,0.38
2384,2018-06-12 7:37:07,3.00,13.98,0.38
2385,2018-06-12 7:38:07,3.04,14.71,0.38
2386,2018-06-12 7:39:07,3.04,16.04,0.38
2387,2018-06-12 7:40:07,3.09,16.26,0.38
2388,2018-06-12 7:41:07,3.13,16.64,0.38
2389,2018-06-12 7:42:07,3.21,16.73,0.43
2390,2018-06-12 7:43:07,3.21,16.90,0.43
2391,2018-06-12 7:44:07,3.21,17.07,0.51
2392,2018-06-12 7:45:07,3.30,17.16,0.43
2393,2018-06-12 7:46:07,3.34,17.37,0.43
2394,2018-06-12 7:47:07,3.34,17.50,0.47
2395,2018-06-12 7:48:07,3.39,17.11,0.43
2396,2018-06-12 7:49:07,3.47,17.33,0.47
2397,2018-06-12 7:50:07,3.52,16.99,0.47
2398,2018-06-12 7:51:07,3.60,16.77,0.47
2399,2018-06-12 7:52:07,3.69,16.51,0.55
2400,2018-06-12 7:53:07,3.69,16.90,0.55
2401,2018-06-12 7:54:07,3.77,16.56,0.60
2402,2018-06-12 7:55:07,3.86,16.77,0.64
2403,2018-06-12 7:56:07,3.90,17.24,0.60
2404,2018-06-12 7:57:07,3.99,16.81,0.64
2405,2018-06-12 7:58:07,4.07,17.63,0.64
2406,2018-06-12 7:59:07,4.16,17.59,0.68
2407,2018-06-12 8:00:07,4.24,17.84,0.64
2408,2018-06-12 8:01:07,4.29,18.32,0.64
2409,2018-06-12 8:02:07,4.42,18.74,0.64
2410,2018-06-12 8:03:07,4.46,18.44,0.64
2411,2018-06-12 8:04:07,4.50,18.62,0.64
2412,2018-06-12 8:05:07,4.63,18.83,0.64
2413,2018-06-12 8:06:07,4.67,19.13,0.64
2414,2018-06-12 8:07:07,4.84,19.77,0.64
2415,2018-06-12 8:08:07,4.89,20.16,0.64
2416,2018-06-12 8:09:07,5.02,20.50,0.68
2417,2018-06-12 8:10:07,5.10,20.50,0.68
2418,2018-06-12 8:11:07,5.19,20.55,0.68
2419,2018-06-12 8:12:07,5.27,20.98,0.64
2420,2018-06-12 8:13:07,5.45,21.40,0.68
2421,2018-06-12 8:14:07,5.49,21.15,0.68
2422,2018-06-12 8:15:07,5.62,21.23,0.68
2423,2018-06-12 8:16:07,5.75,22.05,0.64
2424,2018-06-12 8:17:07,5.87,21.45,0.68
2425,2018-06-12 8:18:07,6.00,20.55,0.64
2426,2018-06-12 8:19:07,6.17,20.93,0.64
2427,2018-06-12 8:20:07,6.26,21.19,0.64
2428,2018-06-12 8:21:07,6.43,20.98,0.73
2429,2018-06-12 8:22:07,6.56,21.19,0.73
2430,2018-06-12 8:23:07,6.69,20.72,0.73
2431,2018-06-12 8:24:07,6.82,20.68,0.77
2432,2018-06-12 8:25:07,6.95,20.16,0.86
2433,2018-06-12 8:26:07,7.12,21.02,0.81
2434,2018-06-12 8:27:07,7.20,21.10,0.81
2435,2018-06-12 8:28:07,7.33,20.55,0.86
2436,2018-06-12 8:29:07,7.46,20.85,0.86
2437,2018-06-12 8:30:07,7.63,21.62,0.90
2438,2018-06-12 8:31:07,7.72,21.92,0.98
2439,2018-06-12 8:32:07,7.81,22.91,0.94
2440,2018-06-12 8:33:07,7.98,22.82,0.94
2441,2018-06-12 8:34:07,8.02,23.03,0.94
2442,2018-06-12 8:35:07,8.15,22.31,0.98
2443,2018-06-12 8:36:07,8.28,22.52,0.94
2444,2018-06-12 8:37:07,8.41,22.01,0.98
2445,2018-06-12 8:38:07,8.53,22.35,0.98
2446,2018-06-12 8:39:07,8.62,22.31,0.98
2447,2018-06-12 8:40:07,8.75,22.48,0.94
2448,2018-06-12 8:41:07,8.83,22.52,0.98
2449,2018-06-12 8:42:07,9.01,21.75,0.98
2450,2018-06-12 8:43:07,9.09,20.93,0.94
2451,2018-06-12 8:44:07,9.18,21.10,0.98
2452,2018-06-12 8:45:07,9.35,20.98,0.98
2453,2018-06-12 8:46:07,9.48,20.98,0.98
2454,2018-06-12 8:47:07,9.56,21.19,1.03
2455,2018-06-12 8:48:07,9.65,21.15,0.94
2456,2018-06-12 8:49:07,9.78,20.68,1.03
2457,2018-06-12 8:50:07,9.91,20.33,0.98
2458,2018-06-12 8:51:07,9.95,21.06,0.98
2459,2018-06-12 8:52:07,10.08,21.15,1.03
2460,2018-06-12 8:53:07,10.16,21.49,1.03
2461,2018-06-12 8:54:07,10.25,21.28,1.07
2462,2018-06-12 8:55:07,10.34,21.79,1.03
2463,2018-06-12 8:56:07,10.42,21.75,1.03
2464,2018-06-12 8:57:07,10.46,21.70,1.11
2465,2018-06-12 8:58:07,10.51,22.43,1.07
2466,2018-06-12 8:59:07,10.59,23.25,1.11
2467,2018-06-12 9:00:07,10.68,23.21,1.16
2468,2018-06-12 9:01:07,10.72,22.95,1.07
2469,2018-06-12 9:02:07,10.85,23.85,1.11
2470,2018-06-12 9:03:07,10.89,23.64,1.16
2471,2018-06-12 9:04:07,10.94,23.94,1.20
2472,2018-06-12 9:05:07,11.07,23.94,1.20
2473,2018-06-12 9:06:07,11.11,24.66,1.16
2474,2018-06-12 9:07:07,11.15,24.45,1.20
2475,2018-06-12 9:08:07,11.19,23.76,1.20
2476,2018-06-12 9:09:07,11.28,22.86,1.20
2477,2018-06-12 9:10:07,11.32,24.24,1.24
2478,2018-06-12 9:11:07,11.41,24.49,1.33
2479,2018-06-12 9:12:07,11.49,25.22,1.33
2480,2018-06-12 9:13:07,11.49,25.27,1.37
2481,2018-06-12 9:14:07,11.62,24.19,1.33
2482,2018-06-12 9:15:07,11.71,23.81,1.37
2483,2018-06-12 9:16:07,11.71,24.71,1.37
2484,2018-06-12 9:17:07,11.79,24.41,1.41
2485,2018-06-12 9:18:07,11.84,24.24,1.41
2486,2018-06-12 9:19:07,11.92,23.76,1.46
2487,2018-06-12 9:20:07,12.01,24.11,1.46
2488,2018-06-12 9:21:07,12.05,24.11,1.54
2489,2018-06-12 9:22:07,12.14,24.71,1.50
2490,2018-06-12 9:23:07,12.18,24.92,1.54
2491,2018-06-12 9:24:07,12.22,25.35,1.54
2492,2018-06-12 9:25:07,12.31,26.72,1.50
2493,2018-06-12 9:26:07,12.35,27.15,1.46
2494,2018-06-12 9:27:07,12.40,26.98,1.46
2495,2018-06-12 9:28:07,12.48,26.34,1.37
2496,2018-06-12 9:29:07,12.48,25.57,1.37
2497,2018-06-12 9:30:07,12.57,25.14,1.37
2498,2018-06-12 9:31:07,12.65,24.62,1.41
2499,2018-06-12 9:32:07,12.70,25.57,1.41
2500,2018-06-12 9:33:07,12.82,25.18,1.46
2501,2018-06-12 9:34:07,12.87,26.42,1.46
2502,2018-06-12 9:35:07,12.91,26.51,1.37
2503,2018-06-12 9:36:07,12.95,25.78,1.37
2504,2018-06-12 9:37:07,13.04,25.14,1.37
2505,2018-06-12 9:38:07,13.12,26.21,1.41
2506,2018-06-12 9:39:07,13.21,26.64,1.46
2507,2018-06-12 9:40:07,13.25,27.24,1.41
2508,2018-06-12 9:41:07,13.30,25.99,1.46
2509,2018-06-12 9:42:07,13.38,25.87,1.50
2510,2018-06-12 9:43:07,13.47,25.65,1.54
2511,2018-06-12 9:44:07,13.51,26.04,1.67
2512,2018-06-12 9:45:07,13.55,26.55,1.71
2513,2018-06-12 9:46:07,13.68,25.82,1.80
2514,2018-06-12 9:47:07,13.68,26.04,1.80
2515,2018-06-12 9:48:07,13.77,27.24,1.80
2516,2018-06-12 9:49:07,13.85,27.45,1.80
2517,2018-06-12 9:50:07,13.94,26.68,1.80
2518,2018-06-12 9:51:07,13.98,26.34,1.80
2519,2018-06-12 9:52:07,14.03,26.64,1.84
2520,2018-06-12 9:53:07,14.07,26.17,1.80
2521,2018-06-12 9:54:07,14.15,25.14,1.84
2522,2018-06-12 9:55:07,14.24,25.74,1.88
2523,2018-06-12 9:56:07,14.28,26.12,1.88
2524,2018-06-12 9:57:07,14.33,25.95,1.93
2525,2018-06-12 9:58:07,14.37,26.04,1.93
2526,2018-06-12 9:59:07,14.37,27.32,1.97
2527,2018-06-12 10:00:07,14.45,28.23,1.93
2528,2018-06-12 10:01:07,14.58,29.00,1.93
2529,2018-06-12 10:02:07,14.58,28.83,1.93
2530,2018-06-12 10:03:07,14.58,29.43,1.84
2531,2018-06-12 10:04:07,14.67,29.47,1.80
2532,2018-06-12 10:05:07,14.71,28.05,1.76
2533,2018-06-12 10:06:07,14.80,27.84,1.71
2534,2018-06-12 10:07:07,14.88,27.20,1.76
2535,2018-06-12 10:08:07,14.93,26.81,1.84
2536,2018-06-12 10:09:07,14.97,29.21,1.93
2537,2018-06-12 10:10:07,15.01,29.04,1.84
2538,2018-06-12 10:11:07,15.06,28.10,1.84
2539,2018-06-12 10:12:07,15.18,27.20,1.84
2540,2018-06-12 10:13:07,15.23,27.32,1.88
2541,2018-06-12 10:14:07,15.31,28.18,1.88
2542,2018-06-12 10:15:07,15.36,28.53,1.84
2543,2018-06-12 10:16:07,15.40,28.01,1.84
2544,2018-06-12 10:17:07,15.48,28.05,1.84
2545,2018-06-12 10:18:07,15.57,27.32,1.84
2546,2018-06-12 10:19:07,15.66,26.72,1.88
2547,2018-06-12 10:20:07,15.70,27.41,2.06
2548,2018-06-12 10:21:07,15.78,28.40,2.06
2549,2018-06-12 10:22:07,15.91,28.78,1.97
2550,2018-06-12 10:23:07,15.91,28.27,2.01
2551,2018-06-12 10:24:07,16.00,28.53,2.01
2552,2018-06-12 10:25:07,16.04,28.61,1.97
2553,2018-06-12 10:26:07,16.13,27.84,1.97
2554,2018-06-12 10:27:07,16.21,27.71,1.97
